season_day,date,n_teams,n_teams_early,n_teams_night
110,2021-04-16,22,2,20
111,2021-04-17,12,2,10
112,2021-04-18,16,6,10
113,2021-04-19,18,0,18
114,2021-04-20,10,0,10
115,2021-04-21,24,0,24
116,2021-04-22,12,0,12
117,2021-04-23,14,0,14
118,2021-04-24,16,4,12
119,2021-04-25,14,6,8
120,2021-04-26,22,0,22
121,2021-04-27,12,0,12
122,2021-04-28,20,0,20
123,2021-04-29,12,0,12
124,2021-04-30,16,0,16
125,2021-05-01,20,0,20
126,2021-05-02,16,2,14
127,2021-05-03,16,0,16
128,2021-05-04,14,0,14
129,2021-05-05,18,0,18
130,2021-05-06,14,0,14
131,2021-05-07,20,0,20
132,2021-05-08,14,0,14
133,2021-05-09,16,4,12
134,2021-05-10,12,0,12
135,2021-05-11,22,0,22
136,2021-05-12,12,0,12
137,2021-05-13,18,0,18
138,2021-05-14,16,0,16
139,2021-05-15,12,10,2
140,2021-05-16,30,10,20
141,2021-05-18,4,0,4
142,2021-05-19,4,0,4
143,2021-05-20,2,0,2
144,2021-05-21,2,0,2
145,2021-05-22,8,4,4
146,2021-05-23,8,4,4
147,2021-05-24,4,0,4
148,2021-05-25,6,0,6
149,2021-05-26,6,0,6
150,2021-05-27,6,0,6
151,2021-05-28,6,0,6
152,2021-05-29,8,4,4
153,2021-05-30,8,4,4
154,2021-05-31,4,0,4
155,2021-06-01,6,0,6
156,2021-06-02,8,0,8
157,2021-06-03,4,0,4
158,2021-06-04,2,0,2
159,2021-06-05,2,0,2
160,2021-06-06,4,4,0
161,2021-06-07,4,0,4
162,2021-06-08,4,0,4
163,2021-06-09,2,0,2
164,2021-06-10,4,0,4
165,2021-06-11,4,0,4
166,2021-06-12,2,0,2
167,2021-06-13,4,2,2
168,2021-06-14,4,0,4
169,2021-06-15,2,0,2
170,2021-06-16,4,0,4
171,2021-06-17,2,0,2
172,2021-06-18,4,0,4
173,2021-06-19,2,0,2
174,2021-06-20,4,2,2
175,2021-06-22,2,0,2
176,2021-06-23,2,0,2
177,2021-06-24,2,0,2
178,2021-06-25,2,0,2
179,2021-06-26,2,0,2
180,2021-06-27,2,0,2
181,2021-06-28,2,0,2
182,2021-06-29,2,0,2
183,2021-06-30,2,0,2
184,2021-07-01,2,0,2
185,2021-07-03,2,0,2
186,2021-07-06,2,0,2
187,2021-07-08,2,0,2
188,2021-07-11,2,0,2
189,2021-07-14,2,0,2
190,2021-07-17,2,0,2
191,2021-07-20,2,0,2
