date,start_et,team_away,pts_away,team_home,pts_home,overtime,n_attending,notes,is_playoffs
2017-12-02,7:30p,Detroit Pistons,103,Philadelphia 76ers,108,,20562,,0
2017-12-02,7:30p,Memphis Grizzlies,111,Cleveland Cavaliers,116,,20562,,0
2017-12-02,3:00p,Atlanta Hawks,114,Brooklyn Nets,102,,13949,,0
2017-12-02,2:00p,Los Angeles Clippers,82,Dallas Mavericks,108,,19245,,0
2017-12-02,1:00p,Phoenix Suns,111,Boston Celtics,116,,18624,,0
2017-12-03,3:30p,Orlando Magic,105,New York Knicks,100,,19082,,0
2017-12-03,7:00p,Golden State Warriors,123,Miami Heat,95,,19600,,0
2017-12-03,7:00p,Los Angeles Clippers,106,Minnesota Timberwolves,112,,13172,,0
2017-12-03,7:00p,San Antonio Spurs,87,Oklahoma City Thunder,90,,18203,,0
2017-12-03,9:30p,Houston Rockets,118,Los Angeles Lakers,95,,18997,,0
2017-12-04,8:30p,Detroit Pistons,93,San Antonio Spurs,96,,18288,,0
2017-12-04,8:30p,Denver Nuggets,105,Dallas Mavericks,122,,19419,,0
2017-12-04,8:00p,Golden State Warriors,125,New Orleans Pelicans,115,,17004,,0
2017-12-04,8:00p,Minnesota Timberwolves,92,Memphis Grizzlies,95,,14012,,0
2017-12-04,8:00p,Cleveland Cavaliers,113,Chicago Bulls,91,,21323,,0
2017-12-04,7:00p,New York Knicks,97,Indiana Pacers,115,,12018,,0
2017-12-04,7:30p,Brooklyn Nets,110,Atlanta Hawks,90,,12056,,0
2017-12-04,7:00p,Phoenix Suns,115,Philadelphia 76ers,101,,20564,,0
2017-12-04,9:00p,Washington Wizards,69,Utah Jazz,116,,17227,,0
2017-12-04,7:00p,Orlando Magic,94,Charlotte Hornets,104,,14419,,0
2017-12-04,7:30p,Milwaukee Bucks,100,Boston Celtics,111,,18624,,0
2017-12-05,10:00p,Washington Wizards,106,Portland Trail Blazers,92,,19241,,0
2017-12-05,7:30p,Phoenix Suns,113,Toronto Raptors,126,,19800,,0
2017-12-05,8:00p,Utah Jazz,94,Oklahoma City Thunder,100,,18203,,0
2017-12-06,8:30p,Miami Heat,105,San Antonio Spurs,117,,18252,,0
2017-12-06,7:00p,Sacramento Kings,95,Cleveland Cavaliers,101,,20562,,0
2017-12-06,7:00p,Chicago Bulls,96,Indiana Pacers,98,,13013,,0
2017-12-06,7:00p,Atlanta Hawks,106,Orlando Magic,110,OT,16167,,0
2017-12-06,7:30p,Dallas Mavericks,90,Boston Celtics,97,,18624,,0
2017-12-06,7:30p,Memphis Grizzlies,88,New York Knicks,99,,19812,,0
2017-12-06,8:00p,Golden State Warriors,101,Charlotte Hornets,87,,19334,,0
2017-12-06,8:00p,Detroit Pistons,100,Milwaukee Bucks,104,,15841,,0
2017-12-06,8:00p,Denver Nuggets,114,New Orleans Pelicans,123,,15353,,0
2017-12-06,10:30p,Minnesota Timberwolves,113,Los Angeles Clippers,107,,15951,,0
2017-12-07,8:00p,Los Angeles Lakers,107,Philadelphia 76ers,104,,20495,,0
2017-12-07,9:00p,Washington Wizards,109,Phoenix Suns,99,,15925,,0
2017-12-07,10:00p,Oklahoma City Thunder,95,Brooklyn Nets,100,,20562,"at Mexico City, Mexico",0
2017-12-07,10:30p,Houston Rockets,112,Utah Jazz,101,,18306,,0
2017-12-08,8:00p,Sacramento Kings,116,New Orleans Pelicans,109,OT,15019,,0
2017-12-08,8:00p,Dallas Mavericks,102,Milwaukee Bucks,109,,15889,,0
2017-12-08,9:30p,Boston Celtics,102,San Antonio Spurs,105,,18418,,0
2017-12-08,8:00p,Toronto Raptors,116,Memphis Grizzlies,107,,15417,,0
2017-12-08,7:00p,Cleveland Cavaliers,102,Indiana Pacers,106,,17032,,0
2017-12-08,7:00p,Golden State Warriors,102,Detroit Pistons,98,,20491,,0
2017-12-08,7:00p,Chicago Bulls,119,Charlotte Hornets,111,OT,14077,,0
2017-12-08,7:00p,Denver Nuggets,103,Orlando Magic,89,,16024,,0
2017-12-09,3:30p,Washington Wizards,112,Los Angeles Clippers,113,,15739,,0
2017-12-09,6:00p,Miami Heat,101,Brooklyn Nets,89,,19777,"at Mexico City, Mexico",0
2017-12-09,7:00p,Los Angeles Lakers,110,Charlotte Hornets,99,,19320,,0
2017-12-09,7:30p,Orlando Magic,110,Atlanta Hawks,117,,12719,,0
2017-12-09,8:00p,New York Knicks,102,Chicago Bulls,104,,20149,,0
2017-12-09,8:00p,Philadelphia 76ers,98,Cleveland Cavaliers,105,,20562,,0
2017-12-09,8:30p,Utah Jazz,100,Milwaukee Bucks,117,,16675,,0
2017-12-09,9:00p,Oklahoma City Thunder,102,Memphis Grizzlies,101,OT,17794,,0
2017-12-09,9:00p,San Antonio Spurs,104,Phoenix Suns,101,,16575,,0
2017-12-09,10:00p,Houston Rockets,124,Portland Trail Blazers,117,,19503,,0
2017-12-10,7:00p,Philadelphia 76ers,124,New Orleans Pelicans,131,,16878,,0
2017-12-10,7:30p,Atlanta Hawks,107,New York Knicks,111,,19189,,0
2017-12-10,7:00p,Dallas Mavericks,92,Minnesota Timberwolves,97,,13094,,0
2017-12-10,4:00p,Boston Celtics,91,Detroit Pistons,81,,18776,,0
2017-12-10,3:30p,Toronto Raptors,102,Sacramento Kings,87,,17583,,0
2017-12-10,5:00p,Denver Nuggets,116,Indiana Pacers,126,OT,14587,,0
2017-12-11,10:30p,Toronto Raptors,91,Los Angeles Clippers,96,,16658,,0
2017-12-11,8:00p,Boston Celtics,85,Chicago Bulls,108,,19617,,0
2017-12-11,8:00p,New Orleans Pelicans,123,Houston Rockets,130,,18055,,0
2017-12-11,8:00p,Miami Heat,107,Memphis Grizzlies,82,,14857,,0
2017-12-11,8:00p,Charlotte Hornets,116,Oklahoma City Thunder,103,,18203,,0
2017-12-11,10:30p,Portland Trail Blazers,104,Golden State Warriors,111,,19596,,0
2017-12-12,9:30p,Philadelphia 76ers,118,Minnesota Timberwolves,112,OT,14659,,0
2017-12-12,8:30p,San Antonio Spurs,89,Dallas Mavericks,95,,19874,,0
2017-12-12,7:30p,Washington Wizards,98,Brooklyn Nets,103,,14515,,0
2017-12-12,10:00p,Phoenix Suns,92,Sacramento Kings,99,,17583,,0
2017-12-12,7:00p,Denver Nuggets,103,Detroit Pistons,84,,15480,,0
2017-12-12,7:00p,Atlanta Hawks,114,Cleveland Cavaliers,123,,20562,,0
2017-12-12,7:00p,Los Angeles Lakers,109,New York Knicks,113,OT,19359,,0
2017-12-13,8:00p,Milwaukee Bucks,108,New Orleans Pelicans,115,,16863,,0
2017-12-13,8:00p,Utah Jazz,100,Chicago Bulls,103,,18102,,0
2017-12-13,9:00p,Toronto Raptors,115,Phoenix Suns,109,,15517,,0
2017-12-13,7:30p,Portland Trail Blazers,102,Miami Heat,95,,19600,,0
2017-12-13,9:30p,Charlotte Hornets,96,Houston Rockets,108,,16509,,0
2017-12-13,7:00p,Memphis Grizzlies,87,Washington Wizards,93,,15297,,0
2017-12-13,7:00p,Oklahoma City Thunder,100,Indiana Pacers,95,,17923,,0
2017-12-13,7:30p,Denver Nuggets,118,Boston Celtics,124,,18624,,0
2017-12-13,7:00p,Los Angeles Clippers,106,Orlando Magic,95,,16011,,0
2017-12-14,7:30p,Detroit Pistons,105,Atlanta Hawks,91,,13548,,0
2017-12-14,7:30p,New York Knicks,111,Brooklyn Nets,104,,17732,,0
2017-12-14,8:00p,Los Angeles Lakers,112,Cleveland Cavaliers,121,,20562,,0
2017-12-14,8:00p,Sacramento Kings,96,Minnesota Timberwolves,119,,11126,,0
2017-12-14,10:30p,Dallas Mavericks,97,Golden State Warriors,112,,19596,,0
2017-12-15,7:00p,Los Angeles Clippers,91,Washington Wizards,100,,15442,,0
2017-12-15,9:00p,New Orleans Pelicans,111,Denver Nuggets,117,OT,17584,,0
2017-12-15,8:00p,Chicago Bulls,115,Milwaukee Bucks,109,,16921,,0
2017-12-15,8:00p,Atlanta Hawks,94,Memphis Grizzlies,96,,15803,,0
2017-12-15,7:30p,Brooklyn Nets,87,Toronto Raptors,120,,19800,,0
2017-12-15,7:00p,Portland Trail Blazers,95,Orlando Magic,88,,16963,,0
2017-12-15,7:00p,Oklahoma City Thunder,119,Philadelphia 76ers,117,3OT,20612,,0
2017-12-15,9:30p,San Antonio Spurs,109,Houston Rockets,124,,18055,,0
2017-12-15,7:00p,Detroit Pistons,104,Indiana Pacers,98,,14687,,0
2017-12-15,7:00p,Miami Heat,104,Charlotte Hornets,98,,15565,,0
2017-12-15,7:30p,Utah Jazz,107,Boston Celtics,95,,18624,,0
2017-12-16,8:30p,Dallas Mavericks,96,San Antonio Spurs,98,,18418,,0
2017-12-16,7:30p,Oklahoma City Thunder,96,New York Knicks,111,,19812,,0
2017-12-16,9:00p,Boston Celtics,102,Memphis Grizzlies,93,,17794,,0
2017-12-16,8:00p,Phoenix Suns,108,Minnesota Timberwolves,106,,18109,,0
2017-12-16,7:30p,Utah Jazz,100,Cleveland Cavaliers,109,,20562,,0
2017-12-16,8:00p,Milwaukee Bucks,111,Houston Rockets,115,,18055,,0
2017-12-16,7:00p,Portland Trail Blazers,93,Charlotte Hornets,91,,16687,,0
2017-12-16,8:00p,Los Angeles Clippers,85,Miami Heat,90,,19600,,0
2017-12-17,3:30p,Sacramento Kings,93,Toronto Raptors,108,,19800,,0
2017-12-17,4:00p,Orlando Magic,110,Detroit Pistons,114,,16312,,0
2017-12-17,6:00p,Indiana Pacers,109,Brooklyn Nets,97,,13934,,0
2017-12-17,6:00p,Cleveland Cavaliers,106,Washington Wizards,99,,20356,,0
2017-12-18,8:30p,Los Angeles Clippers,91,San Antonio Spurs,109,,18418,,0
2017-12-18,8:30p,Phoenix Suns,97,Dallas Mavericks,91,,19245,,0
2017-12-18,8:00p,Denver Nuggets,94,Oklahoma City Thunder,95,,18203,,0
2017-12-18,8:00p,Portland Trail Blazers,107,Minnesota Timberwolves,108,,14187,,0
2017-12-18,7:00p,Boston Celtics,112,Indiana Pacers,111,,16055,,0
2017-12-18,8:00p,Philadelphia 76ers,115,Chicago Bulls,117,,20796,,0
2017-12-18,7:30p,Miami Heat,104,Atlanta Hawks,110,,14227,,0
2017-12-18,7:00p,New York Knicks,91,Charlotte Hornets,109,,15386,,0
2017-12-18,10:30p,Golden State Warriors,116,Los Angeles Lakers,114,OT,18997,,0
2017-12-18,8:00p,Utah Jazz,99,Houston Rockets,120,,18055,,0
2017-12-19,8:00p,Cleveland Cavaliers,116,Milwaukee Bucks,119,,18717,,0
2017-12-19,7:00p,Sacramento Kings,101,Philadelphia 76ers,95,,20558,,0
2017-12-19,7:00p,New Orleans Pelicans,106,Washington Wizards,116,,16529,,0
2017-12-20,10:30p,Memphis Grizzlies,84,Golden State Warriors,97,,19596,,0
2017-12-20,10:30p,Phoenix Suns,95,Los Angeles Clippers,108,,17151,,0
2017-12-20,10:00p,San Antonio Spurs,93,Portland Trail Blazers,91,,19393,,0
2017-12-20,8:30p,Detroit Pistons,93,Dallas Mavericks,110,,19580,,0
2017-12-20,8:00p,Utah Jazz,79,Oklahoma City Thunder,107,,18203,,0
2017-12-20,9:00p,Minnesota Timberwolves,112,Denver Nuggets,104,,17002,,0
2017-12-20,8:00p,Orlando Magic,94,Chicago Bulls,112,,20285,,0
2017-12-20,7:30p,Sacramento Kings,104,Brooklyn Nets,99,,13179,,0
2017-12-20,7:30p,Miami Heat,90,Boston Celtics,89,,18624,,0
2017-12-20,7:30p,Indiana Pacers,105,Atlanta Hawks,95,,14830,,0
2017-12-20,7:00p,Toronto Raptors,129,Charlotte Hornets,111,,15023,,0
2017-12-20,8:00p,Los Angeles Lakers,122,Houston Rockets,116,,18055,,0
2017-12-21,10:30p,San Antonio Spurs,89,Utah Jazz,100,,18306,,0
2017-12-21,7:00p,Chicago Bulls,112,Cleveland Cavaliers,115,,20562,,0
2017-12-21,7:00p,Toronto Raptors,114,Philadelphia 76ers,109,,20680,,0
2017-12-21,8:00p,Boston Celtics,93,New York Knicks,102,,19812,,0
2017-12-21,9:00p,Memphis Grizzlies,95,Phoenix Suns,97,,16339,,0
2017-12-22,10:00p,Denver Nuggets,102,Portland Trail Blazers,85,,19473,,0
2017-12-22,7:30p,Washington Wizards,84,Brooklyn Nets,119,,15589,,0
2017-12-22,8:00p,Atlanta Hawks,117,Oklahoma City Thunder,120,,18203,,0
2017-12-22,10:30p,Los Angeles Lakers,106,Golden State Warriors,113,,19596,,0
2017-12-22,8:00p,Charlotte Hornets,104,Milwaukee Bucks,109,,17018,,0
2017-12-22,7:00p,New Orleans Pelicans,111,Orlando Magic,97,,18846,,0
2017-12-22,8:00p,Los Angeles Clippers,128,Houston Rockets,118,,18055,,0
2017-12-22,7:00p,New York Knicks,101,Detroit Pistons,104,,16922,,0
2017-12-22,8:00p,Dallas Mavericks,101,Miami Heat,113,,19600,,0
2017-12-23,9:30p,Portland Trail Blazers,95,Los Angeles Lakers,92,,18997,,0
2017-12-23,5:00p,Philadelphia 76ers,86,Toronto Raptors,102,,19800,,0
2017-12-23,7:00p,Milwaukee Bucks,106,Charlotte Hornets,111,,18363,,0
2017-12-23,7:00p,Brooklyn Nets,119,Indiana Pacers,123,OT,17107,,0
2017-12-23,7:00p,Orlando Magic,103,Washington Wizards,130,,17218,,0
2017-12-23,7:30p,Dallas Mavericks,107,Atlanta Hawks,112,,13402,,0
2017-12-23,7:30p,Chicago Bulls,92,Boston Celtics,117,,18624,,0
2017-12-23,8:00p,Los Angeles Clippers,112,Memphis Grizzlies,115,,16844,,0
2017-12-23,8:00p,New Orleans Pelicans,109,Miami Heat,94,,19600,,0
2017-12-23,8:00p,Oklahoma City Thunder,103,Utah Jazz,89,,18306,,0
2017-12-23,8:30p,Denver Nuggets,96,Golden State Warriors,81,,19596,,0
2017-12-23,9:00p,Minnesota Timberwolves,115,Phoenix Suns,106,,16482,,0
2017-12-23,10:00p,San Antonio Spurs,108,Sacramento Kings,99,,17583,,0
2017-12-25,10:30p,Minnesota Timberwolves,121,Los Angeles Lakers,104,,18997,,0
2017-12-25,8:00p,Houston Rockets,107,Oklahoma City Thunder,112,,18203,,0
2017-12-25,3:00p,Cleveland Cavaliers,92,Golden State Warriors,99,,19596,,0
2017-12-25,5:30p,Washington Wizards,111,Boston Celtics,103,,18624,,0
2017-12-25,12:00p,Philadelphia 76ers,105,New York Knicks,98,,19812,,0
2017-12-26,7:00p,Toronto Raptors,93,Dallas Mavericks,98,,20005,,0
2017-12-26,7:00p,Indiana Pacers,83,Detroit Pistons,107,,20491,,0
2017-12-26,7:30p,Orlando Magic,89,Miami Heat,107,,19600,,0
2017-12-26,8:00p,Chicago Bulls,115,Milwaukee Bucks,106,,18717,,0
2017-12-26,8:30p,Brooklyn Nets,97,San Antonio Spurs,109,,18492,,0
2017-12-26,9:00p,Utah Jazz,83,Denver Nuggets,107,,17104,,0
2017-12-26,9:00p,Memphis Grizzlies,97,Phoenix Suns,99,,17105,,0
2017-12-26,10:30p,Sacramento Kings,95,Los Angeles Clippers,122,,16393,,0
2017-12-27,10:30p,Memphis Grizzlies,109,Los Angeles Lakers,99,,18997,,0
2017-12-27,10:00p,Cleveland Cavaliers,95,Sacramento Kings,109,,17583,,0
2017-12-27,8:00p,Toronto Raptors,107,Oklahoma City Thunder,124,,18203,,0
2017-12-27,8:00p,Brooklyn Nets,113,New Orleans Pelicans,128,,16707,,0
2017-12-27,10:30p,Utah Jazz,101,Golden State Warriors,126,,19596,,0
2017-12-27,8:00p,New York Knicks,87,Chicago Bulls,92,,21883,,0
2017-12-27,7:30p,Washington Wizards,99,Atlanta Hawks,113,,15763,,0
2017-12-27,7:00p,Dallas Mavericks,98,Indiana Pacers,94,,17923,,0
2017-12-27,7:00p,Boston Celtics,102,Charlotte Hornets,91,,19611,,0
2017-12-27,8:00p,Denver Nuggets,125,Minnesota Timberwolves,128,OT,18978,,0
2017-12-28,7:00p,Detroit Pistons,89,Orlando Magic,102,,18846,,0
2017-12-28,8:00p,Houston Rockets,98,Boston Celtics,99,,18624,,0
2017-12-28,8:00p,Minnesota Timberwolves,96,Milwaukee Bucks,102,,18717,,0
2017-12-28,8:30p,New York Knicks,107,San Antonio Spurs,119,,18935,,0
2017-12-28,10:30p,Philadelphia 76ers,110,Portland Trail Blazers,114,,20104,,0
2017-12-29,10:30p,Los Angeles Clippers,121,Los Angeles Lakers,106,,18997,,0
2017-12-29,10:30p,Charlotte Hornets,111,Golden State Warriors,100,,19596,,0
2017-12-29,10:00p,Phoenix Suns,111,Sacramento Kings,101,,17583,,0
2017-12-29,8:00p,Milwaukee Bucks,97,Oklahoma City Thunder,95,,18203,,0
2017-12-29,7:30p,Atlanta Hawks,98,Toronto Raptors,111,,19800,,0
2017-12-29,8:00p,Brooklyn Nets,111,Miami Heat,87,,19600,,0
2017-12-29,8:00p,Indiana Pacers,107,Chicago Bulls,119,,21178,,0
2017-12-29,7:00p,Houston Rockets,103,Washington Wizards,121,,20356,,0
2017-12-29,8:00p,Dallas Mavericks,128,New Orleans Pelicans,120,,16878,,0
2017-12-30,8:00p,Cleveland Cavaliers,101,Utah Jazz,104,,18306,,0
2017-12-30,9:00p,Philadelphia 76ers,107,Denver Nuggets,102,,19599,,0
2017-12-30,8:30p,Memphis Grizzlies,128,Golden State Warriors,141,,19596,,0
2017-12-30,7:30p,Portland Trail Blazers,89,Atlanta Hawks,104,,15877,,0
2017-12-30,7:00p,New York Knicks,105,New Orleans Pelicans,103,,16947,,0
2017-12-30,7:00p,Miami Heat,117,Orlando Magic,111,,18846,,0
2017-12-30,7:00p,San Antonio Spurs,79,Detroit Pistons,93,,19671,,0
2017-12-31,8:00p,Philadelphia 76ers,123,Phoenix Suns,110,,16983,,0
2017-12-31,7:00p,Dallas Mavericks,116,Oklahoma City Thunder,113,,18203,,0
2017-12-31,7:00p,Charlotte Hornets,98,Los Angeles Clippers,106,,17348,,0
2017-12-31,7:00p,Memphis Grizzlies,114,Sacramento Kings,96,,17583,,0
2017-12-31,5:30p,Brooklyn Nets,105,Boston Celtics,108,,18624,,0
2017-12-31,5:00p,Minnesota Timberwolves,107,Indiana Pacers,90,,17923,,0
2017-12-31,3:30p,Chicago Bulls,110,Washington Wizards,114,,20356,,0
2017-12-31,7:00p,Los Angeles Lakers,142,Houston Rockets,148,2OT,18179,,0
2018-01-01,7:30p,Orlando Magic,95,Brooklyn Nets,98,,16164,,0
2018-01-01,7:30p,Milwaukee Bucks,127,Toronto Raptors,131,OT,19800,,0
2018-01-01,8:00p,Portland Trail Blazers,124,Chicago Bulls,120,OT,20860,,0
2018-01-01,8:00p,Los Angeles Lakers,96,Minnesota Timberwolves,114,,18978,,0
2018-01-02,10:00p,Charlotte Hornets,131,Sacramento Kings,111,,17583,,0
2018-01-02,10:30p,Memphis Grizzlies,105,Los Angeles Clippers,113,,15711,,0
2018-01-02,9:00p,Atlanta Hawks,103,Phoenix Suns,104,,15921,,0
2018-01-02,7:30p,San Antonio Spurs,100,New York Knicks,91,,19812,,0
2018-01-02,7:00p,Portland Trail Blazers,110,Cleveland Cavaliers,127,,20562,,0
2018-01-03,7:00p,Houston Rockets,116,Orlando Magic,98,,18588,,0
2018-01-03,7:00p,San Antonio Spurs,106,Philadelphia 76ers,112,,20642,,0
2018-01-03,7:00p,New York Knicks,103,Washington Wizards,121,,17206,,0
2018-01-03,7:30p,Minnesota Timberwolves,97,Brooklyn Nets,98,,16215,,0
2018-01-03,7:30p,Detroit Pistons,104,Miami Heat,111,,19600,,0
2018-01-03,8:00p,Cleveland Cavaliers,88,Boston Celtics,102,,18624,,0
2018-01-03,8:00p,Toronto Raptors,124,Chicago Bulls,115,,20056,,0
2018-01-03,8:00p,Indiana Pacers,101,Milwaukee Bucks,122,,15613,,0
2018-01-03,8:30p,Golden State Warriors,125,Dallas Mavericks,122,,20212,,0
2018-01-03,9:00p,Phoenix Suns,111,Denver Nuggets,134,,14079,,0
2018-01-03,9:00p,New Orleans Pelicans,108,Utah Jazz,98,,18306,,0
2018-01-03,10:30p,Oklahoma City Thunder,133,Los Angeles Lakers,96,,18997,,0
2018-01-04,8:00p,Golden State Warriors,124,Houston Rockets,114,,18055,,0
2018-01-04,10:30p,Oklahoma City Thunder,127,Los Angeles Clippers,117,,19068,,0
2018-01-05,10:00p,Atlanta Hawks,89,Portland Trail Blazers,110,,19393,,0
2018-01-05,9:30p,Washington Wizards,102,Memphis Grizzlies,100,,16988,,0
2018-01-05,10:30p,Charlotte Hornets,108,Los Angeles Lakers,94,,18997,,0
2018-01-05,8:30p,Phoenix Suns,89,San Antonio Spurs,103,,18501,,0
2018-01-05,9:00p,Utah Jazz,91,Denver Nuggets,99,,15557,,0
2018-01-05,8:00p,Toronto Raptors,129,Milwaukee Bucks,110,,18717,,0
2018-01-05,8:30p,Chicago Bulls,127,Dallas Mavericks,124,,20073,,0
2018-01-05,8:00p,New York Knicks,103,Miami Heat,107,OT,19600,,0
2018-01-05,7:00p,Detroit Pistons,78,Philadelphia 76ers,114,,20592,,0
2018-01-05,7:00p,Minnesota Timberwolves,84,Boston Celtics,91,,18624,,0
2018-01-06,3:30p,Golden State Warriors,121,Los Angeles Clippers,105,,19068,,0
2018-01-06,6:00p,Boston Celtics,87,Brooklyn Nets,85,,17732,,0
2018-01-06,7:00p,Houston Rockets,101,Detroit Pistons,108,,18046,,0
2018-01-06,7:00p,Chicago Bulls,86,Indiana Pacers,125,,17923,,0
2018-01-06,7:00p,Cleveland Cavaliers,131,Orlando Magic,127,,18997,,0
2018-01-06,8:00p,Milwaukee Bucks,110,Washington Wizards,103,,18762,,0
2018-01-06,9:00p,New Orleans Pelicans,98,Minnesota Timberwolves,116,,18978,,0
2018-01-06,10:00p,Denver Nuggets,98,Sacramento Kings,106,,17583,,0
2018-01-07,9:00p,San Antonio Spurs,110,Portland Trail Blazers,111,,19393,,0
2018-01-07,8:00p,Oklahoma City Thunder,100,Phoenix Suns,114,,18055,,0
2018-01-07,9:30p,Atlanta Hawks,113,Los Angeles Lakers,132,,18997,,0
2018-01-07,3:30p,Utah Jazz,102,Miami Heat,103,,19600,,0
2018-01-07,7:00p,New York Knicks,100,Dallas Mavericks,96,,20171,,0
2018-01-08,10:30p,Denver Nuggets,114,Golden State Warriors,124,,19596,,0
2018-01-08,10:00p,San Antonio Spurs,107,Sacramento Kings,100,,17583,,0
2018-01-08,8:00p,Detroit Pistons,109,New Orleans Pelicans,112,,12874,,0
2018-01-08,10:30p,Atlanta Hawks,107,Los Angeles Clippers,108,,14624,,0
2018-01-08,8:00p,Houston Rockets,116,Chicago Bulls,107,,17462,,0
2018-01-08,7:30p,Toronto Raptors,114,Brooklyn Nets,113,OT,13681,,0
2018-01-08,7:00p,Milwaukee Bucks,96,Indiana Pacers,109,,14670,,0
2018-01-08,8:00p,Cleveland Cavaliers,99,Minnesota Timberwolves,127,,18978,,0
2018-01-09,7:30p,Miami Heat,90,Toronto Raptors,89,,19800,,0
2018-01-09,8:00p,Portland Trail Blazers,117,Oklahoma City Thunder,106,,18203,,0
2018-01-09,8:30p,Orlando Magic,99,Dallas Mavericks,114,,19306,,0
2018-01-09,10:30p,Sacramento Kings,86,Los Angeles Lakers,99,,18997,,0
2018-01-10,8:00p,New Orleans Pelicans,102,Memphis Grizzlies,105,,14312,,0
2018-01-10,9:00p,Atlanta Hawks,110,Denver Nuggets,97,,14182,,0
2018-01-10,8:00p,Oklahoma City Thunder,88,Minnesota Timberwolves,104,,18978,,0
2018-01-10,8:00p,Orlando Magic,103,Milwaukee Bucks,110,,14543,,0
2018-01-10,8:00p,Portland Trail Blazers,112,Houston Rockets,121,,18055,,0
2018-01-10,10:30p,Los Angeles Clippers,125,Golden State Warriors,106,,19596,,0
2018-01-10,7:30p,Detroit Pistons,114,Brooklyn Nets,80,,13457,,0
2018-01-10,7:00p,Utah Jazz,107,Washington Wizards,104,,15640,,0
2018-01-10,7:00p,Miami Heat,114,Indiana Pacers,106,,14540,,0
2018-01-10,7:00p,Dallas Mavericks,115,Charlotte Hornets,111,,14462,,0
2018-01-10,7:30p,Chicago Bulls,122,New York Knicks,119,2OT,19812,,0
2018-01-11,3:00p,Boston Celtics,114,Philadelphia 76ers,103,,19078,"at London, England",0
2018-01-11,8:00p,Cleveland Cavaliers,99,Toronto Raptors,133,,19923,,0
2018-01-11,10:00p,Los Angeles Clippers,121,Sacramento Kings,115,,17583,,0
2018-01-11,10:30p,San Antonio Spurs,81,Los Angeles Lakers,93,,18997,,0
2018-01-12,10:30p,Houston Rockets,112,Phoenix Suns,95,,18055,,0
2018-01-12,9:00p,Memphis Grizzlies,78,Denver Nuggets,87,,15607,,0
2018-01-12,8:00p,Portland Trail Blazers,113,New Orleans Pelicans,119,,17003,,0
2018-01-12,8:00p,New York Knicks,108,Minnesota Timberwolves,118,,18978,,0
2018-01-12,7:00p,Cleveland Cavaliers,95,Indiana Pacers,97,,17923,,0
2018-01-12,7:30p,Brooklyn Nets,110,Atlanta Hawks,105,,13093,,0
2018-01-12,7:00p,Orlando Magic,119,Washington Wizards,125,,18171,,0
2018-01-12,7:00p,Utah Jazz,88,Charlotte Hornets,99,,14848,,0
2018-01-12,8:00p,Golden State Warriors,108,Milwaukee Bucks,94,,18717,,0
2018-01-13,8:30p,Denver Nuggets,80,San Antonio Spurs,112,,18418,,0
2018-01-13,8:00p,Detroit Pistons,105,Chicago Bulls,107,,21613,,0
2018-01-13,7:00p,Brooklyn Nets,113,Washington Wizards,119,OT,18354,,0
2018-01-13,7:30p,Golden State Warriors,127,Toronto Raptors,125,,20078,,0
2018-01-13,3:30p,Sacramento Kings,105,Los Angeles Clippers,126,,16656,,0
2018-01-13,2:00p,Los Angeles Lakers,107,Dallas Mavericks,101,OT,20209,,0
2018-01-13,5:00p,Oklahoma City Thunder,101,Charlotte Hornets,91,,19624,,0
2018-01-14,1:00p,Milwaukee Bucks,79,Miami Heat,97,,19600,,0
2018-01-14,3:30p,New Orleans Pelicans,123,New York Knicks,118,OT,19812,,0
2018-01-14,8:00p,Indiana Pacers,120,Phoenix Suns,97,,17091,,0
2018-01-14,9:00p,Portland Trail Blazers,103,Minnesota Timberwolves,120,,14739,,0
2018-01-15,10:30p,Houston Rockets,102,Los Angeles Clippers,113,,17622,,0
2018-01-15,9:00p,Indiana Pacers,109,Utah Jazz,94,,18306,,0
2018-01-15,8:00p,Sacramento Kings,88,Oklahoma City Thunder,95,,18203,,0
2018-01-15,8:00p,Golden State Warriors,118,Cleveland Cavaliers,108,,20562,,0
2018-01-15,5:30p,Los Angeles Lakers,114,Memphis Grizzlies,123,,17794,,0
2018-01-15,3:00p,New York Knicks,119,Brooklyn Nets,104,,17732,,0
2018-01-15,3:00p,San Antonio Spurs,99,Atlanta Hawks,102,,15806,,0
2018-01-15,2:00p,Milwaukee Bucks,104,Washington Wizards,95,,19607,,0
2018-01-15,1:00p,Toronto Raptors,111,Philadelphia 76ers,117,,20637,,0
2018-01-15,12:30p,Charlotte Hornets,118,Detroit Pistons,107,,17200,,0
2018-01-15,3:30p,Miami Heat,111,Chicago Bulls,119,,20546,,0
2018-01-16,10:00p,Phoenix Suns,111,Portland Trail Blazers,118,,18604,,0
2018-01-16,7:00p,Minnesota Timberwolves,102,Orlando Magic,108,,18589,,0
2018-01-16,7:30p,New Orleans Pelicans,116,Boston Celtics,113,OT,18624,,0
2018-01-16,9:00p,Dallas Mavericks,102,Denver Nuggets,105,,14097,,0
2018-01-17,8:00p,Los Angeles Lakers,90,Oklahoma City Thunder,114,,18203,,0
2018-01-17,8:00p,Miami Heat,106,Milwaukee Bucks,101,,16695,,0
2018-01-17,10:30p,Denver Nuggets,104,Los Angeles Clippers,109,,15043,,0
2018-01-17,10:00p,Utah Jazz,120,Sacramento Kings,105,,17583,,0
