date,start_et,team_away,pts_away,team_home,pts_home,overtime,n_attending,notes,is_playoffs
2018-03-10,5:00p,Phoenix Suns,115,Charlotte Hornets,122,,19336,,0
2018-03-10,7:30p,Washington Wizards,102,Miami Heat,129,,19689,,0
2018-03-10,8:30p,Memphis Grizzlies,80,Dallas Mavericks,114,,19579,,0
2018-03-10,8:30p,San Antonio Spurs,94,Oklahoma City Thunder,104,,18203,,0
2018-03-10,10:30p,Orlando Magic,105,Los Angeles Clippers,113,,16561,,0
2018-03-11,9:00p,Cleveland Cavaliers,113,Los Angeles Lakers,127,,18997,,0
2018-03-11,7:30p,Philadelphia 76ers,120,Brooklyn Nets,97,,16901,,0
2018-03-11,7:30p,Indiana Pacers,99,Boston Celtics,97,,18624,,0
2018-03-11,7:00p,Houston Rockets,105,Dallas Mavericks,82,,20394,,0
2018-03-11,1:00p,Toronto Raptors,132,New York Knicks,106,,19812,,0
2018-03-11,4:00p,Utah Jazz,116,New Orleans Pelicans,99,,18062,,0
2018-03-11,3:30p,Golden State Warriors,103,Minnesota Timberwolves,109,,18978,,0
2018-03-11,3:30p,Chicago Bulls,129,Atlanta Hawks,122,,15266,,0
2018-03-11,5:00p,Sacramento Kings,104,Denver Nuggets,130,,19520,,0
2018-03-12,10:30p,Miami Heat,99,Portland Trail Blazers,115,,19786,,0
2018-03-12,8:00p,Sacramento Kings,101,Oklahoma City Thunder,106,,18203,,0
2018-03-12,8:00p,Milwaukee Bucks,121,Memphis Grizzlies,103,,14112,,0
2018-03-12,8:00p,San Antonio Spurs,93,Houston Rockets,109,,18092,,0
2018-03-13,10:30p,Denver Nuggets,103,Los Angeles Lakers,112,,18997,,0
2018-03-13,10:00p,Cleveland Cavaliers,129,Phoenix Suns,107,,18055,,0
2018-03-13,8:30p,Orlando Magic,72,San Antonio Spurs,108,,18418,,0
2018-03-13,8:00p,Charlotte Hornets,115,New Orleans Pelicans,119,,15507,,0
2018-03-13,8:00p,Los Angeles Clippers,112,Chicago Bulls,106,,20912,,0
2018-03-13,9:00p,Detroit Pistons,79,Utah Jazz,110,,18306,,0
2018-03-13,7:30p,Toronto Raptors,116,Brooklyn Nets,102,,16654,,0
2018-03-13,7:30p,Oklahoma City Thunder,119,Atlanta Hawks,107,,16739,,0
2018-03-13,7:00p,Minnesota Timberwolves,116,Washington Wizards,111,,17078,,0
2018-03-13,7:00p,Indiana Pacers,101,Philadelphia 76ers,98,,20531,,0
2018-03-13,7:30p,Dallas Mavericks,110,New York Knicks,97,,18597,,0
2018-03-14,7:00p,Milwaukee Bucks,117,Orlando Magic,126,,17713,,0
2018-03-14,8:00p,Washington Wizards,125,Boston Celtics,124,2OT,18624,,0
2018-03-14,10:00p,Miami Heat,119,Sacramento Kings,123,OT,17583,,0
2018-03-14,10:30p,Los Angeles Lakers,106,Golden State Warriors,117,,19596,,0
2018-03-15,9:00p,Detroit Pistons,113,Denver Nuggets,120,,18697,,0
2018-03-15,10:00p,Cleveland Cavaliers,105,Portland Trail Blazers,113,,19806,,0
2018-03-15,9:00p,Phoenix Suns,88,Utah Jazz,116,,18306,,0
2018-03-15,8:00p,Chicago Bulls,111,Memphis Grizzlies,110,,16511,,0
2018-03-15,8:30p,New Orleans Pelicans,93,San Antonio Spurs,98,,18418,,0
2018-03-15,7:30p,Philadelphia 76ers,118,New York Knicks,110,,18894,,0
2018-03-15,7:30p,Charlotte Hornets,129,Atlanta Hawks,117,,14486,,0
2018-03-15,7:00p,Toronto Raptors,106,Indiana Pacers,99,,17923,,0
2018-03-15,8:00p,Los Angeles Clippers,96,Houston Rockets,101,,18055,,0
2018-03-16,7:00p,Boston Celtics,92,Orlando Magic,83,,18981,,0
2018-03-16,7:00p,Brooklyn Nets,116,Philadelphia 76ers,120,,20666,,0
2018-03-16,7:30p,Dallas Mavericks,115,Toronto Raptors,122,OT,19800,,0
2018-03-16,8:00p,Los Angeles Clippers,113,Oklahoma City Thunder,121,,18203,,0
2018-03-16,10:30p,Sacramento Kings,98,Golden State Warriors,93,,19596,,0
2018-03-16,10:30p,Miami Heat,92,Los Angeles Lakers,91,,18997,,0
2018-03-17,10:00p,Detroit Pistons,87,Portland Trail Blazers,100,,19727,,0
2018-03-17,10:00p,Golden State Warriors,124,Phoenix Suns,109,,18055,,0
2018-03-17,9:00p,Sacramento Kings,97,Utah Jazz,103,,18306,,0
2018-03-17,8:30p,Minnesota Timberwolves,101,San Antonio Spurs,117,,18418,,0
2018-03-17,8:00p,Denver Nuggets,94,Memphis Grizzlies,101,,16501,,0
2018-03-17,7:00p,Houston Rockets,107,New Orleans Pelicans,101,,18495,,0
2018-03-17,7:30p,Charlotte Hornets,101,New York Knicks,124,,17760,,0
2018-03-17,7:30p,Dallas Mavericks,106,Brooklyn Nets,114,,13877,,0
2018-03-17,7:00p,Indiana Pacers,102,Washington Wizards,109,,18249,,0
2018-03-17,6:00p,Atlanta Hawks,117,Milwaukee Bucks,122,,18717,,0
2018-03-17,8:00p,Cleveland Cavaliers,114,Chicago Bulls,109,,22983,,0
2018-03-18,10:30p,Portland Trail Blazers,122,Los Angeles Clippers,109,,17776,,0
2018-03-18,7:00p,Houston Rockets,129,Minnesota Timberwolves,120,,18978,,0
2018-03-18,1:00p,Oklahoma City Thunder,132,Toronto Raptors,125,,19800,,0
2018-03-18,6:00p,Boston Celtics,89,New Orleans Pelicans,108,,18277,,0
2018-03-19,10:00p,Detroit Pistons,106,Sacramento Kings,90,,17583,,0
2018-03-19,7:00p,Milwaukee Bucks,117,Cleveland Cavaliers,124,,20562,,0
2018-03-19,7:00p,Los Angeles Lakers,100,Indiana Pacers,110,,16603,,0
2018-03-19,7:00p,Charlotte Hornets,94,Philadelphia 76ers,108,,20530,,0
2018-03-19,7:30p,Memphis Grizzlies,115,Brooklyn Nets,118,,12856,,0
2018-03-19,7:30p,Denver Nuggets,141,Miami Heat,149,2OT,19600,,0
2018-03-19,7:30p,Chicago Bulls,92,New York Knicks,110,,18835,,0
2018-03-19,9:30p,Golden State Warriors,75,San Antonio Spurs,89,,18418,,0
2018-03-20,10:00p,Detroit Pistons,115,Phoenix Suns,88,,17400,,0
2018-03-20,9:00p,Atlanta Hawks,99,Utah Jazz,94,,18306,,0
2018-03-20,8:00p,Dallas Mavericks,105,New Orleans Pelicans,115,,14484,,0
2018-03-20,10:30p,Houston Rockets,115,Portland Trail Blazers,111,,20012,,0
2018-03-20,8:00p,Oklahoma City Thunder,99,Boston Celtics,100,,18624,,0
2018-03-20,7:00p,Toronto Raptors,93,Orlando Magic,86,,16228,,0
2018-03-20,8:00p,Los Angeles Clippers,109,Minnesota Timberwolves,123,,16351,,0
2018-03-21,8:00p,Indiana Pacers,92,New Orleans Pelicans,96,,14148,,0
2018-03-21,8:00p,Los Angeles Clippers,127,Milwaukee Bucks,120,,17916,,0
2018-03-21,9:30p,Washington Wizards,90,San Antonio Spurs,98,,18418,,0
2018-03-21,8:00p,Denver Nuggets,135,Chicago Bulls,102,,20671,,0
2018-03-21,7:00p,Toronto Raptors,129,Cleveland Cavaliers,132,,20562,,0
2018-03-21,7:30p,Charlotte Hornets,111,Brooklyn Nets,105,,10231,,0
2018-03-21,7:00p,Memphis Grizzlies,105,Philadelphia 76ers,119,,10411,,0
2018-03-21,7:30p,New York Knicks,98,Miami Heat,119,,19600,,0
2018-03-22,7:00p,Memphis Grizzlies,79,Charlotte Hornets,140,,15033,,0
2018-03-22,7:00p,Philadelphia 76ers,118,Orlando Magic,98,,17881,,0
2018-03-22,8:00p,Detroit Pistons,96,Houston Rockets,100,OT,18055,,0
2018-03-22,8:00p,Los Angeles Lakers,125,New Orleans Pelicans,128,,18037,,0
2018-03-22,8:30p,Utah Jazz,119,Dallas Mavericks,112,,19725,,0
2018-03-22,10:00p,Atlanta Hawks,90,Sacramento Kings,105,,17583,,0
2018-03-23,10:30p,Atlanta Hawks,94,Golden State Warriors,106,,19596,,0
2018-03-23,10:00p,Boston Celtics,105,Portland Trail Blazers,100,,19575,,0
2018-03-23,8:30p,Utah Jazz,120,San Antonio Spurs,124,OT,18418,,0
2018-03-23,8:00p,Miami Heat,99,Oklahoma City Thunder,105,,18203,,0
2018-03-23,8:00p,Milwaukee Bucks,118,Chicago Bulls,105,,21698,,0
2018-03-23,7:00p,Denver Nuggets,108,Washington Wizards,100,,19016,,0
2018-03-23,7:30p,Minnesota Timberwolves,108,New York Knicks,104,,18914,,0
2018-03-23,7:30p,Phoenix Suns,95,Cleveland Cavaliers,120,,20562,,0
2018-03-23,7:00p,Los Angeles Clippers,104,Indiana Pacers,109,,17923,,0
2018-03-23,7:30p,Brooklyn Nets,112,Toronto Raptors,116,,19800,,0
2018-03-24,8:00p,Los Angeles Lakers,100,Memphis Grizzlies,93,,18119,,0
2018-03-24,8:30p,Charlotte Hornets,102,Dallas Mavericks,98,,20085,,0
2018-03-24,8:00p,New Orleans Pelicans,91,Houston Rockets,114,,18055,,0
2018-03-24,7:00p,Phoenix Suns,99,Orlando Magic,105,,17393,,0
2018-03-24,7:00p,Chicago Bulls,95,Detroit Pistons,117,,19139,,0
2018-03-24,6:00p,Minnesota Timberwolves,108,Philadelphia 76ers,120,,20668,,0
2018-03-25,8:30p,Utah Jazz,110,Golden State Warriors,91,,19596,,0
2018-03-25,7:00p,Portland Trail Blazers,108,Oklahoma City Thunder,105,,18203,,0
2018-03-25,6:00p,New York Knicks,101,Washington Wizards,97,,18884,,0
2018-03-25,6:00p,Los Angeles Clippers,117,Toronto Raptors,106,,19800,,0
2018-03-25,8:00p,Atlanta Hawks,99,Houston Rockets,118,,18055,,0
2018-03-25,5:00p,Miami Heat,107,Indiana Pacers,113,OT,17923,,0
2018-03-25,3:30p,San Antonio Spurs,103,Milwaukee Bucks,106,,18717,,0
2018-03-25,1:00p,Cleveland Cavaliers,121,Brooklyn Nets,114,,17732,,0
2018-03-25,6:00p,Boston Celtics,104,Sacramento Kings,93,,17583,,0
2018-03-26,7:00p,New York Knicks,128,Charlotte Hornets,137,OT,14487,,0
2018-03-26,7:00p,Los Angeles Lakers,106,Detroit Pistons,112,,18718,,0
2018-03-26,7:00p,Denver Nuggets,104,Philadelphia 76ers,123,,20585,,0
2018-03-26,8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,93,,16290,,0
2018-03-26,10:00p,Boston Celtics,102,Phoenix Suns,94,,18055,,0
2018-03-27,10:00p,Dallas Mavericks,103,Sacramento Kings,97,,17583,,0
2018-03-27,10:30p,Milwaukee Bucks,98,Los Angeles Clippers,105,,19068,,0
2018-03-27,10:30p,Indiana Pacers,92,Golden State Warriors,81,,19596,,0
2018-03-27,8:00p,Portland Trail Blazers,107,New Orleans Pelicans,103,,15426,,0
2018-03-27,7:00p,San Antonio Spurs,106,Washington Wizards,116,,19588,,0
2018-03-27,8:00p,Chicago Bulls,86,Houston Rockets,118,,18055,,0
2018-03-27,7:30p,Denver Nuggets,110,Toronto Raptors,114,,19800,,0
2018-03-27,8:00p,Cleveland Cavaliers,79,Miami Heat,98,,20093,,0
2018-03-28,10:30p,Dallas Mavericks,93,Los Angeles Lakers,103,,18997,,0
2018-03-28,9:30p,Boston Celtics,97,Utah Jazz,94,,18306,,0
2018-03-28,8:00p,Atlanta Hawks,114,Minnesota Timberwolves,126,,16183,,0
2018-03-28,10:00p,Los Angeles Clippers,111,Phoenix Suns,99,,17005,,0
2018-03-28,7:00p,New York Knicks,101,Philadelphia 76ers,118,,20655,,0
2018-03-28,7:00p,Brooklyn Nets,111,Orlando Magic,104,,16517,,0
2018-03-28,7:00p,Cleveland Cavaliers,118,Charlotte Hornets,105,,19474,,0
2018-03-28,8:00p,Portland Trail Blazers,103,Memphis Grizzlies,108,,16050,,0
2018-03-29,7:00p,Washington Wizards,92,Detroit Pistons,103,,18268,,0
2018-03-29,7:30p,Chicago Bulls,92,Miami Heat,103,,19746,,0
2018-03-29,8:00p,Oklahoma City Thunder,99,San Antonio Spurs,103,,18418,,0
2018-03-29,10:00p,Indiana Pacers,106,Sacramento Kings,103,,11360,,0
2018-03-29,10:30p,Milwaukee Bucks,116,Golden State Warriors,107,,19596,,0
2018-03-30,9:00p,Memphis Grizzlies,97,Utah Jazz,107,,18306,,0
2018-03-30,10:30p,Milwaukee Bucks,124,Los Angeles Lakers,122,OT,18997,,0
2018-03-30,10:30p,Los Angeles Clippers,96,Portland Trail Blazers,105,,20013,,0
2018-03-30,8:30p,Minnesota Timberwolves,93,Dallas Mavericks,92,,20244,,0
2018-03-30,7:30p,Philadelphia 76ers,101,Atlanta Hawks,91,,16579,,0
2018-03-30,8:00p,Phoenix Suns,103,Houston Rockets,104,,18055,,0
2018-03-30,8:00p,New Orleans Pelicans,102,Cleveland Cavaliers,107,,20562,,0
2018-03-30,7:00p,Chicago Bulls,90,Orlando Magic,82,,18918,,0
2018-03-30,8:00p,Denver Nuggets,126,Oklahoma City Thunder,125,OT,18203,,0
2018-03-31,3:00p,Charlotte Hornets,93,Washington Wizards,107,,19071,,0
2018-03-31,5:00p,Detroit Pistons,115,New York Knicks,109,,19812,,0
2018-03-31,7:30p,Toronto Raptors,99,Boston Celtics,110,,18624,,0
2018-03-31,8:00p,Brooklyn Nets,110,Miami Heat,109,OT,19600,,0
2018-03-31,10:00p,Golden State Warriors,112,Sacramento Kings,96,,17583,,0
2018-04-01,7:00p,Utah Jazz,121,Minnesota Timberwolves,97,,18978,,0
2018-04-01,9:00p,Memphis Grizzlies,98,Portland Trail Blazers,113,,19545,,0
2018-04-01,8:30p,Phoenix Suns,107,Golden State Warriors,117,,19596,,0
2018-04-01,9:30p,Sacramento Kings,84,Los Angeles Lakers,83,,18997,,0
2018-04-01,8:00p,Milwaukee Bucks,125,Denver Nuggets,128,OT,19520,,0
2018-04-01,6:00p,Oklahoma City Thunder,109,New Orleans Pelicans,104,,18500,,0
2018-04-01,3:30p,Indiana Pacers,111,Los Angeles Clippers,104,,15866,,0
2018-04-01,6:00p,Detroit Pistons,108,Brooklyn Nets,96,,16097,,0
2018-04-01,6:00p,Orlando Magic,88,Atlanta Hawks,94,,13587,,0
2018-04-01,3:30p,Houston Rockets,83,San Antonio Spurs,100,,18418,,0
2018-04-01,3:30p,Washington Wizards,94,Chicago Bulls,113,,20466,,0
2018-04-01,1:00p,Philadelphia 76ers,119,Charlotte Hornets,102,,17005,,0
2018-04-01,6:00p,Dallas Mavericks,87,Cleveland Cavaliers,98,,20562,,0
2018-04-03,10:30p,San Antonio Spurs,110,Los Angeles Clippers,113,,17449,,0
2018-04-03,9:00p,Los Angeles Lakers,110,Utah Jazz,117,,18306,,0
2018-04-03,9:00p,Indiana Pacers,104,Denver Nuggets,107,,14743,,0
2018-04-03,8:30p,Portland Trail Blazers,109,Dallas Mavericks,115,,19624,,0
2018-04-03,8:00p,Golden State Warriors,111,Oklahoma City Thunder,107,,18203,,0
2018-04-03,8:00p,Boston Celtics,102,Milwaukee Bucks,106,,16188,,0
2018-04-03,10:00p,Sacramento Kings,94,Phoenix Suns,97,,16826,,0
2018-04-03,8:00p,Charlotte Hornets,114,Chicago Bulls,120,,20139,,0
2018-04-03,7:30p,Orlando Magic,97,New York Knicks,73,,19812,,0
2018-04-03,7:30p,Atlanta Hawks,98,Miami Heat,101,,19600,,0
2018-04-03,7:00p,Brooklyn Nets,95,Philadelphia 76ers,121,,20710,,0
2018-04-03,7:00p,Toronto Raptors,106,Cleveland Cavaliers,112,,20562,,0
2018-04-03,8:00p,Washington Wizards,104,Houston Rockets,120,,18055,,0
2018-04-04,10:30p,San Antonio Spurs,112,Los Angeles Lakers,122,OT,18997,,0
2018-04-04,8:00p,Memphis Grizzlies,95,New Orleans Pelicans,123,,16521,,0
2018-04-04,8:00p,Boston Celtics,78,Toronto Raptors,96,,19963,,0
2018-04-04,7:00p,Dallas Mavericks,100,Orlando Magic,105,,18112,,0
2018-04-04,7:00p,Philadelphia 76ers,115,Detroit Pistons,108,,18395,,0
2018-04-04,7:30p,Miami Heat,115,Atlanta Hawks,86,,16696,,0
2018-04-05,7:00p,Golden State Warriors,106,Indiana Pacers,126,,17923,,0
2018-04-05,8:00p,Washington Wizards,115,Cleveland Cavaliers,119,,20562,,0
2018-04-05,8:00p,Portland Trail Blazers,94,Houston Rockets,96,,18055,,0
2018-04-05,8:00p,Brooklyn Nets,119,Milwaukee Bucks,111,,18378,,0
2018-04-05,9:00p,Los Angeles Clippers,95,Utah Jazz,117,,18306,,0
2018-04-05,10:30p,Minnesota Timberwolves,96,Denver Nuggets,100,,16415,,0
2018-04-06,8:00p,Sacramento Kings,94,Memphis Grizzlies,93,,16527,,0
2018-04-06,10:30p,Minnesota Timberwolves,113,Los Angeles Lakers,96,,18997,,0
2018-04-06,10:00p,New Orleans Pelicans,122,Phoenix Suns,103,,18055,,0
2018-04-06,7:30p,Indiana Pacers,73,Toronto Raptors,92,,19924,,0
2018-04-06,7:30p,Miami Heat,98,New York Knicks,122,,19569,,0
2018-04-06,7:00p,Atlanta Hawks,103,Washington Wizards,97,,19557,,0
2018-04-06,7:00p,Cleveland Cavaliers,130,Philadelphia 76ers,132,,20769,,0
2018-04-06,7:00p,Charlotte Hornets,137,Orlando Magic,100,,17018,,0
2018-04-06,7:00p,Dallas Mavericks,106,Detroit Pistons,113,OT,18768,,0
2018-04-06,7:30p,Chicago Bulls,104,Boston Celtics,111,,18624,,0
2018-04-07,9:00p,Portland Trail Blazers,105,San Antonio Spurs,116,,18610,,0
2018-04-07,3:30p,Denver Nuggets,134,Los Angeles Clippers,115,,16166,,0
2018-04-07,7:30p,Milwaukee Bucks,115,New York Knicks,102,,19812,,0
2018-04-07,8:00p,Brooklyn Nets,124,Chicago Bulls,96,,21669,,0
2018-04-07,8:30p,New Orleans Pelicans,126,Golden State Warriors,120,,19596,,0
2018-04-07,8:30p,Oklahoma City Thunder,108,Houston Rockets,102,,18055,,0
2018-04-08,9:00p,Golden State Warriors,117,Phoenix Suns,100,,18055,,0
2018-04-08,6:00p,Utah Jazz,112,Los Angeles Lakers,97,,18997,,0
2018-04-08,3:30p,Detroit Pistons,117,Memphis Grizzlies,130,,16044,,0
2018-04-08,6:00p,Orlando Magic,101,Toronto Raptors,112,,19948,,0
2018-04-08,1:00p,Indiana Pacers,123,Charlotte Hornets,117,,16629,,0
2018-04-08,1:00p,Atlanta Hawks,112,Boston Celtics,106,,18624,,0
2018-04-08,1:00p,Dallas Mavericks,97,Philadelphia 76ers,109,,20846,,0
2018-04-09,10:30p,New Orleans Pelicans,113,Los Angeles Clippers,100,,15742,,0
2018-04-09,8:30p,Sacramento Kings,85,San Antonio Spurs,98,,18418,,0
2018-04-09,9:00p,Portland Trail Blazers,82,Denver Nuggets,88,,17467,,0
2018-04-09,8:00p,Memphis Grizzlies,94,Minnesota Timberwolves,113,,17641,,0
2018-04-09,7:00p,Toronto Raptors,108,Detroit Pistons,98,,17529,,0
2018-04-09,7:30p,Cleveland Cavaliers,123,New York Knicks,109,,19449,,0
2018-04-09,7:30p,Oklahoma City Thunder,115,Miami Heat,93,,19600,,0
2018-04-09,7:30p,Chicago Bulls,105,Brooklyn Nets,114,,16187,,0
2018-04-09,8:00p,Orlando Magic,86,Milwaukee Bucks,102,,18717,,0
2018-04-10,10:30p,Houston Rockets,105,Los Angeles Lakers,99,,18997,,0
2018-04-10,7:00p,Charlotte Hornets,119,Indiana Pacers,93,,17331,,0
2018-04-10,7:30p,Philadelphia 76ers,121,Atlanta Hawks,113,,15673,,0
2018-04-10,8:00p,Boston Celtics,101,Washington Wizards,113,,18887,,0
2018-04-10,8:30p,Phoenix Suns,124,Dallas Mavericks,97,,20041,,0
2018-04-10,9:00p,Golden State Warriors,79,Utah Jazz,119,,18306,,0
2018-04-11,8:00p,Milwaukee Bucks,95,Philadelphia 76ers,130,,20659,,0
2018-04-11,8:00p,Washington Wizards,92,Orlando Magic,101,,17598,,0
2018-04-11,10:30p,Utah Jazz,93,Portland Trail Blazers,102,,20186,,0
2018-04-11,10:30p,Los Angeles Lakers,115,Los Angeles Clippers,100,,19068,,0
2018-04-11,8:00p,Memphis Grizzlies,123,Oklahoma City Thunder,137,,18203,,0
2018-04-11,10:30p,Houston Rockets,83,Sacramento Kings,96,,17583,,0
2018-04-11,8:00p,Denver Nuggets,106,Minnesota Timberwolves,112,OT,18978,,0
2018-04-11,8:00p,Brooklyn Nets,97,Boston Celtics,110,,18624,,0
2018-04-11,8:00p,Detroit Pistons,119,Chicago Bulls,87,,21342,,0
2018-04-11,8:00p,San Antonio Spurs,98,New Orleans Pelicans,122,,18573,,0
2018-04-11,8:00p,Toronto Raptors,109,Miami Heat,116,OT,19600,,0
2018-04-11,8:00p,New York Knicks,110,Cleveland Cavaliers,98,,20562,,0
2018-04-14,3:00p,San Antonio Spurs,92,Golden State Warriors,113,,19596,,1
2018-04-14,5:30p,Washington Wizards,106,Toronto Raptors,114,,19937,,1
2018-04-14,8:00p,Miami Heat,103,Philadelphia 76ers,130,,20617,,1
2018-04-14,10:30p,New Orleans Pelicans,97,Portland Trail Blazers,95,,19882,,1
2018-04-15,1:00p,Milwaukee Bucks,107,Boston Celtics,113,OT,18624,,1
2018-04-15,3:30p,Indiana Pacers,98,Cleveland Cavaliers,80,,20562,,1
2018-04-15,6:30p,Utah Jazz,108,Oklahoma City Thunder,116,,18203,,1
2018-04-15,9:00p,Minnesota Timberwolves,101,Houston Rockets,104,,18055,,1
2018-04-16,8:00p,Miami Heat,113,Philadelphia 76ers,103,,20753,,1
2018-04-16,10:30p,San Antonio Spurs,101,Golden State Warriors,116,,19596,,1
2018-04-17,7:00p,Washington Wizards,119,Toronto Raptors,130,,20242,,1
2018-04-17,8:00p,Milwaukee Bucks,106,Boston Celtics,120,,18624,,1
2018-04-17,10:30p,New Orleans Pelicans,111,Portland Trail Blazers,102,,20066,,1
2018-04-18,8:00p,Utah Jazz,102,Oklahoma City Thunder,95,,18203,,1
2018-04-18,9:30p,Minnesota Timberwolves,82,Houston Rockets,102,,18055,,1
2018-04-18,7:00p,Indiana Pacers,97,Cleveland Cavaliers,100,,20562,,1
2018-04-19,9:00p,Portland Trail Blazers,102,New Orleans Pelicans,119,,18551,,1
2018-04-19,7:00p,Philadelphia 76ers,128,Miami Heat,108,,19812,,1
2018-04-19,9:30p,Golden State Warriors,110,San Antonio Spurs,97,,18418,,1
2018-04-20,7:00p,Cleveland Cavaliers,90,Indiana Pacers,92,,17923,,1
2018-04-20,8:00p,Toronto Raptors,103,Washington Wizards,122,,20356,,1
2018-04-20,9:30p,Boston Celtics,92,Milwaukee Bucks,116,,18717,,1
2018-04-21,7:30p,Houston Rockets,105,Minnesota Timberwolves,121,,18978,,1
2018-04-21,10:00p,Oklahoma City Thunder,102,Utah Jazz,115,,18306,,1
2018-04-21,2:30p,Philadelphia 76ers,106,Miami Heat,102,,19804,,1
2018-04-21,5:00p,Portland Trail Blazers,123,New Orleans Pelicans,131,,18544,,1
2018-04-22,1:00p,Boston Celtics,102,Milwaukee Bucks,104,,18717,,1
2018-04-22,3:30p,Golden State Warriors,90,San Antonio Spurs,103,,18418,,1
2018-04-22,6:00p,Toronto Raptors,98,Washington Wizards,106,,20356,,1
2018-04-22,8:30p,Cleveland Cavaliers,104,Indiana Pacers,100,,17923,,1
2018-04-23,8:00p,Houston Rockets,119,Minnesota Timberwolves,100,,18978,,1
2018-04-23,10:30p,Oklahoma City Thunder,96,Utah Jazz,113,,18306,,1
2018-04-24,7:00p,Milwaukee Bucks,87,Boston Celtics,92,,18624,,1
2018-04-24,8:00p,Miami Heat,91,Philadelphia 76ers,104,,21171,,1
2018-04-24,10:30p,San Antonio Spurs,91,Golden State Warriors,99,,19596,,1
2018-04-25,9:30p,Utah Jazz,99,Oklahoma City Thunder,107,,18203,,1
2018-04-25,9:30p,Minnesota Timberwolves,104,Houston Rockets,122,,18055,,1
2018-04-25,7:00p,Washington Wizards,98,Toronto Raptors,108,,19987,,1
2018-04-25,7:00p,Indiana Pacers,95,Cleveland Cavaliers,98,,20562,,1
2018-04-26,8:00p,Boston Celtics,86,Milwaukee Bucks,97,,18717,,1
2018-04-27,7:00p,Toronto Raptors,102,Washington Wizards,92,,20356,,1
2018-04-27,8:00p,Cleveland Cavaliers,87,Indiana Pacers,121,,17923,,1
2018-04-27,10:30p,Oklahoma City Thunder,91,Utah Jazz,96,,18306,,1
2018-04-28,8:00p,Milwaukee Bucks,96,Boston Celtics,112,,18624,,1
2018-04-28,10:30p,New Orleans Pelicans,101,Golden State Warriors,123,,19596,,1
2018-04-29,1:00p,Indiana Pacers,101,Cleveland Cavaliers,105,,20562,,1
2018-04-29,3:30p,Utah Jazz,96,Houston Rockets,110,,18055,,1
2018-04-30,8:00p,Philadelphia 76ers,101,Boston Celtics,117,,18624,,1
2018-05-01,8:00p,Cleveland Cavaliers,113,Toronto Raptors,112,OT,19954,,1
2018-05-01,10:30p,New Orleans Pelicans,116,Golden State Warriors,121,,19596,,1
2018-05-02,8:00p,Utah Jazz,116,Houston Rockets,108,,18055,,1
2018-05-03,6:00p,Cleveland Cavaliers,128,Toronto Raptors,110,,20127,,1
2018-05-03,8:30p,Philadelphia 76ers,103,Boston Celtics,108,,18624,,1
2018-05-04,8:00p,Golden State Warriors,100,New Orleans Pelicans,119,,18551,,1
2018-05-04,10:30p,Houston Rockets,113,Utah Jazz,92,,18306,,1
2018-05-05,5:00p,Boston Celtics,101,Philadelphia 76ers,98,OT,20758,,1
2018-05-05,8:30p,Toronto Raptors,103,Cleveland Cavaliers,105,,20562,,1
2018-05-06,8:00p,Houston Rockets,100,Utah Jazz,87,,18306,,1
2018-05-06,3:30p,Golden State Warriors,118,New Orleans Pelicans,92,,18513,,1
2018-05-07,6:00p,Boston Celtics,92,Philadelphia 76ers,103,,20936,,1
2018-05-07,8:30p,Toronto Raptors,93,Cleveland Cavaliers,128,,20562,,1
2018-05-08,8:00p,Utah Jazz,102,Houston Rockets,112,,18055,,1
2018-05-08,10:30p,New Orleans Pelicans,104,Golden State Warriors,113,,19596,,1
2018-05-09,8:00p,Philadelphia 76ers,112,Boston Celtics,114,,18624,,1
2018-05-13,3:30p,Cleveland Cavaliers,83,Boston Celtics,108,,18624,,1
2018-05-14,9:00p,Golden State Warriors,119,Houston Rockets,106,,18055,,1
2018-05-15,8:30p,Cleveland Cavaliers,94,Boston Celtics,107,,18624,,1
2018-05-16,9:00p,Golden State Warriors,105,Houston Rockets,127,,18119,,1
2018-05-19,8:30p,Boston Celtics,86,Cleveland Cavaliers,116,,20562,,1
2018-05-20,8:00p,Houston Rockets,85,Golden State Warriors,126,,19596,,1
2018-05-21,8:30p,Boston Celtics,102,Cleveland Cavaliers,111,,20562,,1
2018-05-22,9:00p,Houston Rockets,95,Golden State Warriors,92,,19596,,1
2018-05-23,8:30p,Cleveland Cavaliers,83,Boston Celtics,96,,18624,,1
2018-05-24,9:00p,Golden State Warriors,94,Houston Rockets,98,,18208,,1
2018-05-25,8:30p,Boston Celtics,99,Cleveland Cavaliers,109,,20562,,1
2018-05-26,9:00p,Houston Rockets,86,Golden State Warriors,115,,19596,,1
2018-05-27,8:30p,Cleveland Cavaliers,87,Boston Celtics,79,,18624,,1
2018-05-28,9:00p,Golden State Warriors,101,Houston Rockets,92,,18055,,1
2018-05-31,9:00p,Cleveland Cavaliers,114,Golden State Warriors,124,OT,19596,,1
2018-06-03,8:00p,Cleveland Cavaliers,103,Golden State Warriors,122,,19596,,1
2018-06-06,9:00p,Golden State Warriors,110,Cleveland Cavaliers,102,,20562,,1
2018-06-08,9:00p,Golden State Warriors,108,Cleveland Cavaliers,85,,20562,,1
