date,start_et,team_away,pts_away,team_home,pts_home,overtime,n_attending,notes,is_playoffs
2016-03-13,6:00p,Indiana Pacers,75,Atlanta Hawks,104,,17066,,0
2016-03-13,3:30p,Cleveland Cavaliers,114,Los Angeles Clippers,90,,19342,,0
2016-03-14,10:30p,New Orleans Pelicans,107,Golden State Warriors,125,,19596,,0
2016-03-14,10:00p,Minnesota Timberwolves,104,Phoenix Suns,107,,17480,,0
2016-03-14,8:00p,Detroit Pistons,81,Washington Wizards,124,,18042,,0
2016-03-14,8:00p,Portland Trail Blazers,94,Oklahoma City Thunder,128,,18203,,0
2016-03-14,10:30p,Cleveland Cavaliers,85,Utah Jazz,94,,19911,,0
2016-03-14,7:30p,Chicago Bulls,109,Toronto Raptors,107,,19800,,0
2016-03-14,7:30p,Denver Nuggets,119,Miami Heat,124,,19744,,0
2016-03-14,7:00p,Dallas Mavericks,107,Charlotte Hornets,96,,15686,,0
2016-03-14,8:00p,Memphis Grizzlies,81,Houston Rockets,130,,18226,,0
2016-03-15,7:00p,Boston Celtics,98,Indiana Pacers,103,,17118,,0
2016-03-15,7:00p,Denver Nuggets,110,Orlando Magic,116,,16988,,0
2016-03-15,7:30p,Philadelphia 76ers,114,Brooklyn Nets,131,,14560,,0
2016-03-15,8:00p,Toronto Raptors,107,Milwaukee Bucks,89,,13522,,0
2016-03-15,8:30p,Los Angeles Clippers,87,San Antonio Spurs,108,,18418,,0
2016-03-15,10:30p,Sacramento Kings,106,Los Angeles Lakers,98,,18997,,0
2016-03-16,9:30p,Los Angeles Clippers,122,Houston Rockets,106,,18304,,0
2016-03-16,10:30p,New York Knicks,85,Golden State Warriors,121,,19596,,0
2016-03-16,10:00p,New Orleans Pelicans,123,Sacramento Kings,108,,17086,,0
2016-03-16,8:00p,Minnesota Timberwolves,114,Memphis Grizzlies,108,,16588,,0
2016-03-16,7:00p,Orlando Magic,99,Charlotte Hornets,107,,16148,,0
2016-03-16,7:00p,Chicago Bulls,96,Washington Wizards,117,,19556,,0
2016-03-16,7:00p,Dallas Mavericks,98,Cleveland Cavaliers,99,,20562,,0
2016-03-16,7:00p,Oklahoma City Thunder,130,Boston Celtics,109,,18624,,0
2016-03-16,7:30p,Atlanta Hawks,118,Detroit Pistons,114,,14121,,0
2016-03-17,7:00p,Toronto Raptors,101,Indiana Pacers,94,OT,15104,,0
2016-03-17,7:00p,Washington Wizards,99,Philadelphia 76ers,94,,10521,,0
2016-03-17,7:30p,Charlotte Hornets,109,Miami Heat,106,,19848,,0
2016-03-17,8:00p,Denver Nuggets,98,Atlanta Hawks,116,,14383,,0
2016-03-17,8:00p,Brooklyn Nets,102,Chicago Bulls,118,,21513,,0
2016-03-17,8:00p,Memphis Grizzlies,86,Milwaukee Bucks,96,,11740,,0
2016-03-17,8:30p,Portland Trail Blazers,110,San Antonio Spurs,118,,18418,,0
2016-03-17,9:00p,Phoenix Suns,69,Utah Jazz,103,,18784,,0
2016-03-18,8:00p,Portland Trail Blazers,117,New Orleans Pelicans,112,,17263,,0
2016-03-18,10:30p,Phoenix Suns,95,Los Angeles Lakers,90,,18997,,0
2016-03-18,8:30p,Golden State Warriors,130,Dallas Mavericks,112,,20515,,0
2016-03-18,8:00p,Minnesota Timberwolves,111,Houston Rockets,116,,18142,,0
2016-03-18,7:30p,Boston Celtics,91,Toronto Raptors,105,,19800,,0
2016-03-18,7:30p,Sacramento Kings,108,Detroit Pistons,115,,15982,,0
2016-03-18,7:00p,Cleveland Cavaliers,109,Orlando Magic,103,,18046,,0
2016-03-18,7:00p,Oklahoma City Thunder,111,Philadelphia 76ers,97,,20388,,0
2016-03-19,6:00p,Denver Nuggets,101,Charlotte Hornets,93,,19271,,0
2016-03-19,7:00p,Brooklyn Nets,103,Detroit Pistons,115,,17559,,0
2016-03-19,7:00p,Oklahoma City Thunder,115,Indiana Pacers,111,,18165,,0
2016-03-19,7:00p,New York Knicks,89,Washington Wizards,99,,20356,,0
2016-03-19,7:30p,Houston Rockets,97,Atlanta Hawks,109,,18067,,0
2016-03-19,7:30p,Cleveland Cavaliers,101,Miami Heat,122,,19737,,0
2016-03-19,8:00p,Utah Jazz,85,Chicago Bulls,92,,21856,,0
2016-03-19,8:00p,Los Angeles Clippers,102,Memphis Grizzlies,113,,18119,,0
2016-03-19,8:30p,Golden State Warriors,79,San Antonio Spurs,87,,18825,,0
2016-03-20,7:00p,Utah Jazz,94,Milwaukee Bucks,85,,14124,,0
2016-03-20,6:00p,Los Angeles Clippers,105,New Orleans Pelicans,109,,17407,,0
2016-03-20,7:30p,Sacramento Kings,88,New York Knicks,80,,19812,,0
2016-03-20,6:00p,Boston Celtics,120,Philadelphia 76ers,105,,15103,,0
2016-03-20,4:00p,Portland Trail Blazers,120,Dallas Mavericks,132,OT,20351,,0
2016-03-20,4:30p,Orlando Magic,100,Toronto Raptors,105,,19800,,0
2016-03-21,10:00p,Memphis Grizzlies,103,Phoenix Suns,97,,15868,,0
2016-03-21,8:00p,Golden State Warriors,109,Minnesota Timberwolves,104,,19452,,0
2016-03-21,8:00p,Sacramento Kings,102,Chicago Bulls,109,,21531,,0
2016-03-21,7:30p,Milwaukee Bucks,91,Detroit Pistons,92,,13577,,0
2016-03-21,8:00p,Washington Wizards,117,Atlanta Hawks,102,,15729,,0
2016-03-21,7:00p,Philadelphia 76ers,75,Indiana Pacers,91,,16155,,0
2016-03-21,7:00p,Denver Nuggets,91,Cleveland Cavaliers,124,,20562,,0
2016-03-21,7:00p,San Antonio Spurs,88,Charlotte Hornets,91,,18260,,0
2016-03-21,7:30p,Orlando Magic,96,Boston Celtics,107,,18624,,0
2016-03-22,10:30p,Memphis Grizzlies,100,Los Angeles Lakers,107,,18997,,0
2016-03-22,7:30p,Charlotte Hornets,105,Brooklyn Nets,100,,15739,,0
2016-03-22,8:00p,Miami Heat,113,New Orleans Pelicans,99,,16867,,0
2016-03-22,8:00p,Houston Rockets,107,Oklahoma City Thunder,111,,18203,,0
2016-03-23,10:00p,Los Angeles Lakers,107,Phoenix Suns,119,,18191,,0
2016-03-23,10:00p,Dallas Mavericks,103,Portland Trail Blazers,109,,19819,,0
2016-03-23,8:30p,Miami Heat,88,San Antonio Spurs,112,,18418,,0
2016-03-23,10:30p,Los Angeles Clippers,98,Golden State Warriors,114,,19596,,0
2016-03-23,8:00p,Sacramento Kings,104,Minnesota Timberwolves,113,,12151,,0
2016-03-23,9:00p,Philadelphia 76ers,103,Denver Nuggets,104,,10684,,0
2016-03-23,8:00p,New York Knicks,115,Chicago Bulls,107,,21788,,0
2016-03-23,7:00p,Milwaukee Bucks,104,Cleveland Cavaliers,113,,20562,,0
2016-03-23,7:00p,Atlanta Hawks,122,Washington Wizards,101,,18807,,0
2016-03-23,8:00p,Utah Jazz,89,Houston Rockets,87,,18151,,0
2016-03-23,7:30p,Orlando Magic,102,Detroit Pistons,118,,16609,,0
2016-03-23,7:30p,Toronto Raptors,79,Boston Celtics,91,,18624,,0
2016-03-24,7:00p,New Orleans Pelicans,84,Indiana Pacers,92,,17517,,0
2016-03-24,7:30p,Cleveland Cavaliers,95,Brooklyn Nets,104,,17732,,0
2016-03-24,7:30p,Chicago Bulls,94,New York Knicks,106,,19812,,0
2016-03-24,8:00p,Utah Jazz,91,Oklahoma City Thunder,113,,18203,,0
2016-03-24,10:30p,Portland Trail Blazers,94,Los Angeles Clippers,96,,19359,,0
2016-03-25,10:30p,Denver Nuggets,116,Los Angeles Lakers,105,,18997,,0
2016-03-25,10:30p,Dallas Mavericks,120,Golden State Warriors,128,,19596,,0
2016-03-25,10:00p,Phoenix Suns,94,Sacramento Kings,116,,17317,,0
2016-03-25,8:30p,Memphis Grizzlies,104,San Antonio Spurs,110,,18418,,0
2016-03-25,8:00p,Toronto Raptors,109,Houston Rockets,112,,18230,,0
2016-03-25,8:00p,Milwaukee Bucks,90,Atlanta Hawks,101,,17070,,0
2016-03-25,7:30p,Charlotte Hornets,105,Detroit Pistons,112,,17209,,0
2016-03-25,7:00p,Minnesota Timberwolves,132,Washington Wizards,129,2OT,20356,,0
2016-03-25,8:00p,Orlando Magic,97,Miami Heat,108,,19918,,0
2016-03-26,8:00p,San Antonio Spurs,92,Oklahoma City Thunder,111,,18203,,0
2016-03-26,10:00p,Philadelphia 76ers,105,Portland Trail Blazers,108,,19506,,0
2016-03-26,10:00p,Boston Celtics,102,Phoenix Suns,99,,18055,,0
2016-03-26,8:30p,Charlotte Hornets,115,Milwaukee Bucks,91,,15544,,0
2016-03-26,8:00p,Utah Jazz,93,Minnesota Timberwolves,84,,14694,,0
2016-03-26,7:00p,Toronto Raptors,115,New Orleans Pelicans,91,,17009,,0
2016-03-26,7:30p,Atlanta Hawks,112,Detroit Pistons,95,,17857,,0
2016-03-26,7:00p,Chicago Bulls,89,Orlando Magic,111,,18846,,0
2016-03-26,6:00p,Indiana Pacers,110,Brooklyn Nets,120,,16625,,0
2016-03-26,7:30p,Cleveland Cavaliers,107,New York Knicks,93,,19812,,0
2016-03-27,3:30p,Denver Nuggets,90,Los Angeles Clippers,105,,19060,,0
2016-03-27,6:00p,Houston Rockets,101,Indiana Pacers,104,,17165,,0
2016-03-27,6:00p,Dallas Mavericks,111,Sacramento Kings,133,,17147,,0
2016-03-27,8:00p,Philadelphia 76ers,105,Golden State Warriors,117,,19596,,0
2016-03-27,9:30p,Washington Wizards,101,Los Angeles Lakers,88,,18997,,0
2016-03-28,9:00p,Dallas Mavericks,97,Denver Nuggets,88,,14844,,0
2016-03-28,10:00p,Sacramento Kings,93,Portland Trail Blazers,105,,19393,,0
2016-03-28,9:00p,Los Angeles Lakers,75,Utah Jazz,123,,19911,,0
2016-03-28,10:30p,Boston Celtics,90,Los Angeles Clippers,114,,19258,,0
2016-03-28,8:00p,New York Knicks,91,New Orleans Pelicans,99,,17000,,0
2016-03-28,8:00p,San Antonio Spurs,101,Memphis Grizzlies,87,,17133,,0
2016-03-28,8:00p,Atlanta Hawks,102,Chicago Bulls,100,,21761,,0
2016-03-28,7:30p,Oklahoma City Thunder,119,Toronto Raptors,100,,19800,,0
2016-03-28,7:30p,Brooklyn Nets,99,Miami Heat,110,,20003,,0
2016-03-28,8:00p,Phoenix Suns,116,Minnesota Timberwolves,121,,11141,,0
2016-03-29,7:00p,Chicago Bulls,98,Indiana Pacers,96,,17050,,0
2016-03-29,7:00p,Brooklyn Nets,105,Orlando Magic,139,,17536,,0
2016-03-29,7:00p,Charlotte Hornets,100,Philadelphia 76ers,85,,14486,,0
2016-03-29,7:30p,Oklahoma City Thunder,82,Detroit Pistons,88,,18201,,0
2016-03-29,8:00p,Houston Rockets,106,Cleveland Cavaliers,100,,20562,,0
2016-03-29,10:30p,Washington Wizards,94,Golden State Warriors,102,,19596,,0
2016-03-30,10:30p,Miami Heat,100,Los Angeles Lakers,102,OT,18997,,0
2016-03-30,10:00p,Washington Wizards,111,Sacramento Kings,120,,17185,,0
2016-03-30,9:00p,Golden State Warriors,103,Utah Jazz,96,OT,19911,,0
2016-03-30,8:30p,New Orleans Pelicans,92,San Antonio Spurs,100,,18418,,0
2016-03-30,7:30p,Atlanta Hawks,97,Toronto Raptors,105,,19800,,0
2016-03-30,8:00p,Los Angeles Clippers,99,Minnesota Timberwolves,79,,12252,,0
2016-03-30,8:00p,Phoenix Suns,94,Milwaukee Bucks,105,,15733,,0
2016-03-30,8:00p,Denver Nuggets,109,Memphis Grizzlies,105,,16401,,0
2016-03-30,8:30p,New York Knicks,89,Dallas Mavericks,91,,20435,,0
2016-03-31,9:30p,Los Angeles Clippers,117,Oklahoma City Thunder,119,,18203,,0
2016-03-31,10:00p,Boston Celtics,109,Portland Trail Blazers,116,,19393,,0
2016-03-31,8:00p,Denver Nuggets,95,New Orleans Pelicans,101,,16269,,0
2016-03-31,7:00p,Brooklyn Nets,87,Cleveland Cavaliers,107,,20562,,0
2016-03-31,7:00p,Chicago Bulls,103,Houston Rockets,100,,18244,,0
2016-03-31,7:00p,Orlando Magic,114,Indiana Pacers,94,,17234,,0
2016-04-01,10:30p,Washington Wizards,106,Phoenix Suns,99,,17345,,0
2016-04-01,10:30p,Boston Celtics,109,Golden State Warriors,106,,19596,,0
2016-04-01,10:00p,Miami Heat,112,Sacramento Kings,106,,17317,,0
2016-04-01,8:00p,Orlando Magic,110,Milwaukee Bucks,113,,16268,,0
2016-04-01,9:00p,Minnesota Timberwolves,85,Utah Jazz,98,,19911,,0
2016-04-01,8:00p,Cleveland Cavaliers,110,Atlanta Hawks,108,OT,19427,,0
2016-04-01,7:30p,Brooklyn Nets,91,New York Knicks,105,,19812,,0
2016-04-01,7:30p,Dallas Mavericks,98,Detroit Pistons,89,,19031,,0
2016-04-01,7:00p,Philadelphia 76ers,91,Charlotte Hornets,100,,19244,,0
2016-04-01,8:00p,Toronto Raptors,99,Memphis Grizzlies,95,,17077,,0
2016-04-02,10:00p,Miami Heat,93,Portland Trail Blazers,110,,19633,,0
2016-04-02,7:30p,Indiana Pacers,115,Philadelphia 76ers,102,,19213,,0
2016-04-02,8:00p,Detroit Pistons,94,Chicago Bulls,90,,22197,,0
2016-04-02,8:30p,Toronto Raptors,95,San Antonio Spurs,102,,18418,,0
2016-04-02,9:00p,Sacramento Kings,115,Denver Nuggets,106,,15607,,0
2016-04-03,7:30p,Indiana Pacers,92,New York Knicks,87,,19812,,0
2016-04-03,7:00p,Chicago Bulls,102,Milwaukee Bucks,98,,15768,,0
2016-04-03,9:30p,Boston Celtics,107,Los Angeles Lakers,100,,18997,,0
2016-04-03,8:00p,Portland Trail Blazers,111,Golden State Warriors,136,,19596,,0
2016-04-03,6:00p,Memphis Grizzlies,107,Orlando Magic,119,,17741,,0
2016-04-03,6:00p,Utah Jazz,101,Phoenix Suns,86,,17279,,0
2016-04-03,3:30p,Dallas Mavericks,88,Minnesota Timberwolves,78,,16117,,0
2016-04-03,3:30p,Washington Wizards,109,Los Angeles Clippers,114,,19060,,0
2016-04-03,3:30p,Oklahoma City Thunder,110,Houston Rockets,118,,18462,,0
2016-04-03,3:30p,Charlotte Hornets,103,Cleveland Cavaliers,112,,20562,,0
2016-04-03,1:00p,New Orleans Pelicans,106,Brooklyn Nets,87,,16329,,0
2016-04-05,10:30p,Los Angeles Lakers,81,Los Angeles Clippers,103,,19537,,0
2016-04-05,10:30p,Minnesota Timberwolves,124,Golden State Warriors,117,OT,19596,,0
2016-04-05,10:00p,Portland Trail Blazers,115,Sacramento Kings,107,,17317,,0
2016-04-05,9:00p,San Antonio Spurs,88,Utah Jazz,86,,19381,,0
2016-04-05,9:00p,Oklahoma City Thunder,124,Denver Nuggets,102,,12611,,0
2016-04-05,8:00p,Detroit Pistons,89,Miami Heat,107,,19621,,0
2016-04-05,8:00p,Chicago Bulls,92,Memphis Grizzlies,108,,17591,,0
2016-04-05,8:00p,Phoenix Suns,90,Atlanta Hawks,103,,15176,,0
2016-04-05,7:30p,Charlotte Hornets,90,Toronto Raptors,96,,19800,,0
2016-04-05,7:00p,New Orleans Pelicans,93,Philadelphia 76ers,107,,10978,,0
2016-04-05,8:00p,Cleveland Cavaliers,109,Milwaukee Bucks,80,,15061,,0
2016-04-06,9:30p,Houston Rockets,86,Dallas Mavericks,88,,20108,,0
2016-04-06,10:30p,Los Angeles Clippers,91,Los Angeles Lakers,81,,18997,,0
2016-04-06,10:00p,Oklahoma City Thunder,115,Portland Trail Blazers,120,,19393,,0
2016-04-06,7:30p,Charlotte Hornets,111,New York Knicks,97,,19812,,0
2016-04-06,7:00p,Cleveland Cavaliers,109,Indiana Pacers,123,,18165,,0
2016-04-06,7:00p,Brooklyn Nets,103,Washington Wizards,121,,16846,,0
2016-04-06,7:00p,Detroit Pistons,108,Orlando Magic,104,,16553,,0
2016-04-06,7:30p,New Orleans Pelicans,97,Boston Celtics,104,,18624,,0
2016-04-07,8:00p,Toronto Raptors,87,Atlanta Hawks,95,,17864,,0
2016-04-07,8:00p,Phoenix Suns,124,Houston Rockets,115,,18227,,0
2016-04-07,8:00p,Chicago Bulls,98,Miami Heat,106,,19771,,0
2016-04-07,10:00p,Minnesota Timberwolves,105,Sacramento Kings,97,,17317,,0
2016-04-07,10:30p,San Antonio Spurs,101,Golden State Warriors,112,,19596,,0
2016-04-08,8:00p,Los Angeles Lakers,102,New Orleans Pelicans,110,,18607,,0
2016-04-08,9:00p,Los Angeles Clippers,102,Utah Jazz,99,OT,19911,,0
2016-04-08,9:00p,San Antonio Spurs,98,Denver Nuggets,102,,16347,,0
2016-04-08,8:30p,Memphis Grizzlies,93,Dallas Mavericks,103,,20211,,0
2016-04-08,7:30p,Indiana Pacers,98,Toronto Raptors,111,,19800,,0
2016-04-08,7:30p,Milwaukee Bucks,109,Boston Celtics,124,,18624,,0
2016-04-08,7:00p,New York Knicks,109,Philadelphia 76ers,102,,16076,,0
2016-04-08,7:00p,Miami Heat,109,Orlando Magic,112,,18152,,0
2016-04-08,7:00p,Brooklyn Nets,99,Charlotte Hornets,113,,18337,,0
2016-04-08,7:30p,Washington Wizards,99,Detroit Pistons,112,,18207,,0
2016-04-09,7:00p,Phoenix Suns,121,New Orleans Pelicans,100,,16932,,0
2016-04-09,7:30p,Boston Celtics,107,Atlanta Hawks,118,,19257,,0
2016-04-09,8:00p,Golden State Warriors,100,Memphis Grizzlies,99,,18119,,0
2016-04-09,8:30p,Cleveland Cavaliers,102,Chicago Bulls,105,,22186,,0
2016-04-09,10:30p,Minnesota Timberwolves,106,Portland Trail Blazers,105,,19733,,0
2016-04-09,10:30p,Oklahoma City Thunder,112,Sacramento Kings,114,,17317,,0
2016-04-10,7:30p,Toronto Raptors,93,New York Knicks,89,,19812,,0
2016-04-10,7:00p,Golden State Warriors,92,San Antonio Spurs,86,,18658,,0
2016-04-10,6:00p,Brooklyn Nets,105,Indiana Pacers,129,,18165,,0
2016-04-10,5:00p,Milwaukee Bucks,109,Philadelphia 76ers,108,OT,16267,,0
2016-04-10,6:00p,Orlando Magic,96,Miami Heat,118,,19913,,0
2016-04-10,3:30p,Dallas Mavericks,91,Los Angeles Clippers,98,,19170,,0
2016-04-10,3:30p,Los Angeles Lakers,110,Houston Rockets,130,,18442,,0
2016-04-10,12:00p,Charlotte Hornets,98,Washington Wizards,113,,19187,,0
2016-04-10,5:00p,Utah Jazz,100,Denver Nuggets,84,,16172,,0
2016-04-11,10:00p,Sacramento Kings,105,Phoenix Suns,101,,17288,,0
2016-04-11,9:00p,Dallas Mavericks,101,Utah Jazz,92,,19911,,0
2016-04-11,8:00p,Los Angeles Lakers,79,Oklahoma City Thunder,112,,18203,,0
2016-04-11,8:00p,Houston Rockets,129,Minnesota Timberwolves,105,,14983,,0
2016-04-11,8:00p,Chicago Bulls,121,New Orleans Pelicans,116,,16867,,0
2016-04-11,7:30p,Charlotte Hornets,114,Boston Celtics,100,,18624,,0
2016-04-11,7:00p,Milwaukee Bucks,98,Orlando Magic,107,,18374,,0
2016-04-11,7:00p,Atlanta Hawks,94,Cleveland Cavaliers,109,,20562,,0
2016-04-11,7:30p,Washington Wizards,120,Brooklyn Nets,111,,14653,,0
2016-04-12,7:00p,New York Knicks,90,Indiana Pacers,102,,17906,,0
2016-04-12,7:30p,Miami Heat,99,Detroit Pistons,93,,18575,,0
2016-04-12,7:30p,Philadelphia 76ers,98,Toronto Raptors,122,,19800,,0
2016-04-12,8:00p,Oklahoma City Thunder,98,San Antonio Spurs,102,OT,18765,,0
2016-04-12,10:30p,Memphis Grizzlies,84,Los Angeles Clippers,110,,19147,,0
2016-04-13,8:00p,Atlanta Hawks,98,Washington Wizards,109,,17399,,0
2016-04-13,10:30p,Memphis Grizzlies,104,Golden State Warriors,125,,19596,,0
2016-04-13,10:30p,Denver Nuggets,99,Portland Trail Blazers,107,,19571,,0
2016-04-13,8:00p,New Orleans Pelicans,109,Minnesota Timberwolves,144,,14889,,0
2016-04-13,10:30p,Utah Jazz,96,Los Angeles Lakers,101,,18997,,0
2016-04-13,8:00p,Indiana Pacers,97,Milwaukee Bucks,92,,16569,,0
2016-04-13,10:30p,Los Angeles Clippers,105,Phoenix Suns,114,,18055,,0
2016-04-13,8:00p,San Antonio Spurs,96,Dallas Mavericks,91,,20346,,0
2016-04-13,8:00p,Miami Heat,88,Boston Celtics,98,,18624,,0
2016-04-13,8:00p,Toronto Raptors,103,Brooklyn Nets,96,,16517,,0
2016-04-13,8:00p,Sacramento Kings,81,Houston Rockets,116,,18311,,0
2016-04-13,8:00p,Orlando Magic,103,Charlotte Hornets,117,,17372,,0
2016-04-13,8:00p,Philadelphia 76ers,105,Chicago Bulls,115,,21777,,0
2016-04-13,8:00p,Detroit Pistons,112,Cleveland Cavaliers,110,OT,20562,,0
2016-04-16,12:30p,Indiana Pacers,100,Toronto Raptors,90,,19800,,1
2016-04-16,3:30p,Houston Rockets,78,Golden State Warriors,104,,19596,,1
2016-04-16,7:00p,Boston Celtics,101,Atlanta Hawks,102,,18980,,1
2016-04-16,9:30p,Dallas Mavericks,70,Oklahoma City Thunder,108,,18203,,1
2016-04-17,10:30p,Portland Trail Blazers,95,Los Angeles Clippers,115,,19122,,1
2016-04-17,8:00p,Memphis Grizzlies,74,San Antonio Spurs,106,,18418,,1
2016-04-17,5:30p,Charlotte Hornets,91,Miami Heat,123,,19600,,1
2016-04-17,3:00p,Detroit Pistons,101,Cleveland Cavaliers,106,,20562,,1
2016-04-18,7:00p,Indiana Pacers,87,Toronto Raptors,98,,19800,,1
2016-04-18,8:00p,Dallas Mavericks,85,Oklahoma City Thunder,84,,18203,,1
2016-04-18,10:30p,Houston Rockets,106,Golden State Warriors,115,,19596,,1
2016-04-19,7:00p,Boston Celtics,72,Atlanta Hawks,89,,18972,,1
2016-04-19,9:30p,Memphis Grizzlies,68,San Antonio Spurs,94,,18418,,1
2016-04-20,10:30p,Portland Trail Blazers,81,Los Angeles Clippers,102,,19127,,1
2016-04-20,8:00p,Detroit Pistons,90,Cleveland Cavaliers,107,,20562,,1
2016-04-20,7:00p,Charlotte Hornets,103,Miami Heat,115,,19650,,1
2016-04-21,9:30p,Golden State Warriors,96,Houston Rockets,97,,18200,,1
2016-04-21,7:00p,Oklahoma City Thunder,131,Dallas Mavericks,102,,20150,,1
2016-04-21,7:30p,Toronto Raptors,101,Indiana Pacers,85,,18165,,1
2016-04-22,7:00p,Cleveland Cavaliers,101,Detroit Pistons,91,,21584,,1
2016-04-22,8:00p,Atlanta Hawks,103,Boston Celtics,111,,18624,,1
2016-04-22,9:30p,San Antonio Spurs,96,Memphis Grizzlies,87,,18119,,1
2016-04-23,10:30p,Los Angeles Clippers,88,Portland Trail Blazers,96,,19761,,1
2016-04-23,3:00p,Toronto Raptors,83,Indiana Pacers,100,,18165,,1
2016-04-23,5:30p,Miami Heat,80,Charlotte Hornets,96,,19604,,1
2016-04-23,8:00p,Oklahoma City Thunder,119,Dallas Mavericks,108,,20516,,1
2016-04-24,8:30p,Cleveland Cavaliers,100,Detroit Pistons,98,,21584,,1
2016-04-24,6:00p,Atlanta Hawks,95,Boston Celtics,104,OT,18624,,1
2016-04-24,1:00p,San Antonio Spurs,116,Memphis Grizzlies,95,,18119,,1
2016-04-24,3:30p,Golden State Warriors,121,Houston Rockets,94,,18200,,1
2016-04-25,7:00p,Miami Heat,85,Charlotte Hornets,89,,19156,,1
2016-04-25,8:00p,Dallas Mavericks,104,Oklahoma City Thunder,118,,18203,,1
2016-04-25,10:30p,Los Angeles Clippers,84,Portland Trail Blazers,98,,19607,,1
2016-04-26,8:30p,Boston Celtics,83,Atlanta Hawks,110,,18987,,1
2016-04-26,6:00p,Indiana Pacers,99,Toronto Raptors,102,,19800,,1
2016-04-27,10:30p,Houston Rockets,81,Golden State Warriors,114,,19596,,1
2016-04-27,10:00p,Portland Trail Blazers,108,Los Angeles Clippers,98,,19060,,1
2016-04-27,8:00p,Charlotte Hornets,90,Miami Heat,88,,19685,,1
2016-04-28,8:00p,Atlanta Hawks,104,Boston Celtics,92,,18624,,1
2016-04-29,7:30p,Toronto Raptors,83,Indiana Pacers,101,,18165,,1
2016-04-29,8:00p,Miami Heat,97,Charlotte Hornets,90,,19636,,1
2016-04-29,10:30p,Los Angeles Clippers,103,Portland Trail Blazers,106,,19768,,1
2016-04-30,8:30p,Oklahoma City Thunder,92,San Antonio Spurs,124,,18418,,1
2016-05-01,1:00p,Charlotte Hornets,73,Miami Heat,106,,19868,,1
2016-05-01,3:30p,Portland Trail Blazers,106,Golden State Warriors,118,,19596,,1
2016-05-01,8:00p,Indiana Pacers,84,Toronto Raptors,89,,20669,,1
2016-05-02,9:30p,Oklahoma City Thunder,98,San Antonio Spurs,97,,18418,,1
2016-05-02,7:00p,Atlanta Hawks,93,Cleveland Cavaliers,104,,20562,,1
2016-05-03,8:00p,Miami Heat,102,Toronto Raptors,96,OT,19800,,1
2016-05-03,10:30p,Portland Trail Blazers,99,Golden State Warriors,110,,19596,,1
2016-05-04,8:00p,Atlanta Hawks,98,Cleveland Cavaliers,123,,20562,,1
2016-05-05,8:00p,Miami Heat,92,Toronto Raptors,96,OT,20906,,1
2016-05-06,7:00p,Cleveland Cavaliers,121,Atlanta Hawks,108,,19089,,1
2016-05-06,9:30p,San Antonio Spurs,100,Oklahoma City Thunder,96,,18203,,1
2016-05-07,5:00p,Toronto Raptors,95,Miami Heat,91,,19675,,1
2016-05-07,8:30p,Golden State Warriors,108,Portland Trail Blazers,120,,19673,,1
2016-05-08,3:30p,Cleveland Cavaliers,100,Atlanta Hawks,99,,19031,,1
2016-05-08,8:00p,San Antonio Spurs,97,Oklahoma City Thunder,111,,18203,,1
2016-05-09,10:30p,Golden State Warriors,132,Portland Trail Blazers,125,OT,19583,,1
2016-05-09,8:00p,Toronto Raptors,87,Miami Heat,94,OT,19600,,1
2016-05-10,8:00p,Oklahoma City Thunder,95,San Antonio Spurs,91,,18418,,1
2016-05-11,8:00p,Miami Heat,91,Toronto Raptors,99,,20155,,1
2016-05-11,10:30p,Portland Trail Blazers,121,Golden State Warriors,125,,19596,,1
2016-05-12,8:30p,San Antonio Spurs,99,Oklahoma City Thunder,113,,18203,,1
2016-05-13,8:00p,Toronto Raptors,91,Miami Heat,103,,19757,,1
2016-05-15,3:30p,Miami Heat,89,Toronto Raptors,116,,20257,,1
2016-05-16,9:00p,Oklahoma City Thunder,108,Golden State Warriors,102,,19596,,1
2016-05-17,8:30p,Toronto Raptors,84,Cleveland Cavaliers,115,,20562,,1
2016-05-18,9:00p,Oklahoma City Thunder,91,Golden State Warriors,118,,19596,,1
2016-05-19,8:30p,Toronto Raptors,89,Cleveland Cavaliers,108,,20562,,1
2016-05-21,8:30p,Cleveland Cavaliers,84,Toronto Raptors,99,,20207,,1
2016-05-22,8:00p,Golden State Warriors,105,Oklahoma City Thunder,133,,18203,,1
2016-05-23,8:30p,Cleveland Cavaliers,99,Toronto Raptors,105,,20367,,1
2016-05-24,9:00p,Golden State Warriors,94,Oklahoma City Thunder,118,,18203,,1
2016-05-25,8:30p,Toronto Raptors,78,Cleveland Cavaliers,116,,20562,,1
2016-05-26,9:00p,Oklahoma City Thunder,111,Golden State Warriors,120,,19596,,1
2016-05-27,8:30p,Cleveland Cavaliers,113,Toronto Raptors,87,,20605,,1
2016-05-28,9:00p,Golden State Warriors,108,Oklahoma City Thunder,101,,18203,,1
2016-05-30,9:00p,Oklahoma City Thunder,88,Golden State Warriors,96,,19596,,1
2016-06-02,9:00p,Cleveland Cavaliers,89,Golden State Warriors,104,,19596,,1
2016-06-05,8:00p,Cleveland Cavaliers,77,Golden State Warriors,110,,19596,,1
2016-06-08,9:00p,Golden State Warriors,90,Cleveland Cavaliers,120,,20562,,1
2016-06-10,9:00p,Golden State Warriors,108,Cleveland Cavaliers,97,,20562,,1
