date,start_et,team_away,pts_away,team_home,pts_home,overtime,n_attending,notes,is_playoffs
2015-12-10,7:30p,Philadelphia 76ers,91,Brooklyn Nets,100,,13266,,0
2015-12-10,8:00p,Los Angeles Clippers,80,Chicago Bulls,83,,21491,,0
2015-12-10,8:00p,Atlanta Hawks,94,Oklahoma City Thunder,107,,18203,,0
2015-12-10,10:30p,New York Knicks,97,Sacramento Kings,99,,17317,,0
2015-12-11,9:30p,Los Angeles Lakers,87,San Antonio Spurs,109,,18418,,0
2015-12-11,9:00p,Oklahoma City Thunder,94,Utah Jazz,90,,19911,,0
2015-12-11,9:00p,Minnesota Timberwolves,108,Denver Nuggets,111,OT,12533,,0
2015-12-11,8:00p,Washington Wizards,105,New Orleans Pelicans,107,,16875,,0
2015-12-11,8:00p,Charlotte Hornets,123,Memphis Grizzlies,99,,17111,,0
2015-12-11,9:30p,Portland Trail Blazers,106,Phoenix Suns,96,,17028,,0
2015-12-11,7:30p,Golden State Warriors,124,Boston Celtics,119,2OT,18624,,0
2015-12-11,7:00p,Detroit Pistons,107,Philadelphia 76ers,95,,17239,,0
2015-12-11,7:00p,Cleveland Cavaliers,111,Orlando Magic,76,,17239,,0
2015-12-11,7:00p,Miami Heat,83,Indiana Pacers,96,,16184,,0
2015-12-11,7:30p,Milwaukee Bucks,83,Toronto Raptors,90,,19800,,0
2015-12-12,10:00p,New York Knicks,112,Portland Trail Blazers,110,,19511,,0
2015-12-12,8:30p,Golden State Warriors,95,Milwaukee Bucks,108,,18717,,0
2015-12-12,8:30p,Washington Wizards,114,Dallas Mavericks,111,,20088,,0
2015-12-12,8:00p,New Orleans Pelicans,94,Chicago Bulls,98,,21605,,0
2015-12-12,8:00p,Los Angeles Lakers,97,Houston Rockets,126,,18456,,0
2015-12-12,7:30p,Indiana Pacers,96,Detroit Pistons,118,,14858,,0
2015-12-12,7:00p,Boston Celtics,98,Charlotte Hornets,93,,18490,,0
2015-12-12,5:00p,Los Angeles Clippers,105,Brooklyn Nets,100,,15689,,0
2015-12-12,8:00p,San Antonio Spurs,103,Atlanta Hawks,78,,17752,,0
2015-12-13,3:30p,Minnesota Timberwolves,101,Phoenix Suns,108,,16919,,0
2015-12-13,6:00p,Memphis Grizzlies,97,Miami Heat,100,,19813,,0
2015-12-13,6:00p,Philadelphia 76ers,76,Toronto Raptors,96,,19800,,0
2015-12-13,7:00p,Utah Jazz,98,Oklahoma City Thunder,104,OT,18203,,0
2015-12-14,8:30p,Phoenix Suns,94,Dallas Mavericks,104,,19822,,0
2015-12-14,9:00p,Houston Rockets,108,Denver Nuggets,114,,12022,,0
2015-12-14,10:00p,New Orleans Pelicans,101,Portland Trail Blazers,105,,19231,,0
2015-12-14,8:00p,Washington Wizards,95,Memphis Grizzlies,112,,15397,,0
2015-12-14,8:30p,Utah Jazz,81,San Antonio Spurs,118,,18418,,0
2015-12-14,8:00p,Miami Heat,100,Atlanta Hawks,88,,15039,,0
2015-12-14,7:00p,Toronto Raptors,90,Indiana Pacers,106,,16598,,0
2015-12-14,8:00p,Philadelphia 76ers,96,Chicago Bulls,115,,21166,,0
2015-12-14,7:30p,Los Angeles Clippers,105,Detroit Pistons,103,OT,13525,,0
2015-12-14,7:30p,Orlando Magic,105,Brooklyn Nets,82,,12946,,0
2015-12-15,7:30p,Cleveland Cavaliers,89,Boston Celtics,77,,18624,,0
2015-12-15,8:00p,Denver Nuggets,112,Minnesota Timberwolves,100,,11323,,0
2015-12-15,10:00p,Houston Rockets,97,Sacramento Kings,107,,17317,,0
2015-12-15,10:30p,Milwaukee Bucks,95,Los Angeles Lakers,113,,18997,,0
2015-12-16,10:30p,Phoenix Suns,103,Golden State Warriors,128,,19596,,0
2015-12-16,9:00p,New Orleans Pelicans,104,Utah Jazz,94,,17899,,0
2015-12-16,8:30p,Washington Wizards,95,San Antonio Spurs,114,,18418,,0
2015-12-16,8:00p,Portland Trail Blazers,90,Oklahoma City Thunder,106,,18203,,0
2015-12-16,8:00p,Memphis Grizzlies,85,Chicago Bulls,98,,21032,,0
2015-12-16,7:30p,Boston Celtics,116,Detroit Pistons,119,,13120,,0
2015-12-16,7:30p,Minnesota Timberwolves,102,New York Knicks,107,,19812,,0
2015-12-16,7:30p,Miami Heat,104,Brooklyn Nets,98,,15113,,0
2015-12-16,10:30p,Milwaukee Bucks,90,Los Angeles Clippers,103,,19060,,0
2015-12-16,7:00p,Dallas Mavericks,81,Indiana Pacers,107,,14824,,0
2015-12-16,8:00p,Philadelphia 76ers,106,Atlanta Hawks,127,,14827,,0
2015-12-16,7:00p,Charlotte Hornets,98,Orlando Magic,113,,16019,,0
2015-12-17,10:30p,Houston Rockets,107,Los Angeles Lakers,87,,18997,,0
2015-12-17,7:00p,Toronto Raptors,99,Charlotte Hornets,109,OT,15817,,0
2015-12-17,8:00p,Oklahoma City Thunder,100,Cleveland Cavaliers,104,,20562,,0
2015-12-18,9:00p,Denver Nuggets,88,Utah Jazz,97,,19169,,0
2015-12-18,10:30p,New Orleans Pelicans,88,Phoenix Suns,104,,17227,,0
2015-12-18,10:30p,Milwaukee Bucks,112,Golden State Warriors,121,,19596,,0
2015-12-18,8:30p,Memphis Grizzlies,88,Dallas Mavericks,97,,20199,,0
2015-12-18,8:00p,Sacramento Kings,95,Minnesota Timberwolves,99,,12770,,0
2015-12-18,8:00p,Los Angeles Clippers,107,San Antonio Spurs,115,,18418,,0
2015-12-18,8:00p,Detroit Pistons,147,Chicago Bulls,144,4OT,21534,,0
2015-12-18,7:30p,Atlanta Hawks,109,Boston Celtics,101,,18624,,0
2015-12-18,7:00p,New York Knicks,107,Philadelphia 76ers,97,,17880,,0
2015-12-18,7:00p,Portland Trail Blazers,94,Orlando Magic,102,,17156,,0
2015-12-18,7:00p,Brooklyn Nets,97,Indiana Pacers,104,,16548,,0
2015-12-18,8:00p,Toronto Raptors,108,Miami Heat,94,,19600,,0
2015-12-19,8:00p,Los Angeles Clippers,97,Houston Rockets,107,,18212,,0
2015-12-19,5:00p,Los Angeles Lakers,78,Oklahoma City Thunder,118,,18203,,0
2015-12-19,7:00p,Charlotte Hornets,101,Washington Wizards,109,,16987,,0
2015-12-19,7:30p,Chicago Bulls,91,New York Knicks,107,,19812,,0
2015-12-19,8:00p,Indiana Pacers,84,Memphis Grizzlies,96,,18119,,0
2015-12-20,8:00p,New Orleans Pelicans,130,Denver Nuggets,125,,13857,,0
2015-12-20,6:00p,Sacramento Kings,104,Toronto Raptors,94,,19800,,0
2015-12-20,5:00p,Milwaukee Bucks,101,Phoenix Suns,95,,16859,,0
2015-12-20,6:00p,Atlanta Hawks,103,Orlando Magic,100,,16982,,0
2015-12-20,1:00p,Portland Trail Blazers,109,Miami Heat,116,,19600,,0
2015-12-20,1:00p,Minnesota Timberwolves,100,Brooklyn Nets,85,,14552,,0
2015-12-20,3:30p,Philadelphia 76ers,86,Cleveland Cavaliers,108,,20562,,0
2015-12-21,10:30p,Oklahoma City Thunder,100,Los Angeles Clippers,99,,19415,,0
2015-12-21,8:30p,Indiana Pacers,92,San Antonio Spurs,106,,18418,,0
2015-12-21,8:00p,Charlotte Hornets,95,Houston Rockets,102,,18236,,0
2015-12-21,8:00p,Brooklyn Nets,105,Chicago Bulls,102,,21825,,0
2015-12-21,9:00p,Phoenix Suns,89,Utah Jazz,110,,19911,,0
2015-12-21,7:30p,Orlando Magic,107,New York Knicks,99,,19812,,0
2015-12-21,7:30p,Minnesota Timberwolves,99,Boston Celtics,113,,18624,,0
2015-12-21,7:00p,Sacramento Kings,99,Washington Wizards,113,,15124,,0
2015-12-21,8:00p,Portland Trail Blazers,97,Atlanta Hawks,106,,18373,,0
2015-12-22,7:00p,Memphis Grizzlies,104,Philadelphia 76ers,90,,15552,,0
2015-12-22,7:30p,Detroit Pistons,93,Miami Heat,92,,19901,,0
2015-12-22,7:30p,Dallas Mavericks,99,Toronto Raptors,103,,19800,,0
2015-12-22,9:00p,Los Angeles Lakers,111,Denver Nuggets,107,,19124,,0
2015-12-23,8:00p,San Antonio Spurs,108,Minnesota Timberwolves,83,,16788,,0
2015-12-23,10:30p,Oklahoma City Thunder,120,Los Angeles Lakers,85,,18997,,0
2015-12-23,10:30p,Utah Jazz,85,Golden State Warriors,103,,19596,,0
2015-12-23,9:00p,Denver Nuggets,104,Phoenix Suns,96,,17034,,0
2015-12-23,8:00p,Portland Trail Blazers,89,New Orleans Pelicans,115,,16686,,0
2015-12-23,8:00p,Philadelphia 76ers,100,Milwaukee Bucks,113,,15754,,0
2015-12-23,7:00p,Houston Rockets,101,Orlando Magic,104,,17061,,0
2015-12-23,7:30p,Dallas Mavericks,119,Brooklyn Nets,118,OT,15994,,0
2015-12-23,7:00p,Memphis Grizzlies,91,Washington Wizards,100,,15879,,0
2015-12-23,7:00p,Sacramento Kings,108,Indiana Pacers,106,,18165,,0
2015-12-23,7:00p,New York Knicks,84,Cleveland Cavaliers,91,,20562,,0
2015-12-23,7:00p,Boston Celtics,102,Charlotte Hornets,89,,19082,,0
2015-12-23,8:00p,Detroit Pistons,100,Atlanta Hawks,107,,17575,,0
2015-12-25,10:30p,Los Angeles Clippers,94,Los Angeles Lakers,84,,18997,,0
2015-12-25,8:00p,San Antonio Spurs,84,Houston Rockets,88,,18319,,0
2015-12-25,5:00p,Cleveland Cavaliers,83,Golden State Warriors,89,,19596,,0
2015-12-25,12:00p,New Orleans Pelicans,88,Miami Heat,94,OT,19845,,0
2015-12-25,2:30p,Chicago Bulls,105,Oklahoma City Thunder,96,,18203,,0
2015-12-26,8:00p,Indiana Pacers,102,Minnesota Timberwolves,88,,15076,,0
2015-12-26,9:00p,Los Angeles Clippers,109,Utah Jazz,104,,19911,,0
2015-12-26,9:00p,Philadelphia 76ers,111,Phoenix Suns,104,,17548,,0
2015-12-26,8:30p,Denver Nuggets,86,San Antonio Spurs,101,,18420,,0
2015-12-26,10:00p,Cleveland Cavaliers,76,Portland Trail Blazers,105,,19393,,0
2015-12-26,7:30p,Boston Celtics,99,Detroit Pistons,93,,18288,,0
2015-12-26,8:30p,Chicago Bulls,111,Dallas Mavericks,118,,20392,,0
2015-12-26,7:00p,Miami Heat,108,Orlando Magic,101,,18846,,0
2015-12-26,7:00p,Houston Rockets,108,New Orleans Pelicans,110,,18248,,0
2015-12-26,7:00p,Memphis Grizzlies,92,Charlotte Hornets,98,,19091,,0
2015-12-26,5:00p,Toronto Raptors,111,Milwaukee Bucks,90,,16329,,0
2015-12-26,4:00p,Washington Wizards,111,Brooklyn Nets,96,,17732,,0
2015-12-26,7:30p,New York Knicks,98,Atlanta Hawks,117,,19015,,0
2015-12-27,6:00p,Los Angeles Lakers,96,Memphis Grizzlies,112,,18119,,0
2015-12-27,7:00p,New York Knicks,91,Boston Celtics,100,,18624,,0
2015-12-27,7:00p,Denver Nuggets,112,Oklahoma City Thunder,122,,18203,,0
2015-12-27,9:00p,Portland Trail Blazers,98,Sacramento Kings,94,,17317,,0
2015-12-28,10:30p,Sacramento Kings,103,Golden State Warriors,122,,19596,,0
2015-12-28,9:00p,Philadelphia 76ers,91,Utah Jazz,95,,19911,,0
2015-12-28,9:00p,Cleveland Cavaliers,101,Phoenix Suns,97,,18319,,0
2015-12-28,8:30p,Minnesota Timberwolves,95,San Antonio Spurs,101,,18493,,0
2015-12-28,8:30p,Milwaukee Bucks,93,Dallas Mavericks,103,,20300,,0
2015-12-28,7:00p,Atlanta Hawks,87,Indiana Pacers,93,,18165,,0
2015-12-28,7:30p,Brooklyn Nets,111,Miami Heat,105,,19975,,0
2015-12-28,7:00p,Los Angeles Clippers,108,Washington Wizards,91,,20356,,0
2015-12-28,7:00p,New Orleans Pelicans,89,Orlando Magic,104,,17606,,0
2015-12-28,7:00p,Los Angeles Lakers,98,Charlotte Hornets,108,,19632,,0
2015-12-28,8:00p,Toronto Raptors,97,Chicago Bulls,104,,21898,,0
2015-12-29,9:00p,Cleveland Cavaliers,93,Denver Nuggets,87,,17523,,0
2015-12-29,8:00p,Milwaukee Bucks,123,Oklahoma City Thunder,131,,18203,,0
2015-12-29,7:30p,Detroit Pistons,96,New York Knicks,108,,19812,,0
2015-12-29,8:00p,Atlanta Hawks,121,Houston Rockets,115,,18211,,0
2015-12-29,8:00p,Miami Heat,90,Memphis Grizzlies,99,OT,18119,,0
2015-12-30,10:00p,Philadelphia 76ers,110,Sacramento Kings,105,,17317,,0
2015-12-30,10:00p,Denver Nuggets,103,Portland Trail Blazers,110,,19393,,0
2015-12-30,8:30p,Golden State Warriors,91,Dallas Mavericks,114,,20494,,0
2015-12-30,8:00p,Utah Jazz,80,Minnesota Timberwolves,94,,14326,,0
2015-12-30,8:30p,Phoenix Suns,79,San Antonio Spurs,112,,18418,,0
2015-12-30,7:30p,Washington Wizards,91,Toronto Raptors,94,,19800,,0
2015-12-30,7:30p,Los Angeles Lakers,112,Boston Celtics,104,,18624,,0
2015-12-30,7:00p,Brooklyn Nets,93,Orlando Magic,100,,18397,,0
2015-12-30,7:00p,Los Angeles Clippers,122,Charlotte Hornets,117,,19145,,0
2015-12-30,8:00p,Indiana Pacers,100,Chicago Bulls,102,OT,22206,,0
2015-12-31,6:00p,Minnesota Timberwolves,90,Detroit Pistons,115,,15475,,0
2015-12-31,6:00p,Milwaukee Bucks,120,Indiana Pacers,116,,16348,,0
2015-12-31,7:00p,Golden State Warriors,114,Houston Rockets,110,,18313,,0
2015-12-31,8:00p,Los Angeles Clippers,95,New Orleans Pelicans,89,,16920,,0
2015-12-31,8:00p,Phoenix Suns,106,Oklahoma City Thunder,110,,18203,,0
2015-12-31,9:00p,Portland Trail Blazers,96,Utah Jazz,109,,19380,,0
2016-01-01,10:30p,Philadelphia 76ers,84,Los Angeles Lakers,93,,18997,,0
2016-01-01,8:00p,New York Knicks,81,Chicago Bulls,108,,22443,,0
2016-01-01,7:00p,Orlando Magic,91,Washington Wizards,103,,16986,,0
2016-01-01,7:30p,Dallas Mavericks,82,Miami Heat,106,,19748,,0
2016-01-01,7:30p,Charlotte Hornets,94,Toronto Raptors,104,,19800,,0
2016-01-02,10:30p,Philadelphia 76ers,99,Los Angeles Clippers,130,,19212,,0
2016-01-02,9:00p,Memphis Grizzlies,87,Utah Jazz,92,OT,18455,,0
2016-01-02,8:30p,Houston Rockets,103,San Antonio Spurs,121,,18652,,0
2016-01-02,8:30p,New Orleans Pelicans,105,Dallas Mavericks,98,,20152,,0
2016-01-02,8:00p,Milwaukee Bucks,95,Minnesota Timberwolves,85,,14107,,0
2016-01-02,10:30p,Denver Nuggets,108,Golden State Warriors,111,OT,19596,,0
2016-01-02,7:00p,Detroit Pistons,82,Indiana Pacers,94,,18165,,0
2016-01-02,7:00p,Oklahoma City Thunder,109,Charlotte Hornets,90,,19387,,0
2016-01-02,5:00p,Phoenix Suns,119,Sacramento Kings,142,,17317,,0
2016-01-02,3:00p,Brooklyn Nets,100,Boston Celtics,97,,18624,,0
2016-01-02,7:30p,Orlando Magic,79,Cleveland Cavaliers,104,,20562,,0
2016-01-03,3:30p,Atlanta Hawks,97,New York Knicks,111,,19812,,0
2016-01-03,3:30p,Chicago Bulls,115,Toronto Raptors,113,,19800,,0
2016-01-03,6:00p,Miami Heat,97,Washington Wizards,75,,17793,,0
2016-01-03,9:00p,Portland Trail Blazers,112,Denver Nuggets,106,,11883,,0
2016-01-03,9:30p,Phoenix Suns,77,Los Angeles Lakers,97,,18997,,0
2016-01-04,8:00p,Sacramento Kings,116,Oklahoma City Thunder,104,,18203,,0
2016-01-04,10:30p,Charlotte Hornets,101,Golden State Warriors,111,,19596,,0
2016-01-04,10:00p,Memphis Grizzlies,91,Portland Trail Blazers,78,,18832,,0
2016-01-04,9:00p,Houston Rockets,93,Utah Jazz,91,,17912,,0
2016-01-04,8:00p,San Antonio Spurs,123,Milwaukee Bucks,98,,14718,,0
2016-01-04,7:00p,Toronto Raptors,100,Cleveland Cavaliers,122,,20562,,0
2016-01-04,7:30p,Orlando Magic,89,Detroit Pistons,115,,14301,,0
2016-01-04,7:30p,Boston Celtics,103,Brooklyn Nets,94,,15448,,0
2016-01-04,7:00p,Minnesota Timberwolves,99,Philadelphia 76ers,109,,14013,,0
2016-01-04,7:30p,Indiana Pacers,100,Miami Heat,103,OT,19874,,0
2016-01-05,8:00p,New York Knicks,107,Atlanta Hawks,101,,15082,,0
2016-01-05,8:00p,Milwaukee Bucks,106,Chicago Bulls,117,,21686,,0
2016-01-05,8:30p,Sacramento Kings,116,Dallas Mavericks,117,2OT,20059,,0
2016-01-05,10:30p,Golden State Warriors,109,Los Angeles Lakers,88,,18997,,0
2016-01-06,8:00p,Dallas Mavericks,100,New Orleans Pelicans,91,,15255,,0
2016-01-06,9:30p,Memphis Grizzlies,94,Oklahoma City Thunder,112,,18203,,0
2016-01-06,9:00p,Charlotte Hornets,102,Phoenix Suns,111,,16910,,0
2016-01-06,10:00p,Los Angeles Clippers,109,Portland Trail Blazers,98,,18598,,0
2016-01-06,8:00p,Denver Nuggets,78,Minnesota Timberwolves,74,,12059,,0
2016-01-06,8:30p,Utah Jazz,98,San Antonio Spurs,123,,18418,,0
2016-01-06,7:30p,Detroit Pistons,99,Boston Celtics,94,,18624,,0
2016-01-06,7:00p,Cleveland Cavaliers,121,Washington Wizards,115,,20356,,0
2016-01-06,7:00p,Indiana Pacers,95,Orlando Magic,86,,18846,,0
2016-01-06,7:00p,New York Knicks,98,Miami Heat,90,,19987,,0
2016-01-06,7:30p,Toronto Raptors,91,Brooklyn Nets,74,,14544,,0
2016-01-07,7:00p,Atlanta Hawks,126,Philadelphia 76ers,98,,12611,,0
2016-01-07,8:00p,Boston Celtics,92,Chicago Bulls,101,,21497,,0
2016-01-07,8:00p,Utah Jazz,94,Houston Rockets,103,,18155,,0
2016-01-07,10:30p,Los Angeles Lakers,115,Sacramento Kings,118,,17386,,0
2016-01-08,10:30p,Oklahoma City Thunder,117,Los Angeles Lakers,113,,18997,,0
2016-01-08,10:00p,Golden State Warriors,128,Portland Trail Blazers,108,,20035,,0
2016-01-08,9:30p,Miami Heat,103,Phoenix Suns,95,,16866,,0
2016-01-08,8:30p,New York Knicks,99,San Antonio Spurs,100,,18420,,0
2016-01-08,8:00p,Indiana Pacers,91,New Orleans Pelicans,86,,16895,,0
2016-01-08,7:30p,Orlando Magic,83,Brooklyn Nets,77,,13907,,0
2016-01-08,8:00p,Dallas Mavericks,95,Milwaukee Bucks,96,,16409,,0
2016-01-08,8:00p,Denver Nuggets,84,Memphis Grizzlies,91,,17499,,0
2016-01-08,7:00p,Toronto Raptors,97,Washington Wizards,88,,17064,,0
2016-01-08,8:00p,Cleveland Cavaliers,125,Minnesota Timberwolves,99,,16768,,0
2016-01-09,10:00p,Golden State Warriors,128,Sacramento Kings,116,,17317,,0
2016-01-09,9:00p,Miami Heat,83,Utah Jazz,98,,19911,,0
2016-01-09,7:30p,Toronto Raptors,108,Philadelphia 76ers,95,,14100,,0
2016-01-09,5:00p,Chicago Bulls,105,Atlanta Hawks,120,,19010,,0
2016-01-09,7:00p,Washington Wizards,105,Orlando Magic,99,,18058,,0
2016-01-09,3:30p,Charlotte Hornets,83,Los Angeles Clippers,97,,19060,,0
2016-01-09,7:30p,Brooklyn Nets,89,Detroit Pistons,103,,16406,,0
2016-01-10,9:30p,Utah Jazz,86,Los Angeles Lakers,74,,18997,,0
2016-01-10,9:00p,Oklahoma City Thunder,110,Portland Trail Blazers,115,,19393,,0
2016-01-10,8:00p,Charlotte Hornets,92,Denver Nuggets,95,,11343,,0
2016-01-10,7:00p,Indiana Pacers,103,Houston Rockets,107,OT,18133,,0
2016-01-10,7:30p,Milwaukee Bucks,88,New York Knicks,100,,19812,,0
2016-01-10,6:00p,Boston Celtics,98,Memphis Grizzlies,101,,17112,,0
2016-01-10,5:00p,Dallas Mavericks,93,Minnesota Timberwolves,87,,14363,,0
2016-01-10,3:30p,New Orleans Pelicans,111,Los Angeles Clippers,114,OT,19060,,0
2016-01-10,6:00p,Cleveland Cavaliers,95,Philadelphia 76ers,85,,19226,,0
2016-01-11,7:30p,San Antonio Spurs,106,Brooklyn Nets,79,,15214,,0
2016-01-11,8:00p,Washington Wizards,114,Chicago Bulls,100,,21409,,0
2016-01-11,10:30p,Miami Heat,103,Golden State Warriors,111,,19596,,0
2016-01-12,10:30p,New Orleans Pelicans,91,Los Angeles Lakers,95,,18997,,0
2016-01-12,8:30p,Cleveland Cavaliers,110,Dallas Mavericks,107,OT,20347,,0
2016-01-12,8:00p,Chicago Bulls,101,Milwaukee Bucks,106,,16867,,0
2016-01-12,8:00p,Oklahoma City Thunder,101,Minnesota Timberwolves,96,,14791,,0
2016-01-12,7:30p,Boston Celtics,114,New York Knicks,120,,19812,,0
2016-01-12,7:30p,San Antonio Spurs,109,Detroit Pistons,99,,14273,,0
2016-01-12,7:00p,Phoenix Suns,97,Indiana Pacers,116,,15284,,0
2016-01-12,8:00p,Houston Rockets,107,Memphis Grizzlies,91,,16044,,0
2016-01-13,7:00p,Atlanta Hawks,84,Charlotte Hornets,107,,15334,,0
2016-01-13,7:00p,Milwaukee Bucks,101,Washington Wizards,106,,16248,,0
2016-01-13,7:30p,New York Knicks,104,Brooklyn Nets,110,,17732,,0
2016-01-13,8:00p,Indiana Pacers,94,Boston Celtics,103,,18624,,0
2016-01-13,8:00p,Minnesota Timberwolves,104,Houston Rockets,107,,17115,,0
2016-01-13,8:00p,Dallas Mavericks,89,Oklahoma City Thunder,108,,18203,,0
2016-01-13,9:00p,Golden State Warriors,110,Denver Nuggets,112,,18004,,0
2016-01-13,10:00p,Utah Jazz,85,Portland Trail Blazers,99,,19393,,0
2016-01-13,10:00p,New Orleans Pelicans,109,Sacramento Kings,97,,17317,,0
2016-01-13,10:30p,Miami Heat,90,Los Angeles Clippers,104,,19194,,0
2016-01-14,9:00p,Sacramento Kings,103,Utah Jazz,101,,17894,,0
2016-01-14,8:00p,Cleveland Cavaliers,95,San Antonio Spurs,99,,18418,,0
2016-01-14,10:30p,Los Angeles Lakers,98,Golden State Warriors,116,,19596,,0
2016-01-14,7:00p,Chicago Bulls,115,Philadelphia 76ers,111,OT,14063,,0
2016-01-14,3:00p,Toronto Raptors,106,Orlando Magic,103,OT,18689,"at London, England",0
2016-01-14,8:00p,Detroit Pistons,101,Memphis Grizzlies,103,,15977,,0
2016-01-15,9:30p,Cleveland Cavaliers,91,Houston Rockets,77,,18320,,0
2016-01-15,8:00p,Charlotte Hornets,107,New Orleans Pelicans,109,,16876,,0
2016-01-15,8:00p,Atlanta Hawks,101,Milwaukee Bucks,108,OT,15144,,0
2016-01-15,8:00p,Dallas Mavericks,83,Chicago Bulls,77,,22056,,0
2016-01-15,9:00p,Miami Heat,98,Denver Nuggets,95,,15406,,0
2016-01-15,7:30p,Phoenix Suns,103,Boston Celtics,117,,18624,,0
2016-01-15,7:00p,Minnesota Timberwolves,93,Oklahoma City Thunder,113,,18203,,0
2016-01-15,7:00p,Washington Wizards,118,Indiana Pacers,104,,18165,,0
2016-01-15,7:30p,Portland Trail Blazers,116,Brooklyn Nets,104,,14749,,0
2016-01-16,7:00p,Milwaukee Bucks,105,Charlotte Hornets,92,,18288,,0
2016-01-16,7:30p,Brooklyn Nets,86,Atlanta Hawks,114,,17052,,0
2016-01-16,7:30p,Golden State Warriors,95,Detroit Pistons,113,,21584,,0
2016-01-16,7:30p,Portland Trail Blazers,89,Philadelphia 76ers,114,,15698,,0
2016-01-16,7:30p,Boston Celtics,119,Washington Wizards,117,,20356,,0
2016-01-16,8:00p,New York Knicks,95,Memphis Grizzlies,103,,18119,,0
2016-01-16,9:00p,Los Angeles Lakers,82,Utah Jazz,109,,19911,,0
2016-01-16,10:30p,Sacramento Kings,110,Los Angeles Clippers,103,,19191,,0
2016-01-17,8:00p,Indiana Pacers,126,Denver Nuggets,129,,11104,,0
2016-01-17,7:00p,Dallas Mavericks,83,San Antonio Spurs,112,,18418,,0
2016-01-17,9:30p,Houston Rockets,112,Los Angeles Lakers,95,,18997,,0
2016-01-17,3:30p,Phoenix Suns,87,Minnesota Timberwolves,117,,14330,,0
2016-01-17,7:00p,Miami Heat,74,Oklahoma City Thunder,99,,18203,,0
2016-01-18,1:00p,Philadelphia 76ers,113,New York Knicks,119,2OT,19812,,0
2016-01-18,8:00p,Golden State Warriors,132,Cleveland Cavaliers,98,,20562,,0
2016-01-18,7:30p,Brooklyn Nets,100,Toronto Raptors,112,,19800,,0
2016-01-18,5:00p,Orlando Magic,81,Atlanta Hawks,98,,17460,,0
2016-01-18,10:30p,Houston Rockets,132,Los Angeles Clippers,140,OT,19060,,0
2016-01-18,2:30p,New Orleans Pelicans,99,Memphis Grizzlies,101,,18119,,0
2016-01-18,2:00p,Portland Trail Blazers,108,Washington Wizards,98,,17236,,0
2016-01-18,2:00p,Utah Jazz,119,Charlotte Hornets,124,2OT,17459,,0
2016-01-18,3:30p,Chicago Bulls,111,Detroit Pistons,101,,18935,,0
2016-01-18,8:30p,Boston Celtics,113,Dallas Mavericks,118,OT,19866,,0
2016-01-19,7:30p,Milwaukee Bucks,91,Miami Heat,79,,19886,,0
2016-01-19,8:00p,Minnesota Timberwolves,99,New Orleans Pelicans,114,,14255,,0
2016-01-19,9:00p,Oklahoma City Thunder,110,Denver Nuggets,104,,12844,,0
2016-01-19,9:00p,Indiana Pacers,97,Phoenix Suns,94,,16802,,0
2016-01-20,8:00p,Detroit Pistons,123,Houston Rockets,114,,17203,,0
2016-01-20,10:30p,Atlanta Hawks,104,Portland Trail Blazers,98,,18783,,0
2016-01-20,10:30p,Sacramento Kings,112,Los Angeles Lakers,93,,18997,,0
2016-01-20,8:30p,Minnesota Timberwolves,94,Dallas Mavericks,106,OT,19621,,0
2016-01-20,8:00p,Charlotte Hornets,95,Oklahoma City Thunder,109,,18203,,0
2016-01-20,8:00p,Golden State Warriors,125,Chicago Bulls,94,,23152,,0
2016-01-20,7:30p,Utah Jazz,111,New York Knicks,118,OT,19812,,0
2016-01-20,7:30p,Cleveland Cavaliers,91,Brooklyn Nets,78,,17732,,0
2016-01-20,7:00p,Miami Heat,87,Washington Wizards,106,,17008,,0
2016-01-20,7:00p,Philadelphia 76ers,96,Orlando Magic,87,,17746,,0
2016-01-20,7:30p,Boston Celtics,109,Toronto Raptors,115,,19800,,0
2016-01-21,8:00p,Los Angeles Clippers,102,Cleveland Cavaliers,115,,20562,,0
2016-01-21,8:00p,Detroit Pistons,99,New Orleans Pelicans,115,,15281,,0
2016-01-21,9:00p,Memphis Grizzlies,102,Denver Nuggets,101,,16140,,0
2016-01-21,10:00p,Atlanta Hawks,88,Sacramento Kings,91,,17019,,0
2016-01-21,10:30p,San Antonio Spurs,117,Phoenix Suns,89,,16779,,0
2016-01-22,10:30p,San Antonio Spurs,108,Los Angeles Lakers,95,,18997,,0
2016-01-22,10:30p,Indiana Pacers,110,Golden State Warriors,122,,19596,,0
2016-01-22,8:30p,Oklahoma City Thunder,109,Dallas Mavericks,106,,20284,,0
2016-01-22,8:00p,Miami Heat,81,Toronto Raptors,101,,19800,,0
2016-01-22,7:00p,Charlotte Hornets,120,Orlando Magic,116,OT,18083,,0
2016-01-22,7:30p,Los Angeles Clippers,116,New York Knicks,88,,19812,,0
2016-01-22,7:30p,Utah Jazz,108,Brooklyn Nets,86,,12809,,0
2016-01-22,7:30p,Chicago Bulls,101,Boston Celtics,110,,18624,,0
2016-01-22,8:00p,Milwaukee Bucks,98,Houston Rockets,102,,17196,,0
2016-01-23,10:30p,Los Angeles Lakers,103,Portland Trail Blazers,121,,19728,,0
2016-01-23,10:30p,Indiana Pacers,97,Sacramento Kings,108,,17419,,0
2016-01-23,9:30p,Detroit Pistons,101,Denver Nuggets,104,,14646,,0
