date,start_et,team_away,pts_away,team_home,pts_home,overtime,n_attending,notes
2021-10-24,7:00p,Boston Celtics,107.0,Houston Rockets,97.0,,16069.0,
2021-10-24,4:00p,Charlotte Hornets,111.0,Brooklyn Nets,95.0,,17732.0,
2021-10-25,9:00p,Cleveland Cavaliers,99.0,Denver Nuggets,87.0,,14221.0,
2021-10-25,8:00p,New Orleans Pelicans,107.0,Minnesota Timberwolves,98.0,,14435.0,
2021-10-25,7:30p,Detroit Pistons,104.0,Atlanta Hawks,122.0,,14209.0,
2021-10-25,7:30p,Washington Wizards,90.0,Brooklyn Nets,104.0,,14487.0,
2021-10-25,10:30p,Portland Trail Blazers,86.0,Los Angeles Clippers,116.0,,15672.0,
2021-10-25,7:30p,Chicago Bulls,111.0,Toronto Raptors,108.0,,19800.0,
2021-10-25,7:00p,Milwaukee Bucks,119.0,Indiana Pacers,109.0,,10339.0,
2021-10-25,7:00p,Boston Celtics,140.0,Charlotte Hornets,129.0,OT,17238.0,
2021-10-25,7:30p,Orlando Magic,90.0,Miami Heat,107.0,,19600.0,
2021-10-26,7:30p,Philadelphia 76ers,99.0,New York Knicks,112.0,,15218.0,
2021-10-26,8:00p,Golden State Warriors,106.0,Oklahoma City Thunder,98.0,,0.0,
2021-10-26,8:30p,Los Angeles Lakers,125.0,San Antonio Spurs,121.0,OT,18354.0,
2021-10-26,8:30p,Houston Rockets,106.0,Dallas Mavericks,116.0,,19337.0,
2021-10-26,10:00p,Denver Nuggets,110.0,Utah Jazz,122.0,,18306.0,
2021-10-27,8:00p,Los Angeles Lakers,115.0,Oklahoma City Thunder,123.0,,15783.0,
2021-10-27,10:30p,Cleveland Cavaliers,92.0,Los Angeles Clippers,79.0,,13276.0,
2021-10-27,10:00p,Memphis Grizzlies,96.0,Portland Trail Blazers,116.0,,16241.0,
2021-10-27,10:00p,Sacramento Kings,110.0,Phoenix Suns,107.0,,14678.0,
2021-10-27,8:00p,Minnesota Timberwolves,113.0,Milwaukee Bucks,108.0,,17341.0,
2021-10-27,7:30p,Washington Wizards,116.0,Boston Celtics,107.0,,,
2021-10-27,7:30p,Indiana Pacers,100.0,Toronto Raptors,118.0,,19800.0,
2021-10-27,7:30p,Miami Heat,106.0,Brooklyn Nets,93.0,,17732.0,
2021-10-27,7:00p,Charlotte Hornets,120.0,Orlando Magic,111.0,,14082.0,
2021-10-27,7:30p,Atlanta Hawks,102.0,New Orleans Pelicans,99.0,,15541.0,
2021-10-28,7:00p,Atlanta Hawks,111.0,Washington Wizards,122.0,,13653.0,
2021-10-28,7:00p,Detroit Pistons,102.0,Philadelphia 76ers,110.0,,20017.0,
2021-10-28,8:00p,Utah Jazz,122.0,Houston Rockets,91.0,,15858.0,
2021-10-28,8:00p,New York Knicks,104.0,Chicago Bulls,103.0,,20972.0,
2021-10-28,8:30p,San Antonio Spurs,99.0,Dallas Mavericks,104.0,,19228.0,
2021-10-28,10:00p,Memphis Grizzlies,104.0,Golden State Warriors,101.0,OT,18064.0,
2021-10-29,10:00p,Los Angeles Clippers,92.0,Portland Trail Blazers,111.0,,16510.0,
2021-10-29,10:30p,Cleveland Cavaliers,101.0,Los Angeles Lakers,113.0,,18997.0,
2021-10-29,8:00p,Sacramento Kings,113.0,New Orleans Pelicans,109.0,,17507.0,
2021-10-29,10:00p,Dallas Mavericks,75.0,Denver Nuggets,106.0,,18315.0,
2021-10-29,7:30p,Charlotte Hornets,99.0,Miami Heat,114.0,,19600.0,
2021-10-29,7:00p,Orlando Magic,109.0,Toronto Raptors,110.0,,19800.0,
2021-10-29,7:30p,Indiana Pacers,98.0,Brooklyn Nets,105.0,,16139.0,
2021-10-30,8:30p,Oklahoma City Thunder,82.0,Golden State Warriors,103.0,,18064.0,
2021-10-30,5:00p,Boston Celtics,112.0,Washington Wizards,115.0,2OT,15813.0,
2021-10-30,7:00p,Orlando Magic,103.0,Detroit Pistons,110.0,,11423.0,
2021-10-30,7:00p,New York Knicks,123.0,New Orleans Pelicans,117.0,,16508.0,
2021-10-30,7:30p,Toronto Raptors,97.0,Indiana Pacers,94.0,,10578.0,
2021-10-30,7:30p,Atlanta Hawks,94.0,Philadelphia 76ers,122.0,,20031.0,
2021-10-30,8:00p,Utah Jazz,99.0,Chicago Bulls,107.0,,20668.0,
2021-10-30,8:00p,Miami Heat,129.0,Memphis Grizzlies,103.0,,15989.0,
2021-10-30,8:00p,San Antonio Spurs,102.0,Milwaukee Bucks,93.0,,17341.0,
2021-10-30,9:00p,Denver Nuggets,93.0,Minnesota Timberwolves,91.0,,17136.0,
2021-10-30,10:00p,Cleveland Cavaliers,92.0,Phoenix Suns,101.0,,14516.0,
2021-10-31,10:30p,Houston Rockets,85.0,Los Angeles Lakers,95.0,,16448.0,
2021-10-31,7:00p,Utah Jazz,107.0,Milwaukee Bucks,95.0,,17341.0,
2021-10-31,7:30p,Detroit Pistons,91.0,Brooklyn Nets,117.0,,13507.0,
2021-10-31,3:30p,Sacramento Kings,99.0,Dallas Mavericks,105.0,,19231.0,
2021-10-31,7:00p,Portland Trail Blazers,113.0,Charlotte Hornets,125.0,,14960.0,
2021-11-01,10:30p,Oklahoma City Thunder,94.0,Los Angeles Clippers,99.0,,13722.0,
2021-11-01,8:00p,Denver Nuggets,97.0,Memphis Grizzlies,106.0,,12683.0,
2021-11-01,8:00p,Orlando Magic,115.0,Minnesota Timberwolves,97.0,,14744.0,
2021-11-01,7:30p,Toronto Raptors,113.0,New York Knicks,104.0,,16528.0,
2021-11-01,7:00p,Cleveland Cavaliers,113.0,Charlotte Hornets,110.0,,13889.0,
2021-11-01,7:30p,Washington Wizards,111.0,Atlanta Hawks,118.0,,14632.0,
2021-11-01,7:00p,Portland Trail Blazers,103.0,Philadelphia 76ers,113.0,,20115.0,
2021-11-01,7:00p,San Antonio Spurs,118.0,Indiana Pacers,131.0,,10227.0,
2021-11-01,7:30p,Chicago Bulls,128.0,Boston Celtics,114.0,,19156.0,
2021-11-02,7:00p,Milwaukee Bucks,117.0,Detroit Pistons,89.0,,9254.0,
2021-11-02,7:30p,Miami Heat,125.0,Dallas Mavericks,110.0,,19255.0,
2021-11-02,9:00p,Sacramento Kings,113.0,Utah Jazz,119.0,,18306.0,
2021-11-02,10:00p,New Orleans Pelicans,100.0,Phoenix Suns,112.0,,14323.0,
2021-11-02,10:30p,Houston Rockets,117.0,Los Angeles Lakers,119.0,,18997.0,
2021-11-03,8:00p,Los Angeles Clippers,126.0,Minnesota Timberwolves,115.0,,15386.0,
2021-11-03,8:30p,Dallas Mavericks,109.0,San Antonio Spurs,108.0,,16356.0,
2021-11-03,7:00p,Toronto Raptors,109.0,Washington Wizards,100.0,,13538.0,
2021-11-03,10:00p,New Orleans Pelicans,99.0,Sacramento Kings,112.0,,0.0,
2021-11-03,10:00p,Charlotte Hornets,92.0,Golden State Warriors,114.0,,18064.0,
2021-11-03,8:00p,Denver Nuggets,106.0,Memphis Grizzlies,108.0,,12977.0,
2021-11-03,7:00p,Boston Celtics,92.0,Orlando Magic,79.0,,12735.0,
2021-11-03,7:00p,Chicago Bulls,98.0,Philadelphia 76ers,103.0,,20438.0,
2021-11-03,7:00p,New York Knicks,98.0,Indiana Pacers,111.0,,11607.0,
2021-11-03,7:00p,Portland Trail Blazers,104.0,Cleveland Cavaliers,107.0,,16231.0,
2021-11-03,7:30p,Atlanta Hawks,108.0,Brooklyn Nets,117.0,,17323.0,
2021-11-04,7:00p,Philadelphia 76ers,109.0,Detroit Pistons,98.0,,8702.0,
2021-11-04,7:30p,Utah Jazz,116.0,Atlanta Hawks,98.0,,16590.0,
2021-11-04,7:30p,Boston Celtics,95.0,Miami Heat,78.0,,19600.0,
2021-11-04,10:00p,Houston Rockets,111.0,Phoenix Suns,123.0,,15058.0,
2021-11-04,10:30p,Oklahoma City Thunder,107.0,Los Angeles Lakers,104.0,,18997.0,
2021-11-05,10:00p,Charlotte Hornets,110.0,Sacramento Kings,140.0,,14905.0,
2021-11-05,10:00p,Indiana Pacers,106.0,Portland Trail Blazers,110.0,,16841.0,
2021-11-05,8:00p,Los Angeles Clippers,104.0,Minnesota Timberwolves,84.0,,17136.0,
2021-11-05,7:30p,Cleveland Cavaliers,102.0,Toronto Raptors,101.0,,19800.0,
2021-11-05,10:00p,New Orleans Pelicans,85.0,Golden State Warriors,126.0,,18064.0,
2021-11-05,7:00p,Memphis Grizzlies,87.0,Washington Wizards,115.0,,16302.0,
2021-11-05,7:00p,San Antonio Spurs,102.0,Orlando Magic,89.0,,14101.0,
2021-11-05,7:00p,Brooklyn Nets,96.0,Detroit Pistons,90.0,,14235.0,
2021-11-05,7:30p,New York Knicks,113.0,Milwaukee Bucks,98.0,,17341.0,
2021-11-06,10:30p,Los Angeles Lakers,90.0,Portland Trail Blazers,105.0,,19393.0,
2021-11-06,8:30p,Boston Celtics,104.0,Dallas Mavericks,107.0,,20052.0,
2021-11-06,10:00p,Atlanta Hawks,117.0,Phoenix Suns,121.0,,15412.0,
2021-11-06,7:30p,Utah Jazz,115.0,Miami Heat,118.0,,19600.0,
2021-11-06,5:00p,Houston Rockets,94.0,Denver Nuggets,95.0,,16046.0,
2021-11-06,8:00p,Philadelphia 76ers,114.0,Chicago Bulls,105.0,,20936.0,
2021-11-07,8:30p,Houston Rockets,107.0,Golden State Warriors,120.0,,18064.0,
2021-11-07,3:30p,Brooklyn Nets,116.0,Toronto Raptors,103.0,,19800.0,
2021-11-07,6:00p,Cleveland Cavaliers,126.0,New York Knicks,109.0,,19040.0,
2021-11-07,6:00p,Utah Jazz,100.0,Orlando Magic,107.0,,13386.0,
2021-11-07,6:00p,Indiana Pacers,94.0,Sacramento Kings,91.0,,12993.0,
2021-11-07,6:00p,Milwaukee Bucks,94.0,Washington Wizards,101.0,,15570.0,
2021-11-07,7:00p,San Antonio Spurs,94.0,Oklahoma City Thunder,99.0,,12972.0,
2021-11-07,9:00p,Charlotte Hornets,106.0,Los Angeles Clippers,120.0,,15781.0,
2021-11-08,10:00p,Atlanta Hawks,113.0,Golden State Warriors,127.0,,18064.0,
2021-11-08,10:00p,Phoenix Suns,109.0,Sacramento Kings,104.0,,13566.0,
2021-11-08,9:00p,Miami Heat,96.0,Denver Nuggets,113.0,,15577.0,
2021-11-08,10:30p,Charlotte Hornets,123.0,Los Angeles Lakers,126.0,OT,18997.0,
2021-11-08,8:00p,Minnesota Timberwolves,118.0,Memphis Grizzlies,125.0,OT,12416.0,
2021-11-08,8:00p,Brooklyn Nets,95.0,Chicago Bulls,118.0,,19459.0,
2021-11-08,7:00p,New York Knicks,103.0,Philadelphia 76ers,96.0,,20224.0,
2021-11-08,8:30p,New Orleans Pelicans,92.0,Dallas Mavericks,108.0,,19231.0,
2021-11-09,7:30p,Milwaukee Bucks,118.0,Philadelphia 76ers,109.0,,20029.0,
2021-11-09,9:00p,Atlanta Hawks,98.0,Utah Jazz,110.0,,18306.0,
2021-11-09,10:00p,Portland Trail Blazers,109.0,Los Angeles Clippers,117.0,,14131.0,
2021-11-10,10:00p,Miami Heat,117.0,Los Angeles Lakers,120.0,OT,18997.0,
2021-11-10,9:00p,Portland Trail Blazers,109.0,Phoenix Suns,119.0,,15672.0,
2021-11-10,9:00p,Indiana Pacers,98.0,Denver Nuggets,101.0,,15232.0,
2021-11-10,8:30p,Sacramento Kings,117.0,San Antonio Spurs,136.0,,15065.0,
2021-11-10,8:00p,Oklahoma City Thunder,108.0,New Orleans Pelicans,100.0,,15355.0,
2021-11-10,8:00p,Charlotte Hornets,118.0,Memphis Grizzlies,108.0,,13880.0,
2021-11-10,10:00p,Minnesota Timberwolves,110.0,Golden State Warriors,123.0,,18064.0,
2021-11-10,7:30p,Milwaukee Bucks,112.0,New York Knicks,100.0,,18027.0,
2021-11-10,7:30p,Detroit Pistons,112.0,Houston Rockets,104.0,,15350.0,
2021-11-10,7:30p,Toronto Raptors,88.0,Boston Celtics,104.0,,19156.0,
2021-11-10,7:00p,Brooklyn Nets,123.0,Orlando Magic,90.0,,13882.0,
2021-11-10,7:00p,Washington Wizards,97.0,Cleveland Cavaliers,94.0,,18056.0,
2021-11-10,8:00p,Dallas Mavericks,107.0,Chicago Bulls,117.0,,20910.0,
2021-11-11,7:00p,Toronto Raptors,115.0,Philadelphia 76ers,109.0,,20112.0,
2021-11-11,9:00p,Indiana Pacers,111.0,Utah Jazz,100.0,,18306.0,
2021-11-11,10:30p,Miami Heat,109.0,Los Angeles Clippers,112.0,,16150.0,
2021-11-12,10:30p,Minnesota Timberwolves,107.0,Los Angeles Lakers,83.0,,18997.0,
2021-11-12,10:00p,Chicago Bulls,93.0,Golden State Warriors,119.0,,18064.0,
2021-11-12,9:00p,Atlanta Hawks,96.0,Denver Nuggets,105.0,,16849.0,
2021-11-12,8:30p,Dallas Mavericks,123.0,San Antonio Spurs,109.0,,13425.0,
2021-11-12,8:00p,Sacramento Kings,103.0,Oklahoma City Thunder,105.0,,12881.0,
2021-11-12,7:30p,Detroit Pistons,78.0,Cleveland Cavaliers,98.0,,17095.0,
2021-11-12,8:00p,Phoenix Suns,119.0,Memphis Grizzlies,94.0,,15886.0,
2021-11-12,8:00p,Portland Trail Blazers,104.0,Houston Rockets,92.0,,15468.0,
2021-11-12,7:30p,Milwaukee Bucks,113.0,Boston Celtics,122.0,OT,19156.0,
2021-11-12,7:00p,New York Knicks,96.0,Charlotte Hornets,104.0,,19257.0,
2021-11-12,8:00p,Brooklyn Nets,120.0,New Orleans Pelicans,112.0,,14650.0,
2021-11-13,8:00p,Boston Celtics,89.0,Cleveland Cavaliers,91.0,,19432.0,
2021-11-13,10:30p,Minnesota Timberwolves,102.0,Los Angeles Clippers,129.0,,15285.0,
2021-11-13,7:30p,Detroit Pistons,127.0,Toronto Raptors,121.0,,19800.0,
2021-11-13,7:00p,Washington Wizards,104.0,Orlando Magic,92.0,,17272.0,
2021-11-13,7:00p,Memphis Grizzlies,101.0,New Orleans Pelicans,112.0,,14358.0,
2021-11-13,7:00p,Philadelphia 76ers,113.0,Indiana Pacers,118.0,,14483.0,
2021-11-13,5:00p,Miami Heat,111.0,Utah Jazz,105.0,,18306.0,
2021-11-14,3:30p,San Antonio Spurs,106.0,Los Angeles Lakers,114.0,,18997.0,
2021-11-14,6:00p,Milwaukee Bucks,100.0,Atlanta Hawks,120.0,,16901.0,
2021-11-14,7:00p,Golden State Warriors,102.0,Charlotte Hornets,106.0,,19559.0,
2021-11-14,7:00p,Phoenix Suns,115.0,Houston Rockets,89.0,,16088.0,
2021-11-14,7:00p,Brooklyn Nets,120.0,Oklahoma City Thunder,96.0,,15080.0,
2021-11-14,8:00p,Portland Trail Blazers,95.0,Denver Nuggets,124.0,,14583.0,
2021-11-14,9:30p,Chicago Bulls,100.0,Los Angeles Clippers,90.0,,17899.0,
2021-11-15,10:30p,Chicago Bulls,121.0,Los Angeles Lakers,103.0,,18997.0,
2021-11-15,10:00p,Toronto Raptors,113.0,Portland Trail Blazers,118.0,,16142.0,
2021-11-15,8:00p,Phoenix Suns,99.0,Minnesota Timberwolves,96.0,,16274.0,
2021-11-15,8:00p,Houston Rockets,102.0,Memphis Grizzlies,136.0,,11482.0,
2021-11-15,8:00p,Denver Nuggets,101.0,Dallas Mavericks,111.0,,19797.0,
2021-11-15,8:00p,Miami Heat,103.0,Oklahoma City Thunder,90.0,,12330.0,
2021-11-15,7:30p,Orlando Magic,111.0,Atlanta Hawks,129.0,,13061.0,
2021-11-15,7:00p,New Orleans Pelicans,100.0,Washington Wizards,105.0,,13914.0,
2021-11-15,7:00p,Sacramento Kings,129.0,Detroit Pistons,107.0,,10092.0,
2021-11-15,7:00p,Boston Celtics,98.0,Cleveland Cavaliers,92.0,,17186.0,
2021-11-15,7:30p,Indiana Pacers,84.0,New York Knicks,92.0,,16792.0,
2021-11-16,7:30p,Golden State Warriors,117.0,Brooklyn Nets,99.0,,17732.0,
2021-11-16,10:00p,Philadelphia 76ers,85.0,Utah Jazz,120.0,,18306.0,
2021-11-16,10:30p,San Antonio Spurs,92.0,Los Angeles Clippers,106.0,,13298.0,
2021-11-17,10:00p,Chicago Bulls,107.0,Portland Trail Blazers,112.0,,17492.0,
2021-11-17,10:00p,Dallas Mavericks,98.0,Phoenix Suns,105.0,,14838.0,
2021-11-17,8:00p,Houston Rockets,89.0,Oklahoma City Thunder,101.0,,12066.0,
2021-11-17,8:00p,Sacramento Kings,97.0,Minnesota Timberwolves,107.0,,13108.0,
2021-11-17,7:30p,Orlando Magic,104.0,New York Knicks,98.0,,16680.0,
2021-11-17,7:30p,Boston Celtics,99.0,Atlanta Hawks,110.0,,16445.0,
2021-11-17,7:30p,New Orleans Pelicans,98.0,Miami Heat,113.0,,19600.0,
2021-11-17,7:30p,Cleveland Cavaliers,99.0,Brooklyn Nets,109.0,,16922.0,
2021-11-17,7:00p,Indiana Pacers,89.0,Detroit Pistons,97.0,,11457.0,
2021-11-17,7:00p,Washington Wizards,87.0,Charlotte Hornets,97.0,,14402.0,
2021-11-17,7:30p,Los Angeles Lakers,102.0,Milwaukee Bucks,109.0,,17341.0,
2021-11-18,9:00p,Philadelphia 76ers,103.0,Denver Nuggets,89.0,,14547.0,
2021-11-18,8:00p,San Antonio Spurs,90.0,Minnesota Timberwolves,115.0,,13572.0,
2021-11-18,9:00p,Toronto Raptors,103.0,Utah Jazz,119.0,,18306.0,
2021-11-18,7:30p,Washington Wizards,97.0,Miami Heat,112.0,,19600.0,
2021-11-18,7:30p,Golden State Warriors,104.0,Cleveland Cavaliers,89.0,,19432.0,
2021-11-18,8:00p,Los Angeles Clippers,108.0,Memphis Grizzlies,120.0,,13419.0,
2021-11-19,10:00p,Dallas Mavericks,104.0,Phoenix Suns,112.0,,17071.0,
2021-11-19,9:00p,Chicago Bulls,114.0,Denver Nuggets,108.0,,19520.0,
2021-11-19,8:00p,Los Angeles Clippers,81.0,New Orleans Pelicans,94.0,,15274.0,
2021-11-19,8:00p,Oklahoma City Thunder,89.0,Milwaukee Bucks,96.0,,17341.0,
2021-11-19,10:00p,Toronto Raptors,108.0,Sacramento Kings,89.0,,13159.0,
2021-11-19,7:30p,Los Angeles Lakers,108.0,Boston Celtics,130.0,,19156.0,
2021-11-19,7:00p,Golden State Warriors,105.0,Detroit Pistons,102.0,,20088.0,
2021-11-19,7:00p,Indiana Pacers,118.0,Charlotte Hornets,121.0,,16787.0,
2021-11-19,7:30p,Orlando Magic,113.0,Brooklyn Nets,115.0,,16966.0,
2021-11-20,5:00p,Houston Rockets,99.0,New York Knicks,106.0,,19812.0,
2021-11-20,7:00p,New Orleans Pelicans,94.0,Indiana Pacers,111.0,,15081.0,
2021-11-20,7:00p,Miami Heat,100.0,Washington Wizards,103.0,,20476.0,
2021-11-20,7:30p,Charlotte Hornets,105.0,Atlanta Hawks,115.0,,17320.0,
2021-11-20,7:30p,Oklahoma City Thunder,105.0,Boston Celtics,111.0,,19156.0,
2021-11-20,8:00p,Orlando Magic,108.0,Milwaukee Bucks,117.0,,17341.0,
2021-11-20,8:00p,Memphis Grizzlies,95.0,Minnesota Timberwolves,138.0,,17136.0,
2021-11-20,10:00p,Philadelphia 76ers,111.0,Portland Trail Blazers,118.0,,17027.0,
2021-11-20,10:00p,Utah Jazz,123.0,Sacramento Kings,105.0,,13180.0,
2021-11-21,8:30p,Toronto Raptors,104.0,Golden State Warriors,119.0,,18064.0,
2021-11-21,8:00p,Denver Nuggets,97.0,Phoenix Suns,126.0,,16072.0,
2021-11-21,6:00p,Los Angeles Lakers,121.0,Detroit Pistons,116.0,,15532.0,
2021-11-21,3:30p,Dallas Mavericks,91.0,Los Angeles Clippers,97.0,,17149.0,
2021-11-21,8:00p,New York Knicks,103.0,Chicago Bulls,109.0,,21813.0,
2021-11-22,9:00p,Memphis Grizzlies,119.0,Utah Jazz,118.0,,18306.0,
2021-11-22,10:00p,Philadelphia 76ers,102.0,Sacramento Kings,94.0,,13948.0,
2021-11-22,8:30p,Phoenix Suns,115.0,San Antonio Spurs,111.0,,14715.0,
2021-11-22,8:00p,Orlando Magic,92.0,Milwaukee Bucks,123.0,,17341.0,
2021-11-22,8:00p,Minnesota Timberwolves,110.0,New Orleans Pelicans,96.0,,15689.0,
2021-11-22,7:30p,Houston Rockets,90.0,Boston Celtics,108.0,,19156.0,
2021-11-22,7:30p,Oklahoma City Thunder,101.0,Atlanta Hawks,113.0,,15806.0,
2021-11-22,7:00p,Charlotte Hornets,109.0,Washington Wizards,103.0,,16575.0,
2021-11-22,7:00p,Brooklyn Nets,117.0,Cleveland Cavaliers,112.0,,17387.0,
2021-11-22,8:00p,Indiana Pacers,109.0,Chicago Bulls,77.0,,21586.0,
2021-11-23,7:00p,Miami Heat,100.0,Detroit Pistons,92.0,,13123.0,
2021-11-23,7:30p,Los Angeles Lakers,100.0,New York Knicks,106.0,,19812.0,
2021-11-23,10:00p,Denver Nuggets,100.0,Portland Trail Blazers,119.0,,17052.0,
2021-11-23,10:30p,Dallas Mavericks,112.0,Los Angeles Clippers,104.0,OT,17067.0,
2021-11-24,8:00p,Utah Jazz,110.0,Oklahoma City Thunder,104.0,,14081.0,
2021-11-24,8:30p,Atlanta Hawks,124.0,San Antonio Spurs,106.0,,13161.0,
2021-11-24,8:00p,Washington Wizards,102.0,New Orleans Pelicans,127.0,,14659.0,
2021-11-24,10:00p,Portland Trail Blazers,121.0,Sacramento Kings,125.0,,14997.0,
2021-11-24,10:00p,Philadelphia 76ers,96.0,Golden State Warriors,116.0,,18064.0,
2021-11-24,8:00p,Miami Heat,101.0,Minnesota Timberwolves,113.0,,17136.0,
2021-11-24,7:00p,Phoenix Suns,120.0,Cleveland Cavaliers,115.0,,18055.0,
2021-11-24,8:00p,Toronto Raptors,126.0,Memphis Grizzlies,113.0,,15409.0,
2021-11-24,8:00p,Chicago Bulls,113.0,Houston Rockets,118.0,,16074.0,
2021-11-24,7:30p,Brooklyn Nets,123.0,Boston Celtics,104.0,,19156.0,
2021-11-24,7:00p,Charlotte Hornets,106.0,Orlando Magic,99.0,,16114.0,
2021-11-24,7:00p,Los Angeles Lakers,124.0,Indiana Pacers,116.0,OT,15572.0,
2021-11-24,8:00p,Detroit Pistons,93.0,Milwaukee Bucks,114.0,,17341.0,
2021-11-26,10:00p,Portland Trail Blazers,103.0,Golden State Warriors,118.0,,18064.0,
2021-11-26,9:00p,New Orleans Pelicans,98.0,Utah Jazz,97.0,,18306.0,
2021-11-26,9:00p,Milwaukee Bucks,120.0,Denver Nuggets,109.0,,19520.0,
2021-11-26,8:30p,Boston Celtics,88.0,San Antonio Spurs,96.0,,15360.0,
2021-11-26,8:00p,Washington Wizards,101.0,Oklahoma City Thunder,99.0,,14579.0,
2021-11-26,10:30p,Sacramento Kings,141.0,Los Angeles Lakers,137.0,3OT,18997.0,
2021-11-26,8:00p,Toronto Raptors,97.0,Indiana Pacers,114.0,,13508.0,
2021-11-26,7:00p,Chicago Bulls,123.0,Orlando Magic,88.0,,18236.0,
2021-11-26,7:00p,Phoenix Suns,118.0,New York Knicks,97.0,,19812.0,
2021-11-26,7:00p,Minnesota Timberwolves,115.0,Charlotte Hornets,133.0,,19314.0,
2021-11-26,3:30p,Detroit Pistons,96.0,Los Angeles Clippers,107.0,,18139.0,
2021-11-26,8:00p,Atlanta Hawks,132.0,Memphis Grizzlies,100.0,,16622.0,
2021-11-27,9:00p,New Orleans Pelicans,105.0,Utah Jazz,127.0,,18306.0,
2021-11-27,8:30p,Washington Wizards,120.0,Dallas Mavericks,114.0,,20223.0,
2021-11-27,8:00p,Orlando Magic,92.0,Cleveland Cavaliers,105.0,,18248.0,
2021-11-27,8:00p,Charlotte Hornets,143.0,Houston Rockets,146.0,OT,14687.0,
2021-11-27,7:30p,Phoenix Suns,113.0,Brooklyn Nets,107.0,,18071.0,
2021-11-27,7:30p,New York Knicks,99.0,Atlanta Hawks,90.0,,17287.0,
2021-11-27,6:00p,Minnesota Timberwolves,121.0,Philadelphia 76ers,120.0,2OT,21011.0,
2021-11-27,8:00p,Miami Heat,107.0,Chicago Bulls,104.0,,21110.0,
2021-11-28,3:30p,Golden State Warriors,105.0,Los Angeles Clippers,90.0,,19068.0,
