date,start_et,team_away,pts_away,team_home,pts_home,overtime,n_attending,notes
2020-12-27,7:30p,Philadelphia 76ers,94,Cleveland Cavaliers,118,,300.0,
2020-12-28,7:30p,Memphis Grizzlies,116,Brooklyn Nets,111,OT,0.0,
2020-12-28,7:30p,Detroit Pistons,120,Atlanta Hawks,128,,0.0,
2020-12-28,8:00p,Utah Jazz,110,Oklahoma City Thunder,109,,0.0,
2020-12-28,9:00p,Houston Rockets,111,Denver Nuggets,124,,0.0,
2020-12-28,10:00p,Portland Trail Blazers,115,Los Angeles Lakers,107,,0.0,
2020-12-29,10:00p,Minnesota Timberwolves,101,Los Angeles Clippers,124,,0.0,
2020-12-29,10:00p,New Orleans Pelicans,86,Phoenix Suns,111,,0.0,
2020-12-29,8:00p,Orlando Magic,118,Oklahoma City Thunder,107,,0.0,
2020-12-29,7:30p,Milwaukee Bucks,144,Miami Heat,97,,0.0,
2020-12-29,10:00p,Denver Nuggets,115,Sacramento Kings,125,,0.0,
2020-12-29,7:00p,Chicago Bulls,115,Washington Wizards,107,,0.0,
2020-12-29,7:00p,Boston Celtics,116,Indiana Pacers,111,,0.0,
2020-12-29,7:00p,Golden State Warriors,116,Detroit Pistons,106,,0.0,
2020-12-29,7:00p,New York Knicks,95,Cleveland Cavaliers,86,,300.0,
2020-12-29,7:00p,Toronto Raptors,93,Philadelphia 76ers,100,,0.0,
2020-12-30,8:30p,Los Angeles Lakers,121,San Antonio Spurs,107,,0.0,
2020-12-30,8:30p,Charlotte Hornets,118,Dallas Mavericks,99,,0.0,
2020-12-30,10:00p,Portland Trail Blazers,105,Los Angeles Clippers,128,,0.0,
2020-12-30,7:30p,Atlanta Hawks,141,Brooklyn Nets,145,,0.0,
2020-12-30,7:30p,Milwaukee Bucks,108,Miami Heat,119,,0.0,
2020-12-30,7:30p,Memphis Grizzlies,107,Boston Celtics,126,,0.0,
2020-12-31,3:00p,Cleveland Cavaliers,99,Indiana Pacers,119,,0.0,
2020-12-31,5:00p,Chicago Bulls,133,Washington Wizards,130,,0.0,
2020-12-31,6:30p,Philadelphia 76ers,116,Orlando Magic,92,,3247.0,
2020-12-31,7:00p,Sacramento Kings,119,Houston Rockets,122,,3247.0,
2020-12-31,7:30p,New York Knicks,83,Toronto Raptors,100,,3449.0,
2020-12-31,8:00p,New Orleans Pelicans,113,Oklahoma City Thunder,80,,0.0,
2020-12-31,9:00p,Phoenix Suns,106,Utah Jazz,95,,1932.0,
2021-01-01,8:00p,Los Angeles Lakers,109,San Antonio Spurs,103,,0.0,
2021-01-01,10:30p,Portland Trail Blazers,123,Golden State Warriors,98,,0.0,
2021-01-01,9:00p,Los Angeles Clippers,100,Utah Jazz,106,,1932.0,
2021-01-01,8:00p,Washington Wizards,130,Minnesota Timberwolves,109,,0.0,
2021-01-01,9:00p,Phoenix Suns,106,Denver Nuggets,103,,0.0,
2021-01-01,7:30p,Atlanta Hawks,114,Brooklyn Nets,96,,0.0,
2021-01-01,7:00p,Memphis Grizzlies,108,Charlotte Hornets,93,,0.0,
2021-01-01,7:00p,Miami Heat,83,Dallas Mavericks,93,,0.0,
2021-01-01,8:00p,Chicago Bulls,96,Milwaukee Bucks,126,,0.0,
2021-01-01,7:00p,Boston Celtics,93,Detroit Pistons,96,,0.0,
2021-01-02,5:00p,Sacramento Kings,94,Houston Rockets,102,,3065.0,
2021-01-02,7:00p,New York Knicks,106,Indiana Pacers,102,,0.0,
2021-01-02,7:00p,Oklahoma City Thunder,108,Orlando Magic,99,,3339.0,
2021-01-02,7:00p,Charlotte Hornets,112,Philadelphia 76ers,127,,0.0,
2021-01-02,7:30p,Cleveland Cavaliers,96,Atlanta Hawks,91,,0.0,
2021-01-02,7:30p,Toronto Raptors,116,New Orleans Pelicans,120,,750.0,
2021-01-03,8:00p,Los Angeles Clippers,112,Phoenix Suns,107,,0.0,
2021-01-03,8:00p,Dallas Mavericks,108,Chicago Bulls,118,,0.0,
2021-01-03,7:00p,Utah Jazz,130,San Antonio Spurs,109,,0.0,
2021-01-03,8:30p,Portland Trail Blazers,122,Golden State Warriors,137,,0.0,
2021-01-03,6:00p,Los Angeles Lakers,108,Memphis Grizzlies,94,,0.0,
2021-01-03,6:00p,Washington Wizards,123,Brooklyn Nets,122,,0.0,
2021-01-03,3:00p,Boston Celtics,122,Detroit Pistons,120,,0.0,
2021-01-03,7:00p,Denver Nuggets,124,Minnesota Timberwolves,109,,0.0,
2021-01-04,10:00p,Sacramento Kings,106,Golden State Warriors,137,,0.0,
2021-01-04,8:00p,Detroit Pistons,115,Milwaukee Bucks,125,,0.0,
2021-01-04,8:00p,Dallas Mavericks,113,Houston Rockets,100,,3070.0,
2021-01-04,7:30p,Boston Celtics,126,Toronto Raptors,114,,3740.0,
2021-01-04,8:00p,Indiana Pacers,118,New Orleans Pelicans,116,OT,750.0,
2021-01-04,7:30p,New York Knicks,113,Atlanta Hawks,108,,0.0,
2021-01-04,7:00p,Cleveland Cavaliers,83,Orlando Magic,103,,2726.0,
2021-01-04,7:30p,Oklahoma City Thunder,90,Miami Heat,118,,0.0,
2021-01-04,7:00p,Charlotte Hornets,101,Philadelphia 76ers,118,,0.0,
2021-01-05,7:30p,Utah Jazz,96,Brooklyn Nets,130,,0.0,
2021-01-05,8:00p,Los Angeles Lakers,94,Memphis Grizzlies,92,,0.0,
2021-01-05,9:00p,Minnesota Timberwolves,116,Denver Nuggets,123,,0.0,
2021-01-05,10:00p,San Antonio Spurs,116,Los Angeles Clippers,113,,0.0,
2021-01-05,10:30p,Chicago Bulls,111,Portland Trail Blazers,108,,0.0,
2021-01-06,10:00p,Chicago Bulls,124,Sacramento Kings,128,,0.0,
2021-01-06,8:00p,Detroit Pistons,115,Milwaukee Bucks,130,,0.0,
2021-01-06,10:00p,Los Angeles Clippers,108,Golden State Warriors,101,,0.0,
2021-01-06,9:00p,Toronto Raptors,115,Phoenix Suns,123,,0.0,
2021-01-06,8:00p,Oklahoma City Thunder,111,New Orleans Pelicans,110,,750.0,
2021-01-06,7:30p,Utah Jazz,100,New York Knicks,112,,0.0,
2021-01-06,7:30p,Charlotte Hornets,102,Atlanta Hawks,94,,0.0,
2021-01-06,7:00p,Washington Wizards,136,Philadelphia 76ers,141,,0.0,
2021-01-06,7:00p,Cleveland Cavaliers,94,Orlando Magic,105,,2948.0,
2021-01-06,7:00p,Houston Rockets,107,Indiana Pacers,114,,0.0,
2021-01-06,7:30p,Boston Celtics,107,Miami Heat,105,,0.0,
2021-01-07,7:30p,Philadelphia 76ers,109,Brooklyn Nets,122,,0.0,
2021-01-07,8:00p,Cleveland Cavaliers,94,Memphis Grizzlies,90,,0.0,
2021-01-07,10:00p,Dallas Mavericks,124,Denver Nuggets,117,OT,0.0,
2021-01-07,10:00p,San Antonio Spurs,118,Los Angeles Lakers,109,,0.0,
2021-01-07,10:00p,Minnesota Timberwolves,117,Portland Trail Blazers,135,,0.0,
2021-01-08,10:00p,Toronto Raptors,144,Sacramento Kings,123,,0.0,
2021-01-08,10:00p,Los Angeles Clippers,105,Golden State Warriors,115,,0.0,
2021-01-08,8:00p,Utah Jazz,131,Milwaukee Bucks,118,,0.0,
2021-01-08,8:00p,Brooklyn Nets,110,Memphis Grizzlies,115,,0.0,
2021-01-08,10:00p,Chicago Bulls,115,Los Angeles Lakers,117,,0.0,
2021-01-08,7:30p,Oklahoma City Thunder,101,New York Knicks,89,,0.0,
2021-01-08,7:30p,Charlotte Hornets,118,New Orleans Pelicans,110,,750.0,
2021-01-08,7:30p,Washington Wizards,107,Boston Celtics,116,,0.0,
2021-01-08,7:00p,Phoenix Suns,105,Detroit Pistons,110,OT,0.0,
2021-01-08,8:00p,Orlando Magic,90,Houston Rockets,132,,3039.0,
2021-01-09,10:00p,Portland Trail Blazers,125,Sacramento Kings,99,,0.0,
2021-01-09,8:00p,San Antonio Spurs,125,Minnesota Timberwolves,122,OT,0.0,
2021-01-09,8:00p,Cleveland Cavaliers,90,Milwaukee Bucks,100,,0.0,
2021-01-09,8:30p,Orlando Magic,98,Dallas Mavericks,112,,0.0,
2021-01-09,7:00p,Phoenix Suns,125,Indiana Pacers,117,,0.0,
2021-01-09,7:00p,Atlanta Hawks,105,Charlotte Hornets,113,,0.0,
2021-01-09,3:00p,Denver Nuggets,115,Philadelphia 76ers,103,,0.0,
2021-01-09,7:00p,Miami Heat,128,Washington Wizards,124,,0.0,
2021-01-10,3:00p,Utah Jazz,96,Detroit Pistons,86,,0.0,
2021-01-10,4:00p,Chicago Bulls,127,Los Angeles Clippers,130,,0.0,
2021-01-10,6:00p,Oklahoma City Thunder,129,Brooklyn Nets,116,,0.0,
2021-01-10,6:00p,Denver Nuggets,114,New York Knicks,89,,0.0,
2021-01-10,7:00p,Los Angeles Lakers,120,Houston Rockets,102,,3327.0,
2021-01-10,8:00p,San Antonio Spurs,88,Minnesota Timberwolves,96,,0.0,
2021-01-10,8:30p,Toronto Raptors,105,Golden State Warriors,106,,0.0,
2021-01-11,10:00p,Toronto Raptors,111,Portland Trail Blazers,112,,0.0,
2021-01-11,10:00p,Indiana Pacers,122,Sacramento Kings,127,,0.0,
2021-01-11,7:30p,Philadelphia 76ers,94,Atlanta Hawks,112,,0.0,
2021-01-11,7:00p,New York Knicks,88,Charlotte Hornets,109,,0.0,
2021-01-11,7:00p,Milwaukee Bucks,121,Orlando Magic,99,,3248.0,
2021-01-11,7:00p,Memphis Grizzlies,101,Cleveland Cavaliers,91,,1944.0,
2021-01-11,7:00p,Phoenix Suns,107,Washington Wizards,128,,0.0,
2021-01-12,7:00p,Miami Heat,134,Philadelphia 76ers,137,OT,0.0,
2021-01-12,7:30p,Denver Nuggets,116,Brooklyn Nets,122,,0.0,
2021-01-12,7:30p,Utah Jazz,117,Cleveland Cavaliers,87,,1944.0,
2021-01-12,8:00p,Los Angeles Lakers,117,Houston Rockets,100,,3221.0,
2021-01-12,8:00p,San Antonio Spurs,112,Oklahoma City Thunder,102,,0.0,
2021-01-12,10:30p,Indiana Pacers,104,Golden State Warriors,95,,0.0,
2021-01-13,10:00p,Portland Trail Blazers,132,Sacramento Kings,126,,0.0,
2021-01-13,8:00p,Los Angeles Lakers,128,Oklahoma City Thunder,99,,0.0,
2021-01-13,8:00p,Memphis Grizzlies,118,Minnesota Timberwolves,107,,0.0,
2021-01-13,10:00p,New Orleans Pelicans,106,Los Angeles Clippers,111,,0.0,
2021-01-13,7:00p,Milwaukee Bucks,110,Detroit Pistons,101,,0.0,
2021-01-13,7:00p,Dallas Mavericks,104,Charlotte Hornets,93,,0.0,
2021-01-13,7:30p,Brooklyn Nets,116,New York Knicks,109,,0.0,
2021-01-14,7:00p,Miami Heat,108,Philadelphia 76ers,125,,0.0,
2021-01-14,7:30p,Houston Rockets,109,San Antonio Spurs,105,,0.0,
2021-01-14,7:30p,Charlotte Hornets,108,Toronto Raptors,111,,0.0,
2021-01-14,10:00p,Golden State Warriors,104,Denver Nuggets,114,,0.0,
2021-01-14,10:00p,Indiana Pacers,111,Portland Trail Blazers,87,,0.0,
2021-01-15,10:00p,Los Angeles Clippers,138,Sacramento Kings,100,,0.0,
2021-01-15,10:00p,New Orleans Pelicans,95,Los Angeles Lakers,112,,0.0,
2021-01-15,9:00p,Atlanta Hawks,92,Utah Jazz,116,,1932.0,
2021-01-15,7:30p,Orlando Magic,97,Boston Celtics,124,,0.0,
2021-01-15,7:30p,Dallas Mavericks,109,Milwaukee Bucks,112,,0.0,
2021-01-15,7:30p,New York Knicks,103,Cleveland Cavaliers,106,,1944.0,
2021-01-15,8:00p,Chicago Bulls,125,Oklahoma City Thunder,127,OT,0.0,
2021-01-16,8:00p,Detroit Pistons,120,Miami Heat,100,,0.0,
2021-01-16,8:00p,Philadelphia 76ers,104,Memphis Grizzlies,106,,206.0,
2021-01-16,10:00p,Atlanta Hawks,106,Portland Trail Blazers,112,,0.0,
2021-01-16,6:00p,Orlando Magic,115,Brooklyn Nets,122,,0.0,
2021-01-16,7:30p,Charlotte Hornets,113,Toronto Raptors,116,,0.0,
2021-01-16,5:00p,Houston Rockets,91,San Antonio Spurs,103,,0.0,
2021-01-17,1:00p,New York Knicks,105,Boston Celtics,75,,0.0,
2021-01-17,3:00p,Chicago Bulls,117,Dallas Mavericks,101,,0.0,
2021-01-17,8:00p,Utah Jazz,109,Denver Nuggets,105,,0.0,
2021-01-17,9:00p,New Orleans Pelicans,128,Sacramento Kings,123,,0.0,
2021-01-17,10:00p,Indiana Pacers,96,Los Angeles Clippers,129,,0.0,
2021-01-18,10:00p,Golden State Warriors,115,Los Angeles Lakers,113,,0.0,
2021-01-18,2:30p,Minnesota Timberwolves,97,Atlanta Hawks,108,,0.0,
2021-01-18,3:00p,San Antonio Spurs,125,Portland Trail Blazers,104,,0.0,
2021-01-18,5:00p,Phoenix Suns,104,Memphis Grizzlies,108,,204.0,
2021-01-18,7:30p,Milwaukee Bucks,123,Brooklyn Nets,125,,0.0,
2021-01-18,7:30p,Dallas Mavericks,93,Toronto Raptors,116,,0.0,
2021-01-18,8:00p,Houston Rockets,120,Chicago Bulls,125,,0.0,
2021-01-18,8:00p,Detroit Pistons,107,Miami Heat,113,,0.0,
2021-01-18,12:00p,Orlando Magic,84,New York Knicks,91,,0.0,
2021-01-19,9:00p,New Orleans Pelicans,102,Utah Jazz,118,,1932.0,
2021-01-19,9:00p,Oklahoma City Thunder,101,Denver Nuggets,119,,0.0,
2021-01-20,7:00p,Brooklyn Nets,135,Cleveland Cavaliers,147,2OT,1944.0,
2021-01-20,10:00p,San Antonio Spurs,99,Golden State Warriors,121,,0.0,
2021-01-20,9:30p,Phoenix Suns,109,Houston Rockets,103,,3022.0,
2021-01-20,8:00p,Orlando Magic,97,Minnesota Timberwolves,96,,0.0,
2021-01-20,10:00p,Sacramento Kings,96,Los Angeles Clippers,115,,0.0,
2021-01-20,7:30p,Detroit Pistons,115,Atlanta Hawks,123,OT,0.0,
2021-01-20,7:00p,Boston Celtics,109,Philadelphia 76ers,117,,0.0,
2021-01-20,7:00p,Dallas Mavericks,124,Indiana Pacers,112,,0.0,
2021-01-20,7:30p,Miami Heat,111,Toronto Raptors,102,,0.0,
2021-01-21,7:30p,Los Angeles Lakers,113,Milwaukee Bucks,106,,0.0,
2021-01-21,10:00p,New York Knicks,119,Golden State Warriors,104,,0.0,
2021-01-21,10:00p,New Orleans Pelicans,118,Utah Jazz,129,,1932.0,
2021-01-22,8:00p,Atlanta Hawks,116,Minnesota Timberwolves,98,,0.0,
2021-01-22,10:00p,New York Knicks,94,Sacramento Kings,103,,0.0,
2021-01-22,10:00p,Oklahoma City Thunder,106,Los Angeles Clippers,120,,0.0,
2021-01-22,8:30p,Dallas Mavericks,122,San Antonio Spurs,117,,0.0,
2021-01-22,7:30p,Miami Heat,81,Toronto Raptors,101,,0.0,
2021-01-22,10:00p,Denver Nuggets,130,Phoenix Suns,126,OT,0.0,
2021-01-22,7:30p,Brooklyn Nets,113,Cleveland Cavaliers,125,,1944.0,
2021-01-22,7:00p,Chicago Bulls,123,Charlotte Hornets,110,,0.0,
2021-01-22,7:30p,Boston Celtics,110,Philadelphia 76ers,122,,0.0,
2021-01-22,7:00p,Orlando Magic,118,Indiana Pacers,120,OT,0.0,
2021-01-22,7:00p,Houston Rockets,103,Detroit Pistons,102,,0.0,
2021-01-23,8:00p,Miami Heat,124,Brooklyn Nets,128,,0.0,
2021-01-23,8:00p,Philadelphia 76ers,114,Detroit Pistons,110,,0.0,
2021-01-23,8:00p,New Orleans Pelicans,110,Minnesota Timberwolves,120,,0.0,
2021-01-23,9:00p,Los Angeles Lakers,101,Chicago Bulls,90,,0.0,
2021-01-23,9:00p,Houston Rockets,133,Dallas Mavericks,108,,0.0,
2021-01-23,9:00p,Denver Nuggets,120,Phoenix Suns,112,2OT,0.0,
2021-01-23,9:00p,Golden State Warriors,108,Utah Jazz,127,,1932.0,
2021-01-24,10:00p,New York Knicks,113,Portland Trail Blazers,116,,0.0,
2021-01-24,8:00p,Atlanta Hawks,115,Milwaukee Bucks,129,,0.0,
2021-01-24,7:00p,Charlotte Hornets,107,Orlando Magic,104,,3507.0,
2021-01-24,8:00p,Washington Wizards,101,San Antonio Spurs,121,,0.0,
2021-01-24,4:00p,Oklahoma City Thunder,100,Los Angeles Clippers,108,,0.0,
2021-01-24,1:00p,Toronto Raptors,107,Indiana Pacers,102,,0.0,
2021-01-24,7:00p,Cleveland Cavaliers,103,Boston Celtics,141,,0.0,
2021-01-25,10:00p,Oklahoma City Thunder,125,Portland Trail Blazers,122,,0.0,
2021-01-25,10:00p,Minnesota Timberwolves,108,Golden State Warriors,130,,0.0,
2021-01-25,8:30p,Denver Nuggets,117,Dallas Mavericks,113,,0.0,
2021-01-25,8:00p,Los Angeles Lakers,115,Cleveland Cavaliers,108,,0.0,
2021-01-25,9:00p,Boston Celtics,119,Chicago Bulls,103,,0.0,
2021-01-25,7:00p,Charlotte Hornets,108,Orlando Magic,117,,3167.0,
2021-01-25,7:00p,Toronto Raptors,114,Indiana Pacers,129,,0.0,
2021-01-25,7:30p,Miami Heat,85,Brooklyn Nets,98,,0.0,
2021-01-25,7:00p,Philadelphia 76ers,104,Detroit Pistons,119,,0.0,
2021-01-26,7:30p,Los Angeles Clippers,99,Atlanta Hawks,108,,1180.0,
2021-01-26,8:00p,Washington Wizards,88,Houston Rockets,107,,2996.0,
2021-01-26,9:00p,New York Knicks,94,Utah Jazz,108,,1932.0,
2021-01-27,10:00p,Minnesota Timberwolves,111,Golden State Warriors,123,,0.0,
2021-01-27,8:30p,Boston Celtics,106,San Antonio Spurs,110,,0.0,
2021-01-27,9:00p,Dallas Mavericks,104,Utah Jazz,116,,0.0,
2021-01-27,9:00p,Oklahoma City Thunder,102,Phoenix Suns,97,,0.0,
2021-01-27,9:00p,Washington Wizards,106,New Orleans Pelicans,124,,750.0,
2021-01-27,7:30p,Milwaukee Bucks,115,Toronto Raptors,108,,0.0,
2021-01-27,7:30p,Denver Nuggets,109,Miami Heat,82,,0.0,
2021-01-27,7:30p,Brooklyn Nets,132,Atlanta Hawks,128,OT,1008.0,
2021-01-27,7:00p,Sacramento Kings,121,Orlando Magic,107,,3216.0,
2021-01-27,7:00p,Detroit Pistons,107,Cleveland Cavaliers,122,,1944.0,
2021-01-27,7:00p,Indiana Pacers,116,Charlotte Hornets,106,,0.0,
2021-01-27,7:30p,Los Angeles Lakers,106,Philadelphia 76ers,107,,0.0,
2021-01-28,7:30p,Portland Trail Blazers,101,Houston Rockets,104,,3154.0,
2021-01-28,8:00p,Los Angeles Lakers,92,Detroit Pistons,107,,0.0,
2021-01-28,8:00p,Los Angeles Clippers,109,Miami Heat,105,,0.0,
2021-01-28,10:00p,Golden State Warriors,93,Phoenix Suns,114,,0.0,
2021-01-29,10:00p,Dallas Mavericks,101,Utah Jazz,120,,1932.0,
2021-01-29,8:00p,Los Angeles Clippers,116,Orlando Magic,90,,3763.0,
2021-01-29,8:00p,Brooklyn Nets,147,Oklahoma City Thunder,125,,0.0,
2021-01-29,8:00p,Philadelphia 76ers,118,Minnesota Timberwolves,94,,0.0,
2021-01-29,8:30p,Denver Nuggets,109,San Antonio Spurs,119,,0.0,
2021-01-29,7:30p,Cleveland Cavaliers,81,New York Knicks,102,,0.0,
2021-01-29,7:30p,Milwaukee Bucks,126,New Orleans Pelicans,131,,1440.0,
2021-01-29,7:00p,Atlanta Hawks,116,Washington Wizards,100,,0.0,
2021-01-29,7:00p,Indiana Pacers,105,Charlotte Hornets,108,,0.0,
2021-01-29,7:30p,Sacramento Kings,126,Toronto Raptors,124,,0.0,
2021-01-30,10:00p,Detroit Pistons,91,Golden State Warriors,118,,0.0,
2021-01-30,8:30p,Memphis Grizzlies,129,San Antonio Spurs,112,,0.0,
2021-01-30,8:30p,Los Angeles Lakers,96,Boston Celtics,95,,0.0,
2021-01-30,9:00p,Phoenix Suns,111,Dallas Mavericks,105,,0.0,
2021-01-30,8:00p,Sacramento Kings,104,Miami Heat,105,,0.0,
2021-01-30,8:00p,Milwaukee Bucks,114,Charlotte Hornets,126,,0.0,
2021-01-30,8:00p,Portland Trail Blazers,123,Chicago Bulls,122,,0.0,
2021-01-30,8:00p,Houston Rockets,126,New Orleans Pelicans,112,,1440.0,
2021-01-31,1:00p,Los Angeles Clippers,129,New York Knicks,115,,0.0,
2021-01-31,3:30p,Utah Jazz,117,Denver Nuggets,128,,0.0,
2021-01-31,7:00p,Philadelphia 76ers,119,Indiana Pacers,110,,0.0,
2021-01-31,7:00p,Orlando Magic,102,Toronto Raptors,115,,0.0,
2021-01-31,7:00p,Brooklyn Nets,146,Washington Wizards,149,,0.0,
2021-01-31,8:00p,Cleveland Cavaliers,104,Minnesota Timberwolves,109,,0.0,
2021-02-01,8:00p,Houston Rockets,136,Oklahoma City Thunder,106,,0.0,
2021-02-01,8:30p,Memphis Grizzlies,133,San Antonio Spurs,102,,0.0,
2021-02-01,8:30p,Phoenix Suns,109,Dallas Mavericks,108,,0.0,
2021-02-01,8:00p,Portland Trail Blazers,106,Milwaukee Bucks,134,,0.0,
2021-02-01,8:00p,Sacramento Kings,118,New Orleans Pelicans,109,,1440.0,
2021-02-01,8:00p,New York Knicks,102,Chicago Bulls,110,,0.0,
2021-02-01,7:30p,Charlotte Hornets,129,Miami Heat,121,OT,0.0,
2021-02-01,7:30p,Los Angeles Lakers,107,Atlanta Hawks,99,,1341.0,
2021-02-01,8:00p,Minnesota Timberwolves,98,Cleveland Cavaliers,100,,0.0,
2021-02-02,7:00p,Toronto Raptors,123,Orlando Magic,108,,3211.0,
2021-02-02,7:30p,Los Angeles Clippers,120,Brooklyn Nets,124,,0.0,
2021-02-02,8:00p,Memphis Grizzlies,116,Indiana Pacers,134,,0.0,
2021-02-02,8:00p,Portland Trail Blazers,132,Washington Wizards,121,,0.0,
2021-02-02,10:00p,Boston Celtics,111,Golden State Warriors,107,,0.0,
2021-02-02,10:00p,Detroit Pistons,105,Utah Jazz,117,,3902.0,
2021-02-03,10:00p,Boston Celtics,111,Sacramento Kings,116,,0.0,
2021-02-03,9:30p,Phoenix Suns,101,New Orleans Pelicans,123,,1440.0,
2021-02-03,8:00p,Houston Rockets,87,Oklahoma City Thunder,104,,0.0,
2021-02-03,8:00p,Washington Wizards,103,Miami Heat,100,,0.0,
2021-02-03,8:30p,Minnesota Timberwolves,108,San Antonio Spurs,111,,0.0,
2021-02-03,8:00p,New York Knicks,107,Chicago Bulls,103,,0.0,
2021-02-03,7:30p,Dallas Mavericks,122,Atlanta Hawks,116,,1259.0,
2021-02-03,8:00p,Los Angeles Clippers,121,Cleveland Cavaliers,99,,1944.0,
2021-02-03,7:00p,Indiana Pacers,110,Milwaukee Bucks,130,,0.0,
2021-02-03,7:00p,Philadelphia 76ers,118,Charlotte Hornets,111,,0.0,
2021-02-04,9:00p,Houston Rockets,115,Memphis Grizzlies,103,,1762.0,
2021-02-04,8:00p,Portland Trail Blazers,121,Philadelphia 76ers,105,,0.0,
2021-02-04,10:00p,Denver Nuggets,93,Los Angeles Lakers,114,,0.0,
2021-02-04,7:30p,Utah Jazz,112,Atlanta Hawks,91,,1261.0,
2021-02-04,7:30p,Golden State Warriors,147,Dallas Mavericks,116,,0.0,
2021-02-05,10:00p,Boston Celtics,119,Los Angeles Clippers,115,,0.0,
2021-02-05,7:00p,New Orleans Pelicans,114,Indiana Pacers,113,,0.0,
2021-02-05,7:00p,Chicago Bulls,119,Orlando Magic,123,,3535.0,
2021-02-05,7:30p,Toronto Raptors,123,Brooklyn Nets,117,,0.0,
2021-02-05,7:30p,Milwaukee Bucks,123,Cleveland Cavaliers,105,,2720.0,
2021-02-05,8:00p,Utah Jazz,138,Charlotte Hornets,121,,0.0,
2021-02-05,8:00p,Washington Wizards,95,Miami Heat,122,,0.0,
2021-02-05,8:00p,Minnesota Timberwolves,106,Oklahoma City Thunder,103,,0.0,
2021-02-05,9:00p,Detroit Pistons,92,Phoenix Suns,109,,0.0,
2021-02-06,8:30p,Golden State Warriors,132,Dallas Mavericks,134,,0.0,
2021-02-06,8:00p,Toronto Raptors,121,Atlanta Hawks,132,,991.0,
2021-02-06,10:00p,Detroit Pistons,129,Los Angeles Lakers,135,2OT,0.0,
2021-02-06,8:00p,Brooklyn Nets,108,Philadelphia 76ers,124,,0.0,
2021-02-06,9:00p,Memphis Grizzlies,109,New Orleans Pelicans,118,,1440.0,
2021-02-06,8:00p,Minnesota Timberwolves,118,Oklahoma City Thunder,120,,0.0,
2021-02-06,1:00p,Portland Trail Blazers,99,New York Knicks,110,,0.0,
