Date,Season,Player,Team,Match-up,Home/Away,W/L,Min,Pts,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,Dub/Dub,Trip/Dub,OPP_DEF_RTG,OPP_DREB%,OPP_STL,OPP_BLK,OPP_PTS_off_TOV,OPP_PTS_2nd_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DK_SCORE
2021-11-23,2021-22,CJ Elleby,POR,Denver Nuggets,0,1,4,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,4.0
2021-11-23,2021-22,Dennis Smith Jr.,POR,Denver Nuggets,0,1,4,0,0,1,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,1.75
2021-11-23,2021-22,Nassir Little,POR,Denver Nuggets,0,1,23,13,5,9,1,3,2,3,2,3,5,1,1,0,0,1,3,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,23.25
2021-11-23,2021-22,Anfernee Simons,POR,Denver Nuggets,0,1,23,14,6,12,2,5,0,0,2,3,5,2,0,0,2,3,-3,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,23.25
2021-11-23,2021-22,Norman Powell,POR,Denver Nuggets,0,1,26,15,5,10,1,5,4,6,0,2,2,3,3,1,1,3,16,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,30.0
2021-11-23,2021-22,Jusuf Nurkic,POR,Denver Nuggets,0,1,24,6,2,6,0,0,2,2,2,5,7,3,1,1,2,1,18,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,22.25
2021-11-23,2021-22,Robert Covington,POR,Denver Nuggets,0,1,27,9,3,6,1,4,2,2,1,6,7,2,1,3,1,2,15,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,28.75
2021-11-23,2021-22,Cody Zeller,POR,Denver Nuggets,0,1,10,1,0,3,0,0,1,2,1,0,1,2,0,1,0,1,3,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,7.25
2021-11-23,2021-22,Ben McLemore,POR,Denver Nuggets,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,0.0
2021-11-23,2021-22,Damian Lillard,POR,Denver Nuggets,0,1,31,25,9,13,5,8,2,2,0,3,3,5,1,0,1,1,13,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,40.25
2021-11-23,2021-22,Greg Brown III,POR,Denver Nuggets,0,1,4,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,6.0
2021-11-23,2021-22,CJ McCollum,POR,Denver Nuggets,0,1,34,32,13,19,5,9,1,3,0,3,3,3,2,0,0,1,28,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,46.75
2021-11-23,2021-22,Tony Snell,POR,Denver Nuggets,0,1,11,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,-3,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,0.0
2021-11-23,2021-22,Larry Nance Jr.,POR,Denver Nuggets,0,1,15,2,1,4,0,1,0,0,4,3,7,2,2,0,0,2,5,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,17.75
2021-11-21,2021-22,Jalen Smith,PHX,Denver Nuggets,0,1,6,4,1,2,0,1,2,2,1,4,5,0,0,0,0,0,0,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,10.25
2021-11-21,2021-22,Mikal Bridges,PHX,Denver Nuggets,0,1,33,8,3,8,1,4,1,1,0,6,6,4,1,0,0,0,21,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,24.0
2021-11-21,2021-22,Cameron Johnson,PHX,Denver Nuggets,0,1,23,22,9,15,4,10,0,1,0,1,1,2,1,0,0,3,19,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,30.25
2021-11-21,2021-22,Ish Wainright,PHX,Denver Nuggets,0,1,5,2,1,3,0,1,0,0,1,1,2,1,0,0,1,1,2,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,5.5
2021-11-21,2021-22,Elfrid Payton,PHX,Denver Nuggets,0,1,8,2,1,2,0,0,0,0,0,2,2,2,0,0,0,0,9,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,7.5
2021-11-21,2021-22,Cameron Payne,PHX,Denver Nuggets,0,1,21,10,2,7,2,3,4,5,1,4,5,3,1,1,2,2,13,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,24.75
2021-11-21,2021-22,Landry Shamet,PHX,Denver Nuggets,0,1,24,6,1,7,0,5,4,4,2,4,6,2,2,0,0,0,20,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,20.5
2021-11-21,2021-22,Deandre Ayton,PHX,Denver Nuggets,0,1,26,21,9,12,0,1,3,4,4,4,8,1,1,2,3,3,16,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,37.0
2021-11-21,2021-22,Chandler Hutchison,PHX,Denver Nuggets,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,2.75
2021-11-21,2021-22,Devin Booker,PHX,Denver Nuggets,0,1,28,17,7,12,2,5,1,1,0,4,4,7,1,0,1,1,13,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,35.0
2021-11-21,2021-22,Jae Crowder,PHX,Denver Nuggets,0,1,24,15,5,8,2,4,3,3,0,4,4,1,0,0,1,2,9,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,22.0
2021-11-21,2021-22,JaVale McGee,PHX,Denver Nuggets,0,1,14,10,5,7,0,0,0,0,1,3,4,0,0,0,3,5,13,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,13.5
2021-11-21,2021-22,Chris Paul,PHX,Denver Nuggets,0,1,24,9,2,4,0,2,5,5,0,3,3,10,0,0,0,3,7,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,27.75
2021-11-19,2021-22,Coby White,CHI,Denver Nuggets,1,1,11,2,1,7,0,3,0,0,0,2,2,0,0,0,2,1,-4,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,3.5
2021-11-19,2021-22,Lonzo Ball,CHI,Denver Nuggets,1,1,38,7,3,9,1,6,0,0,0,3,3,6,1,0,1,1,6,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,21.75
2021-11-19,2021-22,Alex Caruso,CHI,Denver Nuggets,1,1,34,4,1,8,0,5,2,2,1,3,4,2,1,1,0,3,-7,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,16.0
2021-11-19,2021-22,Zach LaVine,CHI,Denver Nuggets,1,1,37,36,14,24,4,9,4,4,0,5,5,4,1,0,2,1,9,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,51.25
2021-11-19,2021-22,DeMar DeRozan,CHI,Denver Nuggets,1,1,36,26,7,21,0,2,12,12,0,6,6,4,2,0,0,1,-4,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,43.5
2021-11-19,2021-22,Ayo Dosunmu,CHI,Denver Nuggets,1,1,23,10,4,8,2,4,0,0,4,4,8,0,1,0,1,2,6,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,22.5
2021-11-19,2021-22,Javonte Green,CHI,Denver Nuggets,1,1,22,5,1,3,1,1,2,2,6,3,9,1,1,1,2,4,20,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,21.25
2021-11-19,2021-22,Tony Bradley,CHI,Denver Nuggets,1,1,15,8,3,3,0,0,2,2,3,2,5,2,0,0,2,3,-5,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,16.25
2021-11-19,2021-22,Derrick Jones Jr.,CHI,Denver Nuggets,1,1,24,16,7,10,0,1,2,2,3,5,8,0,0,1,1,4,9,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,27.5
2021-11-18,2021-22,Seth Curry,PHI,Denver Nuggets,1,1,38,20,8,17,2,8,2,2,2,4,6,5,1,0,2,3,13,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,37.0
2021-11-18,2021-22,Georges Niang,PHI,Denver Nuggets,1,1,35,11,4,8,3,6,0,0,0,5,5,3,0,1,2,3,11,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,24.25
2021-11-18,2021-22,Furkan Korkmaz,PHI,Denver Nuggets,1,1,22,5,2,5,1,2,0,0,0,4,4,3,1,0,2,1,10,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,16.0
2021-11-18,2021-22,Shake Milton,PHI,Denver Nuggets,1,1,29,12,5,8,2,4,0,0,0,5,5,4,0,1,2,2,18,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,26.25
2021-11-18,2021-22,Charles Bassey,PHI,Denver Nuggets,1,1,19,12,5,7,0,1,2,3,4,3,7,0,1,3,0,3,20,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,28.75
2021-11-18,2021-22,Tobias Harris,PHI,Denver Nuggets,1,1,31,17,8,18,1,3,0,2,0,7,7,2,1,1,0,1,7,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,33.25
2021-11-18,2021-22,Andre Drummond,PHI,Denver Nuggets,1,1,29,4,2,5,0,0,0,1,0,6,6,1,0,0,1,5,-6,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,12.5
2021-11-18,2021-22,Tyrese Maxey,PHI,Denver Nuggets,1,1,35,22,9,15,2,3,2,4,0,5,5,4,1,1,0,0,2,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,39.25
2021-11-18,2021-22,Isaiah Joe,PHI,Denver Nuggets,1,1,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-5,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,0.0
2021-11-15,2021-22,Luka Doncic,DAL,Denver Nuggets,0,1,38,23,9,23,2,7,3,5,1,7,8,11,2,1,4,3,4,1,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,56.0
2021-11-15,2021-22,Boban Marjanovic,DAL,Denver Nuggets,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,2.0
2021-11-15,2021-22,Kristaps Porzingis,DAL,Denver Nuggets,0,1,33,29,11,20,5,8,2,2,5,6,11,3,2,1,2,2,-3,1,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,56.25
2021-11-15,2021-22,Dwight Powell,DAL,Denver Nuggets,0,1,18,5,2,6,0,1,1,2,4,3,7,1,0,0,1,3,1,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,14.75
2021-11-15,2021-22,Sterling Brown,DAL,Denver Nuggets,0,1,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,-3,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,1.5
2021-11-15,2021-22,Willie Cauley-Stein,DAL,Denver Nuggets,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,1.5
2021-11-15,2021-22,Reggie Bullock,DAL,Denver Nuggets,0,1,30,5,2,5,1,3,0,0,0,3,3,2,0,0,0,2,15,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,12.25
2021-11-15,2021-22,Tim Hardaway Jr.,DAL,Denver Nuggets,0,1,33,19,8,14,2,6,1,1,0,7,7,4,0,0,0,2,14,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,34.75
2021-11-15,2021-22,Dorian Finney-Smith,DAL,Denver Nuggets,0,1,24,8,3,4,2,3,0,0,0,4,4,0,1,0,0,3,4,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,16.0
2021-11-15,2021-22,Frank Ntilikina,DAL,Denver Nuggets,0,1,16,3,1,4,1,3,0,0,0,2,2,1,1,0,0,0,9,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,9.5
2021-11-15,2021-22,Jalen Brunson,DAL,Denver Nuggets,0,1,36,17,8,12,1,4,0,0,0,2,2,6,1,0,1,2,10,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,30.5
2021-11-14,2021-22,Jusuf Nurkic,POR,Denver Nuggets,1,0,21,4,2,5,0,2,0,0,0,6,6,1,0,0,2,2,-11,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,12.0
2021-11-14,2021-22,Robert Covington,POR,Denver Nuggets,1,0,19,3,1,5,1,4,0,0,0,4,4,1,1,0,1,2,-13,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,11.5
2021-11-14,2021-22,Ben McLemore,POR,Denver Nuggets,1,0,7,6,2,4,2,4,0,0,1,0,1,0,0,0,1,1,-3,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,7.75
2021-11-14,2021-22,Trendon Watford,POR,Denver Nuggets,1,0,7,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,-3,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,5.0
2021-11-14,2021-22,CJ Elleby,POR,Denver Nuggets,1,0,7,2,1,3,0,1,0,0,1,2,3,1,0,0,0,1,-3,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,7.25
2021-11-14,2021-22,Anfernee Simons,POR,Denver Nuggets,1,0,28,16,6,11,1,5,3,3,1,4,5,4,0,1,1,1,-14,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,30.25
2021-11-14,2021-22,CJ McCollum,POR,Denver Nuggets,1,0,30,21,7,17,5,10,2,2,2,0,2,2,2,0,2,0,-14,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,32.0
2021-11-14,2021-22,Cody Zeller,POR,Denver Nuggets,1,0,8,6,3,3,0,0,0,0,1,1,2,1,0,0,0,2,1,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,10.0
2021-11-14,2021-22,Tony Snell,POR,Denver Nuggets,1,0,12,0,0,1,0,1,0,0,0,2,2,0,0,1,0,0,-16,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,4.5
2021-11-14,2021-22,Norman Powell,POR,Denver Nuggets,1,0,29,13,5,10,1,3,2,2,0,2,2,1,0,0,2,2,-29,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,16.5
2021-11-14,2021-22,Larry Nance Jr.,POR,Denver Nuggets,1,0,20,5,2,4,0,1,1,2,1,1,2,2,0,1,0,0,-9,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,12.5
2021-11-14,2021-22,Nassir Little,POR,Denver Nuggets,1,0,29,13,4,12,3,8,2,2,1,6,7,2,2,1,1,2,-17,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,31.75
2021-11-14,2021-22,Dennis Smith Jr.,POR,Denver Nuggets,1,0,23,4,1,3,0,0,2,2,0,0,0,5,3,0,2,2,-14,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,16.5
2021-11-12,2021-22,Danilo Gallinari,ATL,Denver Nuggets,1,0,17,2,1,7,0,2,0,0,1,4,5,1,0,0,0,0,4,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,9.75
2021-11-12,2021-22,Clint Capela,ATL,Denver Nuggets,1,0,32,14,7,12,0,0,0,3,6,7,13,0,0,1,0,4,-19,1,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,33.75
2021-11-12,2021-22,Delon Wright,ATL,Denver Nuggets,1,0,16,0,0,2,0,0,0,0,0,3,3,3,0,1,0,0,-1,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,10.25
2021-11-12,2021-22,John Collins,ATL,Denver Nuggets,1,0,39,26,11,22,1,6,3,5,4,5,9,1,0,2,0,3,1,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,43.25
2021-11-12,2021-22,Cam Reddish,ATL,Denver Nuggets,1,0,19,8,2,7,1,3,3,3,0,4,4,0,0,1,2,2,3,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,14.5
2021-11-12,2021-22,Kevin Huerter,ATL,Denver Nuggets,1,0,30,2,1,6,0,5,0,0,0,5,5,3,0,0,0,1,4,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,12.75
2021-11-12,2021-22,De'Andre Hunter,ATL,Denver Nuggets,1,0,21,2,1,6,0,2,0,0,0,2,2,0,0,0,0,4,-17,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,4.5
2021-11-12,2021-22,Trae Young,ATL,Denver Nuggets,1,0,32,30,9,16,3,5,9,10,1,4,5,9,1,0,5,4,-8,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,50.75
2021-11-12,2021-22,Bogdan Bogdanovic,ATL,Denver Nuggets,1,0,30,10,5,13,0,5,0,0,1,1,2,3,1,0,1,2,-12,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,18.5
2021-11-12,2021-22,Gorgui Dieng,ATL,Denver Nuggets,1,0,2,2,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,4.5
2021-11-10,2021-22,Myles Turner,IND,Denver Nuggets,1,0,31,13,4,8,2,3,3,4,4,4,8,0,0,6,3,4,-2,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,34.5
2021-11-10,2021-22,Torrey Craig,IND,Denver Nuggets,1,0,22,5,1,4,0,1,3,3,1,1,2,1,0,1,1,1,-5,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,10.5
2021-11-10,2021-22,Jeremy Lamb,IND,Denver Nuggets,1,0,12,2,1,4,0,2,0,0,0,3,3,3,0,0,0,1,0,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,10.25
2021-11-10,2021-22,T.J. McConnell,IND,Denver Nuggets,1,0,29,16,8,11,0,1,0,0,1,2,3,9,0,1,0,1,4,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,35.25
2021-11-10,2021-22,Domantas Sabonis,IND,Denver Nuggets,1,0,33,20,9,14,1,2,1,1,4,15,19,2,1,1,3,3,-1,1,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,51.25
2021-11-10,2021-22,Justin Holiday,IND,Denver Nuggets,1,0,35,6,2,8,2,6,0,0,0,2,2,1,0,0,0,4,7,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,11.0
2021-11-10,2021-22,Malcolm Brogdon,IND,Denver Nuggets,1,0,35,25,11,21,3,7,0,1,0,3,3,5,3,2,2,2,-5,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,46.75
2021-11-10,2021-22,Kelan Martin,IND,Denver Nuggets,1,0,19,5,2,5,1,2,0,0,0,4,4,0,1,0,2,2,-2,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,11.5
2021-11-10,2021-22,Oshae Brissett,IND,Denver Nuggets,1,0,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,-3,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,1.25
2021-11-10,2021-22,Chris Duarte,IND,Denver Nuggets,1,0,21,6,2,9,2,7,0,0,0,3,3,1,0,0,1,1,-8,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,11.75
2021-11-08,2021-22,Bam Adebayo,MIA,Denver Nuggets,1,0,31,10,3,10,0,0,4,6,0,10,10,2,1,0,2,2,-17,1,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,28.0
2021-11-08,2021-22,Caleb Martin,MIA,Denver Nuggets,1,0,11,3,1,3,1,3,0,0,0,2,2,0,0,0,0,4,-5,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,6.0
2021-11-08,2021-22,P.J. Tucker,MIA,Denver Nuggets,1,0,21,6,2,3,2,3,0,0,1,4,5,1,0,0,2,2,-11,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,13.75
2021-11-08,2021-22,Tyler Herro,MIA,Denver Nuggets,1,0,31,11,3,12,2,9,3,3,0,3,3,5,1,0,1,0,-7,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,24.75
2021-11-08,2021-22,Dewayne Dedmon,MIA,Denver Nuggets,1,0,14,10,3,4,0,0,4,4,1,2,3,0,0,0,1,3,0,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,13.25
2021-11-08,2021-22,Omer Yurtseven,MIA,Denver Nuggets,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,0.0
2021-11-08,2021-22,KZ Okpala,MIA,Denver Nuggets,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,0.0
2021-11-08,2021-22,Jimmy Butler,MIA,Denver Nuggets,1,0,38,31,10,18,2,3,9,11,1,4,5,8,0,1,1,0,-5,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,51.75
2021-11-08,2021-22,Markieff Morris,MIA,Denver Nuggets,1,0,21,10,4,9,2,3,0,0,2,1,3,1,0,0,1,1,-4,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,15.75
2021-11-08,2021-22,Kyle Lowry,MIA,Denver Nuggets,1,0,37,0,0,8,0,6,0,0,1,2,3,4,1,1,3,4,-20,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,12.25
2021-11-08,2021-22,Duncan Robinson,MIA,Denver Nuggets,1,0,27,13,4,8,4,8,1,1,0,2,2,1,0,1,2,4,-16,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,20.0
2021-11-08,2021-22,Gabe Vincent,MIA,Denver Nuggets,1,0,3,2,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,3.25
2021-11-06,2021-22,Alperen Sengun,HOU,Denver Nuggets,1,0,14,9,3,4,1,1,2,2,0,4,4,3,0,1,0,4,8,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,21.0
2021-11-06,2021-22,Christian Wood,HOU,Denver Nuggets,1,0,37,12,4,11,1,3,3,4,0,17,17,2,1,1,4,3,2,1,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,40.25
2021-11-06,2021-22,David Nwaba,HOU,Denver Nuggets,1,0,4,2,1,2,0,0,0,0,0,2,2,0,0,0,1,0,-4,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,4.0
2021-11-06,2021-22,Daniel Theis,HOU,Denver Nuggets,1,0,32,18,8,12,1,2,1,2,2,3,5,0,2,0,1,2,-7,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,28.25
2021-11-06,2021-22,Armoni Brooks,HOU,Denver Nuggets,1,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,2.0
2021-11-06,2021-22,Jalen Green,HOU,Denver Nuggets,1,0,31,9,3,9,0,5,3,5,0,2,2,2,1,0,3,0,-11,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,15.0
2021-11-06,2021-22,Kevin Porter Jr.,HOU,Denver Nuggets,1,0,32,6,2,14,2,7,0,0,2,1,3,4,1,0,3,1,-8,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,17.25
2021-11-06,2021-22,Eric Gordon,HOU,Denver Nuggets,1,0,29,12,5,7,1,3,1,4,1,3,4,3,0,0,3,2,3,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,20.5
2021-11-06,2021-22,Jae'Sean Tate,HOU,Denver Nuggets,1,0,31,10,4,7,0,1,2,3,2,6,8,1,1,1,1,4,-4,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,25.0
2021-11-06,2021-22,Kenyon Martin Jr.,HOU,Denver Nuggets,1,0,19,11,3,5,1,3,4,4,0,1,1,1,1,3,0,0,4,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,22.25
2021-11-06,2021-22,D.J. Augustin,HOU,Denver Nuggets,1,0,9,5,2,3,1,2,0,0,0,1,1,3,0,0,0,0,7,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,11.25
2021-11-03,2021-22,Tyus Jones,MEM,Denver Nuggets,0,1,20,7,3,4,1,1,0,0,0,2,2,7,0,0,0,0,-7,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,20.5
2021-11-03,2021-22,Jaren Jackson Jr.,MEM,Denver Nuggets,0,1,30,22,7,14,5,9,3,4,0,8,8,2,0,3,3,3,-1,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,42.0
2021-11-03,2021-22,John Konchar,MEM,Denver Nuggets,0,1,14,0,0,1,0,1,0,0,0,2,2,0,1,1,0,1,2,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,6.5
2021-11-03,2021-22,Desmond Bane,MEM,Denver Nuggets,0,1,29,16,6,14,3,7,1,1,0,2,2,3,1,0,1,2,5,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,26.0
2021-11-03,2021-22,Ziaire Williams,MEM,Denver Nuggets,0,1,24,11,4,8,3,7,0,0,1,1,2,1,1,1,1,0,5,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,20.0
2021-11-03,2021-22,Xavier Tillman,MEM,Denver Nuggets,0,1,7,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,-6,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,4.25
2021-11-03,2021-22,Ja Morant,MEM,Denver Nuggets,0,1,33,18,8,16,0,2,2,7,0,6,6,6,3,0,3,0,5,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,39.0
2021-11-03,2021-22,Steven Adams,MEM,Denver Nuggets,0,1,30,8,3,5,0,0,2,2,1,7,8,4,1,0,1,2,9,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,25.5
2021-11-03,2021-22,Kyle Anderson,MEM,Denver Nuggets,0,1,23,16,7,11,2,3,0,0,0,3,3,1,0,0,0,4,-6,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,22.25
2021-11-03,2021-22,De'Anthony Melton,MEM,Denver Nuggets,0,1,29,10,4,8,2,4,0,0,1,1,2,3,1,2,1,3,4,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,23.5
2021-11-01,2021-22,Steven Adams,MEM,Denver Nuggets,0,1,31,6,3,8,0,0,0,0,1,6,7,1,1,2,1,1,2,0,0,106.6,75.3,7.5,4.1,17.4,10.0,13.0,47.1,21.75
